text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
But the servers were extremely attentive and very friendly .,"( servers , attentive , positive )","( service general , positive )","( servers, attentive, positive ) ; ( servers, friendly, positive )","( servers, attentive, positive ) ; ( servers, friendly, positive )","( service general, positive )","( service general, positive )"
I have been to this place /AS/ folks and it is BAD .,"( place , BAD , negative )","( restaurant general , negative )","( place, BAD, negative )","( place, BAD, negative )","( restaurant general, negative )","( restaurant general, negative )"
great service,"( service , great , positive )","( service general , positive )","( service, great, positive )","( service, great, positive )","( service general, positive )","( service general, positive )"
It was like dining at a completely different restaurant .,"( NULL , different , positive )","( restaurant general , positive )","( restaurant, different, negative )","( NULL, dining at a completely different restaurant, negative )","( restaurant general, negative )","( restaurant general, negative )"
Two thumbs up !,"( NULL , thumbs up , positive )","( food quality , positive )","( NULL, thumbs up, positive )","( NULL, thumbs up, positive )","( restaurant general, positive )","( restaurant general, positive )"
Imagine my happy surprise upon finding that the views are only the third - best thing about Ray ' s !,"( views , third - best thing , positive ) ; ( Ray ' s , happy surprise , positive )","( location general , positive ) ; ( restaurant general , positive )","( views, best, positive )","( views, the third - best, positive )","( location general, positive )","( location general, positive )"
Hands down /AS/ the best tuna I have ever had .,"( tuna , best , positive )","( food quality , positive )","( tuna, best, positive )","( tuna, best, positive )","( food quality, positive )","( food quality, positive )"
If you ' re going to see Danny Gans or just staying at the Mirage /AS/ do n ' t miss this one .,"( NULL , do n ' t miss , positive )","( restaurant general , positive )","( Danny Gans, don't miss, positive )","( Mirage, don't miss, positive )","( restaurant general, positive )","( restaurant general, positive )"
great lunch spot,"( lunch spot , great , positive )","( restaurant general , positive )","( lunch spot, great, positive )","( lunch spot, great, positive )","( restaurant general, positive )","( restaurant general, positive )"
I love breakfast here .,"( breakfast , love , positive )","( food quality , positive )","( breakfast, love, positive )","( breakfast, love, positive )","( restaurant general, positive )","( food quality, positive )"
The sashimi was the freshest and most tender I have ever tasted .,"( sashimi , freshest , positive )","( food quality , positive )","( sashimi, freshest, positive ) ; ( sashimi, tender, positive )","( sashimi, freshest, positive ) ; ( sashimi, tender, positive )","( food quality, positive )","( food quality, positive )"
You won ’ t be disappointed by their menu .,"( menu , won ’ t be disappointed , positive )","( food style_options , positive )","( menu, won ’ t be disappointed, positive )","( menu, won ’ t be disappointed, positive )","( food quality, positive )","( food quality, positive )"
Many people talk about the great pizza and poor service /AS/ so it ca n ' t just be the rantings of a few dissatisfied customers .,"( pizza , great , positive ) ; ( service , poor , negative )","( food quality , positive ) ; ( service general , negative )","( pizza, great, positive ) ; ( service, poor, negative )","( pizza, great, positive ) ; ( service, poor, negative )","( food quality, positive ) ; ( service general, negative )","( food quality, positive ) ; ( service general, negative )"
I will not go back .,"( NULL , not go back , negative )","( restaurant general , negative )","( NULL, will not go back, negative )","( NULL, not go back, negative )","( restaurant general, negative )","( restaurant general, negative )"
my service was stellar !,"( service , stellar , positive )","( service general , positive )","( service, stellar, positive )","( service, stellar, positive )","( service general, positive )","( service general, positive )"
we are for sure coming back to this restaurant .,"( restaurant , coming back , positive )","( restaurant general , positive )","( restaurant, coming back, positive )","( restaurant, coming back, positive )","( restaurant general, positive )","( restaurant general, positive )"
Will definitely be back .,"( NULL , be back , positive )","( restaurant general , positive )","( NULL, be back, positive )","( NULL, be back, positive )","( restaurant general, positive )","( restaurant general, positive )"
Maybe it is good for that one night once in a blue moon when the chefs decide to use fish that ' s half - way decent .,"( fish , decent , negative )","( food quality , negative )","( fish, decent, neutral )","( fish, half - way decent, neutral )","( food quality, neutral )","( food quality, negative )"
– I ' ve been to Open Sesame only once /AS/ but I ' m still reeling from the experience ! !,"( Open Sesame , reeling , positive )","( restaurant general , positive )","( Open Sesame, reeling, negative )","( Open Sesame, reeling, positive )","( restaurant general, negative )","( restaurant general, positive )"
The pancakes were certainly inventive but $ 8 . 50 for 3 - 6 `` pancakes /OB/ one of them was more like 5 `` /CB/ in the pancake flight /OB/ sample of 3 different pancakes /CB/ is well over - priced .,"( pancakes , inventive , positive ) ; ( pancakes , over - priced , negative )","( food style_options , positive ) ; ( food prices , negative )","( pancakes, inventive, positive ) ; ( pancakes, over - priced, negative )","( pancakes, inventive, positive ) ; ( pancakes, over - priced, negative )","( food style_options, positive ) ; ( food prices, negative )","( food quality, positive ) ; ( food prices, negative )"
HOWEVER /AS/ one Sunday afternoon my husband and I did go /OB/ although with my loud protests /CB/ and were pleasantly surprised .,"( NULL , pleasantly surprised , positive )","( restaurant general , positive )","( NULL, pleasantly surprised, positive )","( NULL, pleasantly surprised, positive )","( restaurant miscellaneous, positive )","( restaurant general, positive )"
Well worth it,"( NULL , worth , positive )","( restaurant general , positive )","( NULL, worth, positive )","( NULL, worth, positive )","( restaurant general, positive )","( restaurant general, positive )"
Caution - its real food for people who love the best .,"( food , real , positive )","( food quality , positive )","( food, real, positive )","( food, real, positive )","( food quality, positive )","( food quality, positive )"
I have a but here - there was a bathroom attendant in the restroom which was odd .,"( restroom , odd , negative )","( restaurant miscellaneous , negative )","( bathroom attendant, odd, negative )","( bathroom attendant, odd, negative )","( service general, negative )","( service general, negative )"
The best dish are the honwy walnut prawns - - just outstanding .,"( honwy walnut prawns , best , positive )","( food quality , positive )","( dish, best, positive )","( dish, best, positive )","( food quality, positive )","( food quality, positive )"
The pancakes should be larger /OB/ at least 8 `` /CB/ to justify the expense even with the unique offerings .,"( pancakes , should be larger , negative )","( food style_options , negative )","( pancakes, larger, positive )","( pancakes, larger, negative )","( food style_options, negative ) ; ( food prices, negative )","( food style_options, negative ) ; ( food prices, negative )"
– My first time to dine at this restaurant was with my son and it was absolutely horrible !,"( restaurant , horrible , negative )","( restaurant general , negative )","( restaurant, horrible, negative )","( restaurant, horrible, negative )","( restaurant general, negative )","( restaurant general, negative )"
Excellent,"( NULL , Excellent , positive )","( restaurant general , positive )","( NULL, Excellent, positive )","( NULL, Excellent, positive )","( restaurant general, positive )","( restaurant general, positive )"
Parking is reasonably good /AS/ they have their own lot and you can park in the park nearby .,"( NULL , reasonably good , positive )","( restaurant miscellaneous , positive )","( Parking, good, positive )","( Parking, good, positive )","( location general, positive )","( location general, positive )"
Caesar salad was superb .,"( Caesar salad , superb , positive )","( food quality , positive )","( Caesar salad, superb, positive )","( Caesar salad, superb, positive )","( food quality, positive )","( food quality, positive )"
– I do n ' t understand how I was a stranger to this place for so long . . . the fajita salad /AS/ the colorado /AS/ the fajitas - EVERYTHING is delicious .,"( fajita salad , delicious , positive ) ; ( colorado , delicious , positive ) ; ( fajitas , delicious , positive )","( food quality , positive )","( fajita salad, delicious, positive ) ; ( colorado, delicious, positive ) ; ( fajitas, delicious, positive )","( fajita salad, delicious, positive ) ; ( colorado, delicious, positive ) ; ( fajitas, delicious, positive )","( food quality, positive )","( food quality, positive )"
best chinese food i have tasted in a long time,"( chinese food , best , positive )","( food quality , positive )","( chinese food, best, positive )","( chinese food, best, positive )","( food quality, positive )","( food quality, positive )"
The price was right too .,"( NULL , right , positive )","( restaurant prices , positive )","( NULL, right, positive )","( NULL, right, positive )","( restaurant prices, positive )","( restaurant prices, positive )"
Delicious . . . !,"( NULL , Delicious , positive )","( food quality , positive )","( NULL, Delicious, positive )","( NULL, Delicious, positive )","( food quality, positive )","( food quality, positive )"
We put out name down and although there were open tables we were told that it ' d be a 30 minute wait .,"( NULL , wait , negative )","( service general , negative )","( wait, 30 minute, negative )","( wait, 30 minute, negative )","( service general, negative )","( service general, negative )"
The coffe is very good /AS/ too .,"( coffe , good , positive )","( drinks quality , positive )","( coffe, good, positive )","( coffe, good, positive )","( drinks quality, positive )","( drinks quality, positive )"
We waited over 30 minutes for our drinks and over 1 1 / 2 hours for our food .,"( NULL , waited , negative )","( service general , negative )","( drinks, waited over 30 minutes, negative ) ; ( food, waited over 1 1 / 2 hours, negative )","( NULL, waited over 30 minutes, negative ) ; ( food, over 1 1 / 2 hours, negative )","( service general, negative )","( service general, negative )"
The servers behind the counter are always friendly and helpful .,"( servers behind the counter , friendly , positive )","( service general , positive )","( servers, friendly, positive ) ; ( servers, helpful, positive )","( servers, friendly, positive ) ; ( servers, helpful, positive )","( service general, positive )","( service general, positive )"
Our waiter was non - existent and after our food finally arrived over an hour after we ordered /AS/ we were not given any water or utensils .,"( waiter , non - existent , negative )","( service general , negative )","( waiter, non - existent, negative ) ; ( food, not given any water or utensils, negative )","( waiter, non - existent, negative ) ; ( food, not given, negative )","( service general, negative ) ; ( food quality, negative )","( service general, negative )"
– This place is unbelievably over - rated .,"( place , over - rated , negative )","( restaurant general , negative )","( place, over - rated, negative )","( place, over - rated, negative )","( restaurant general, negative )","( restaurant general, negative )"
Very poor customer service .,"( customer service , poor , negative )","( service general , negative )","( customer service, poor, negative )","( customer service, poor, negative )","( service general, negative )","( service general, negative )"
We ’ re can ’ t say enough about their delicious gourmet pizza ’ s !,"( pizza ’ s , delicious , positive )","( food quality , positive )","( pizza, delicious gourmet, positive )","( gourmet pizza ’ s, delicious, positive )","( food quality, positive )","( food quality, positive )"
Furthermore /AS/ while the fish is unquestionably fresh /AS/ rolls tend to be inexplicably bland .,"( fish , fresh , positive ) ; ( rolls , bland , negative )","( food quality , mixed )","( fish, fresh, positive ) ; ( rolls, bland, negative )","( fish, fresh, positive ) ; ( rolls, bland, negative )","( food quality, negative )","( food quality, negative )"
The only drawback is the crowded seating and the slow service .,"( seating , crowded , negative ) ; ( service , slow , negative )","( restaurant miscellaneous , negative ) ; ( service general , negative )","( seating, crowded, negative ) ; ( service, slow, negative )","( seating, crowded, negative ) ; ( service, slow, negative )","( ambience general, negative ) ; ( service general, negative )","( ambience general, negative ) ; ( service general, negative )"
Not alot of smoking places left in New York /AS/ but I have found my favorite smoking balconey in the city .,"( balconey , favorite , positive )","( restaurant miscellaneous , positive )","( smoking balconey, favorite, positive )","( smoking balconey, favorite, positive )","( ambience general, positive )","( ambience general, positive )"
We shared the family platter and I especially enjoyed the black cod in sake kasu .,"( black cod in sake kasu , enjoyed , positive )","( food quality , positive )","( black cod in sake kasu, enjoyed, positive )","( black cod in sake kasu, enjoyed, positive )","( food quality, positive )","( food quality, positive )"
But the space is small and lovely /AS/ and the service is helpful .,"( space , small , positive ) ; ( space , lovely , positive ) ; ( service , helpful , positive )","( ambience general , positive ) ; ( service general , positive )","( space, small, positive ) ; ( space, lovely, positive ) ; ( service, helpful, positive )","( space, small, positive ) ; ( space, lovely, positive ) ; ( service, helpful, positive )","( ambience general, positive ) ; ( service general, positive )","( ambience general, positive ) ; ( service general, positive )"
It was worth the wait .,"( NULL , worth , positive )","( restaurant general , positive )","( NULL, worth, positive )","( NULL, worth, positive )","( restaurant general, positive )","( restaurant general, positive )"
yummy .,"( NULL , yummy , positive )","( food quality , positive )","( NULL, yummy, positive )","( NULL, yummy, positive )","( food quality, positive )","( food quality, positive )"
Delectable,"( NULL , Delectable , positive )","( food quality , positive )","( NULL, Delectable, positive )","( NULL, Delectable, positive )","( food quality, positive )","( food quality, positive )"
- Mediocre Service / Quality,"( Service , Mediocre , neutral )","( service general , neutral )","( Service, Mediocre, positive )","( Service, Mediocre, positive )","( service general, negative )","( service general, positive )"
– This is one of my top lunch spots /AS/ huge portions /AS/ fast service and amazing margaritas ! !,"( NULL , top lunch spots , positive ) ; ( portions , huge , positive ) ; ( service , fast , positive ) ; ( margaritas , amazing , positive )","( restaurant general , positive ) ; ( food style_options , positive ) ; ( service general , positive ) ; ( drinks quality , positive )","( NULL, top, positive ) ; ( portions, huge, positive ) ; ( service, fast, positive ) ; ( margaritas, amazing, positive )","( NULL, top, positive ) ; ( portions, huge, positive ) ; ( service, fast, positive ) ; ( margaritas, amazing, positive )","( food style_options, positive ) ; ( service general, positive ) ; ( drinks quality, positive )","( food style_options, positive ) ; ( service general, positive ) ; ( drinks quality, positive )"
Best Crab Cakes in Town,"( Crab Cakes , Best , positive )","( food quality , positive )","( Crab Cakes, Best, positive )","( Crab Cakes, Best, positive )","( food quality, positive )","( food quality, positive )"
Everything I ' ve had here is good /AS/ taco salads /AS/ burritos /AS/ enchiladas i love this place .,"( taco salads , good , positive ) ; ( burritos , good , positive ) ; ( enchiladas , good , positive ) ; ( place , love , positive ) ; ( NULL , good , positive )","( food quality , positive ) ; ( restaurant general , positive )","( taco salads, good, positive ) ; ( burritos, good, positive ) ; ( enchiladas, love, positive )","( taco salads, good, positive ) ; ( burritos, good, positive ) ; ( enchiladas, love, positive )","( food quality, positive )","( food quality, positive ) ; ( food style_options, positive )"
Great Pizza /AS/ Poor Service,"( Pizza , Great , positive ) ; ( Service , Poor , negative )","( food quality , positive ) ; ( service general , negative )","( Pizza, Great, positive ) ; ( Service, Poor, negative )","( Pizza, Great, positive ) ; ( Service, Poor, negative )","( food quality, positive ) ; ( service general, negative )","( food quality, positive ) ; ( service general, negative )"
splendid,"( NULL , splendid , positive )","( restaurant general , positive )","( NULL, splendid, positive )","( NULL, splendid, positive )","( restaurant general, positive )","( restaurant general, positive )"
My best friend had the chicken shawarma and she STILL raves about it being the best anywhere !,"( chicken shawarma , best , positive )","( food quality , positive )","( chicken shawarma, raves, positive )","( chicken shawarma, raves, positive )","( food quality, positive )","( food quality, positive )"
Chintzy portions,"( portions , Chintzy , negative )","( food style_options , negative )","( portions, Chintzy, negative )","( portions, Chintzy, positive )","( food quality, negative )","( food style_options, positive )"
Good eats .,"( eats , Good , positive )","( food quality , positive )","( eats, Good, positive )","( eats, Good, positive )","( food quality, positive )","( food quality, positive )"
Normally /AS/ places ask how hot you want it /AS/ but they did n ' t .,"( NULL , but they did n ' t , negative )","( service general , negative )","( NULL, didn't, negative )","( NULL, didn't, negative )","( restaurant miscellaneous, negative )","( service general, negative )"
I ' ve always found the wait staff and /AS/ if you sit at the bar /AS/ the cooks very friendly .,"( cooks , friendly , positive )","( service general , positive )","( wait staff, friendly, positive ) ; ( cooks, friendly, positive )","( wait staff, friendly, positive ) ; ( cooks, friendly, positive )","( service general, positive ) ; ( food quality, positive )","( service general, positive )"
Nothing on the menu is less than amazing .,"( menu , amazing , positive )","( food quality , positive )","( menu, amazing, positive )","( menu, amazing, positive )","( food quality, positive )","( food quality, positive )"
My party of two was feeling particularly ambitious /AS/ and we splurged on the Shilshole Sampler . . . a beautiful assortment of enormous white gulf prawns /AS/ smoked albacore tuna /AS/ Ray ' s fantastic manila clams seasoned with dill /AS/ scallops in a tasty soy dressing /AS/ and a tiny pile of Dungeness crab atop a sublime butter sauce .,"( white gulf prawns , enormous , positive ) ; ( manila clams , fantastic , positive ) ; ( soy dressing , tasty , positive ) ; ( butter sauce , sublime , positive ) ; ( Shilshole Sampler , a beautiful assortment , positive )","( food style_options , positive ) ; ( food quality , positive )","( Shilshole Sampler, beautiful, positive ) ; ( white gulf prawns, enormous, positive ) ; ( smoked albacore tuna, magnificent, positive ) ; ( manila clams, tasty, positive ) ; ( Dungeness crab, sublime, positive )","( Shilshole Sampler, ambitious, positive ) ; ( white gulf prawns, enormous, positive ) ; ( smoked albacore tuna, fantastic, positive ) ; ( Ray's fantastic, positive ) ; ( scallops, fantastic, positive ) ; ( soy dressing, tasty, positive ) ; ( Dungeness crab, sublime, positive )","( food quality, positive )","( food style_options, positive ) ; ( food quality, positive )"
I was frankly shocked when I read the bad reviews - this place is fantastic /ES/ it has not let us down in any way /AS/ and we ' ve eaten here more than 10 times .,"( place , fantastic , positive )","( restaurant general , positive )","( place, fantastic, positive )","( place, fantastic, positive ) ; ( place, not let us down, positive )","( restaurant general, positive )","( restaurant general, positive )"
Your a sushi fan /AS/ you love expertly cut fish /AS/ great sake /AS/ a killer SOHO location /AS/ and of course : Salmon /AS/ Tuna /AS/ Fluke /AS/ Yellow Tail /AS/ Cod /AS/ Mackeral /AS/ Jellyfish /AS/ Sea Urchin /AS/ Shrimp /AS/ Lobster /AS/ Sea Bream /AS/ Trout /AS/ Milk Fish /AS/ Blue Fin Tuna /AS/ Eel /AS/ Crab /AS/ Sardine /AS/ Monk Fish /AS/ Roe /AS/ Scallop /AS/ Oysters /AS/ and a varity of Toro .,"( sushi , fan , positive ) ; ( fish , love expertly cut , positive ) ; ( sake , great , positive ) ; ( SOHO location , killer , positive ) ; ( Toro , a varity of , positive )","( food quality , positive ) ; ( food style_options , positive ) ; ( drinks quality , positive ) ; ( location general , positive )","( fish, expertly cut, positive ) ; ( sake, great, positive ) ; ( SOHO location, killer, positive ) ; ( Mackeral, Jellyfish, Jellyfish, positive ) ; ( Lobster, Sea Bream, positive ) ; ( Trout, Milk Fish, and Sardine, positive ) ; ( Toro, varity, positive )","( fish, expertly cut, positive ) ; ( sake, great, positive ) ; ( location, killer, positive ) ; ( Salmon /AS/ Tuna, love, positive ) ; ( NULL, great, positive ) ; ( NULL, varity of Toro, positive )","( food quality, positive ) ; ( drinks quality, positive ) ; ( location general, positive )","( food quality, positive ) ; ( drinks quality, positive ) ; ( location general, positive ) ; ( food style_options, positive )"
The service is fantastic at this fun place .,"( service , fantastic , positive ) ; ( place , fun , positive )","( service general , positive ) ; ( restaurant general , positive )","( service, fantastic, positive )","( service, fantastic, positive ) ; ( place, fun, positive )","( service general, positive )","( service general, positive ) ; ( ambience general, positive )"
Also /AS/ there was only one bathroom stall - probably need more for such big crowds .,"( bathroom stall , need more , negative )","( restaurant miscellaneous , negative )","( NULL, need more, negative )","( bathroom stall, need more, negative )","( restaurant miscellaneous, negative )","( ambience general, negative )"
We left without ever getting service .,"( service , without ever , negative )","( service general , negative )","( service, left without ever getting service, negative )","( service, never got, negative )","( service general, negative )","( service general, negative )"
I liked it .,"( NULL , liked , positive )","( restaurant general , positive )","( NULL, liked, positive )","( NULL, liked, positive )","( restaurant general, positive )","( restaurant general, positive )"
– I highly recommend Mioposto .,"( Mioposto , recommend , positive )","( restaurant general , positive )","( Mioposto, recommend, positive )","( Mioposto, recommend, positive )","( restaurant general, positive )","( restaurant general, positive )"
The food is fantastic /AS/ authentic /AS/ delicious and very /AS/ very affordable .,"( food , fantastic , positive ) ; ( food , authentic , positive ) ; ( food , delicious , positive ) ; ( food , affordable , positive )","( food quality , positive ) ; ( food prices , positive )","( food, fantastic, positive ) ; ( food, authentic, positive ) ; ( food, delicious, positive ) ; ( food, affordable, positive )","( food, fantastic, positive ) ; ( food, authentic, positive ) ; ( food, delicious, positive ) ; ( food, affordable, positive )","( food quality, positive ) ; ( food prices, positive )","( food quality, positive ) ; ( food style_options, positive ) ; ( food prices, positive )"
I have eaten here three times and have found the quality and variety of the fish to be excellent .,"( fish , excellent , positive )","( food quality , positive ) ; ( food style_options , positive )","( fish, excellent, positive ) ; ( fish, variety, positive )","( fish, excellent quality, positive ) ; ( fish, variety, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive ) ; ( food style_options, positive )"
But she is very friendly with certain people /AS/ making it even more annoying .,"( NULL , annoying , negative )","( service general , negative )","( NULL, annoying, negative )","( NULL, annoying, negative )","( service general, negative )","( service general, negative )"
The regular menu here is slightly above average that is not worth the snotty attitude that you receive .,"( regular menu , above average , neutral ) ; ( regular menu , not worth the snotty attitude , neutral ) ; ( NULL , snotty , negative )","( food quality , neutral ) ; ( service general , negative )","( regular menu, above average, negative ) ; ( attitude, snotty, negative )","( regular menu, above average, negative ) ; ( regular menu, not worth, negative )","( food quality, negative )","( food quality, negative ) ; ( service general, negative )"
Also /AS/ they serve THE best hummus in America /AS/ with a drizzle of fragrant olive oil /OB/ which /AS/ I believe is the traditional way /CB/ !,"( hummus , best , positive )","( food quality , positive ) ; ( food style_options , positive )","( hummus, best, positive ) ; ( olive oil, fragrant, positive )","( hummus, best, positive ) ; ( olive oil, fragrant, positive ) ; ( NULL, traditional, positive )","( food quality, positive )","( food quality, positive )"
great beer,"( beer , great , positive )","( drinks quality , positive )","( beer, great, positive )","( beer, great, positive )","( drinks quality, positive )","( drinks quality, positive )"
Seafood Plus,"( Seafood , Plus , positive )","( food quality , positive )","( Seafood Plus, positive )","( Seafood Plus, Seafood Plus, positive )","( food quality, positive )","( food quality, positive )"
it is sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel . . . but they are definitely one you dont want to miss /AS/ esp if your in downtown san jose .,"( NULL , you dont want to miss , positive )","( restaurant general , positive )","( places, pricey, negative ) ; ( NULL, definitely one you dont want to miss, positive )","( NULL, pricey, negative ) ; ( NULL, not many, positive )","( restaurant prices, negative ) ; ( restaurant general, positive )","( restaurant prices, negative ) ; ( restaurant general, positive )"
They serve it in a tall /AS/ skinny hour - glass shaped glass to disguise the fact that you a getting a small juice at the price of a half gallon in a supermarket .,"( juice , small , negative )","( drinks style_options , negative ) ; ( drinks prices , negative )","( juice, small, negative ) ; ( juice, tall, negative ) ; ( juice, skinny, negative )","( NULL, serve it in a tall /AS/ skinny hour - glass shaped glass, disguise, positive )","( drinks style_options, negative ) ; ( drinks prices, negative )","( drinks style_options, positive ) ; ( drinks prices, positive )"
The food was ok /AS/ but the service was so poor that the food was cold buy the time everyone in my party was served .,"( food , ok , neutral ) ; ( service , poor , negative )","( food quality , neutral ) ; ( service general , negative )","( food, ok, neutral ) ; ( service, poor, negative ) ; ( food, cold, negative )","( food, ok, neutral ) ; ( service, poor, negative ) ; ( food, cold, negative )","( food quality, neutral ) ; ( service general, negative )","( food quality, neutral ) ; ( service general, negative ) ; ( food quality, negative )"
great meal – the fish on the omikase platter was absolutely decadent - - there was none of the stringiness that sometimes accompanies fair sushi - - this fish was perfect ! ! ! !,"( meal , great , positive ) ; ( fish on the omikase platter , decadent , positive ) ; ( fish on the omikase platter , perfect , positive )","( food quality , positive )","( meal, great, positive ) ; ( fish, decadent, positive ) ; ( fish, perfect, positive )","( meal, great, positive ) ; ( fish on the omikase platter, decadent, positive ) ; ( fish, perfect, positive )","( food quality, positive )","( food quality, positive )"
Drinks are suberb /AS/ and I feel like I am in a Third World country when I walk in the door .,"( Drinks , suberb , positive ) ; ( NULL , in a Third World country , positive )","( drinks quality , positive ) ; ( ambience general , positive )","( Drinks, suberb, positive )","( Drinks, suberb, positive )","( drinks quality, positive )","( drinks quality, positive )"
Open & Cool Place with the Best Pizza and Coffee,"( Place , Cool , positive ) ; ( Pizza , Best , positive ) ; ( Coffee , Best , positive )","( ambience general , positive ) ; ( food quality , positive ) ; ( drinks quality , positive )","( Pizza, Best, positive ) ; ( Coffee, Best, positive )","( Pizza, Best, positive ) ; ( Coffee, Best, positive )","( food quality, positive ) ; ( ambience general, positive )","( food quality, positive ) ; ( ambience general, positive )"
Green Tea creme brulee is a must !,"( Green Tea creme brulee , must , positive )","( food quality , positive )","( Green Tea creme brulee, must, positive )","( Green Tea creme brulee, must, positive )","( food quality, positive )","( food quality, positive )"
I found a new home and just moved with a long lease .,"( NULL , new home , positive )","( restaurant general , positive )","( NULL, long lease, negative )","( home, new, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
They aren ' t the most talkative /AS/ but everytime I ' ve been there they have been very busy /AS/ which probably accounts for the lack of conversation .,"( NULL , aren ' t the most talkative , neutral )","( service general , neutral )","( NULL, talkative, negative )","( NULL, busy, negative )","( service general, negative )","( service general, negative )"
The pizza itself is not exactly the best I ' ve had EVER /AS/ but still pretty good .,"( pizza , not exactly the best , positive )","( food quality , positive )","( pizza, not exactly the best, neutral )","( pizza, not exactly the best, neutral ) ; ( pizza, good, positive )","( food quality, neutral )","( food quality, positive )"
We did have the same waiter the second time /AS/ so maybe the service is spotty and our luck is good .,"( waiter , good , positive )","( service general , positive )","( waiter, spotty, negative ) ; ( luck, good, positive )","( service, spotty, neutral ) ; ( waiter, good, positive )","( service general, negative )","( service general, mixed )"
– Thats a big statement considering I ' ve been pulling crab traps and making the cakes myself since I was about seven - but something about these little devils gets better every time .,"( cakes , better , positive )","( food quality , positive )","( crab traps, big, negative ) ; ( cakes, better, positive )","( NULL, gets better, positive )","( food quality, positive )","( food quality, positive )"
Fabulous Italian Food !,"( Italian Food , Fabulous , positive )","( food quality , positive )","( Italian Food, Fabulous, positive )","( Italian Food, Fabulous, positive )","( food quality, positive )","( food quality, positive )"
However /AS/ this place is a gem /AS/ and I wo n ' t stop going back .,"( place , gem , positive )","( restaurant general , positive )","( place, gem, positive )","( place, gem, positive )","( restaurant general, positive )","( restaurant general, positive )"
it gets really busy /AS/ so get there on the early side so you can grab a seat /AS/ if you do have to wait /AS/ its not bad because the service is quick !,"( service , quick , positive )","( service general , positive )","( service, quick, positive ) ; ( NULL, busy, negative )","( service, quick, positive ) ; ( NULL, busy, neutral )","( service general, positive )","( service general, positive ) ; ( restaurant miscellaneous, neutral )"
The dinner only took us about an hour and the prices were alright for the strip /AS/ almost $ 50 / pp after tax and tip /OB/ about average /CB/ .,"( NULL , alright , neutral )","( restaurant prices , neutral )","( dinner, alright, neutral ) ; ( strip, almost $ 50, neutral ) ; ( tip, average, neutral )","( dinner, alright, neutral ) ; ( strip, alright, neutral ) ; ( NULL, about $ 50, neutral )","( restaurant prices, neutral )","( restaurant prices, neutral ) ; ( service general, neutral )"
The onion rings are great !,"( onion rings , great , positive )","( food quality , positive )","( onion rings, great, positive )","( onion rings, great, positive )","( food quality, positive )","( food quality, positive )"
If you ' re in the area you shouldn ' t be disappointed .,"( NULL , shouldn ' t be disappointed , positive )","( restaurant general , positive )","( NULL, shouldn't be disappointed, positive )","( NULL, shouldn't be disappointed, positive )","( restaurant general, positive )","( restaurant general, positive )"
– Great financial district mexican spot .,"( mexican spot , Great , positive )","( restaurant general , positive )","( financial district mexican spot, Great, positive )","( financial district mexican spot, Great, positive )","( restaurant general, positive )","( restaurant general, positive )"
The house special roll is really good .,"( house special roll , good , positive )","( food quality , positive )","( house special roll, good, positive )","( house special roll, good, positive )","( food quality, positive )","( food quality, positive )"
The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa .,"( waiters , experienced , positive )","( service general , positive )","( waiters, experienced, positive ) ; ( waiters, helpful, positive )","( waiters, experienced, positive ) ; ( waiters, helpful, positive )","( service general, positive )","( service general, positive )"
Perfection .,"( NULL , Perfection , positive )","( restaurant general , positive )","( NULL, Perfection, positive )","( NULL, Perfection, positive )","( restaurant general, positive )","( restaurant general, positive )"
Poor customer service / poor pizza .,"( customer service , Poor , negative ) ; ( pizza , Poor , negative )","( service general , negative ) ; ( food quality , negative )","( customer service, Poor, negative ) ; ( pizza, poor, negative )","( customer service, Poor, negative ) ; ( pizza, poor, negative )","( service general, negative ) ; ( food quality, negative )","( service general, negative ) ; ( food quality, negative )"
Overall /AS/ I would go back and eat at the restaurant again .,"( restaurant , go back , positive )","( restaurant general , positive )","( restaurant, go back, positive )","( restaurant, go back, positive )","( restaurant general, positive )","( restaurant general, positive )"
Server made several sake suggestions which were very good .,"( sake , good , positive ) ; ( Server , suggestions , positive )","( drinks quality , positive ) ; ( service general , positive )","( sake suggestions, good, positive )","( Server, good, positive )","( drinks quality, positive )","( drinks quality, positive )"
My only negative comment is that I wish the pieces were a little bigger .,"( pieces , negative , negative )","( food style_options , negative )","( pieces, bigger, negative )","( pieces, bigger, negative )","( food style_options, negative )","( food style_options, negative )"
I picked the asparagus /AS/ which turned out to be incredible and perfectly prepared .,"( asparagus , incredible , positive )","( food quality , positive )","( asparagus, incredible, positive ) ; ( asparagus, perfectly prepared, positive )","( asparagus, incredible, positive ) ; ( asparagus, perfectly prepared, positive )","( food quality, positive )","( food quality, positive )"
What may be interesting to most is the worst sevice / attitude comes from the owners of this establishment .,"( owners , worst , negative )","( service general , negative )","( sevice / attitude, worst, negative )","( sevice, worst, negative )","( service general, negative )","( service general, negative )"
