text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
It ' s a great place to order from or sit - in .,"( place , great , positive )","( restaurant miscellaneous , positive )","( place, great, positive )","( place, great, positive )","( restaurant general, positive )","( restaurant general, positive )"
Best Indian Restaurant in the City,"( Indian Restaurant , Best , positive )","( restaurant general , positive )","( Indian Restaurant, Best, positive )","( Indian Restaurant, Best, positive )","( restaurant general, positive )","( restaurant general, positive )"
lobster was good /AS/ nothing spectacular .,"( lobster , good , neutral )","( food quality , neutral )","( lobster, good, neutral ) ; ( lobster, nothing spectacular, negative )","( lobster, good, positive ) ; ( lobster, nothing spectacular, neutral )","( food quality, neutral )","( food quality, neutral )"
The veal was incredible last night .,"( veal , incredible , positive )","( food quality , positive )","( veal, incredible, positive )","( veal, incredible, positive )","( food quality, positive )","( food quality, positive )"
Highly recommended !,"( NULL , Highly recommended , positive )","( restaurant general , positive )","( NULL, Highly recommended, positive )","( NULL, Highly recommended, positive )","( restaurant general, positive )","( restaurant general, positive )"
Bison was quite excellent however .,"( Bison , excellent , positive )","( food quality , positive )","( Bison, excellent, positive )","( Bison, excellent, positive )","( food quality, positive )","( food quality, positive )"
However /AS/ once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair /AS/ /OB/ sometimes you have to settle when it ' s your only option /CB/ /AS/ I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting /AS/ slimy /AS/ clearly bad piece of fish skin .,"( kimchee , disgusting , negative ) ; ( Korean fair , mediocre , negative )","( food quality , negative )","( kimchee, disgusting, negative ) ; ( fish skin, disgusting, negative ) ; ( fish skin, bad, negative ) ; ( lettuce, slimy, negative )","( kimchee, mediocre, negative ) ; ( lettuce, random, negative ) ; ( fish skin, bad, negative )","( food quality, negative )","( food quality, negative )"
At first glance this place seems a bit pricey for a hot dog joint /AS/ but at Bark you do n ' t just get your average hot dog .,"( Bark , pricey , negative )","( restaurant prices , negative )","( hot dog joint, pricey, negative )","( hot dog, average, positive ) ; ( place, pricey, negative )","( food prices, mixed ) ; ( food quality, positive )","( food quality, positive ) ; ( food prices, negative )"
This place has great indian chinese food .,"( indian chinese food , great , positive )","( food quality , positive )","( indian chinese food, great, positive )","( indian chinese food, great, positive )","( food quality, positive )","( food quality, positive )"
I tried a couple other dishes but was n ' t too impressed .,"( dishes , was n ' t too impressed , neutral )","( food quality , neutral )","( dishes, tried, negative ) ; ( dishes, wasn't too impressed, negative )","( dishes, wasn't too impressed, negative )","( food quality, negative )","( food quality, negative )"
The place is beautiful !,"( place , beautiful , positive )","( ambience general , positive )","( place, beautiful, positive )","( place, beautiful, positive )","( ambience general, positive )","( ambience general, positive )"
Impressed . . .,"( NULL , Impressed , positive )","( restaurant general , positive )","( NULL, Impressed, positive )","( NULL, Impressed, positive )","( restaurant general, positive )","( restaurant general, positive )"
Over all the looks of the place exceeds the actual meals .,"( looks , exceeds , positive )","( ambience general , positive )","( looks, exceeds the actual meals, positive )","( meals, exceeds, negative )","( ambience general, positive )","( food style_options, negative )"
Maitre - D - `` Eat and get out ``,"( Maitre - D , get out , negative )","( service general , negative )","( Maitre - D -, get out, positive )","( Maitre - D, Eat and get out, positive )","( food quality, positive )","( restaurant miscellaneous, positive )"
Mine tasted like the bartender had forgotten to add the tequila .,"( NULL , forgotten , negative )","( drinks quality , negative )","( tequila, forgot, negative )","( tequila, forgotten, negative )","( drinks quality, negative )","( drinks quality, negative )"
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts .,"( environment , upscale , neutral )","( ambience general , neutral )","( environment, upscale, positive )","( environment, upscale, positive ) ; ( escorts, highly paid, positive )","( ambience general, positive )","( ambience general, positive ) ; ( service general, positive )"
I highly recommend this beautiful place .,"( place , recommend , positive ) ; ( place , beautiful , positive )","( ambience general , positive ) ; ( restaurant general , positive )","( place, recommend, positive )","( place, recommend, positive )","( restaurant general, positive )","( restaurant general, positive )"
I am actually offended to have spent so much money on such a bad experience .,"( NULL , bad , negative ) ; ( NULL , so much money , negative )","( restaurant general , negative ) ; ( restaurant prices , negative )","( NULL, offended, negative )","( NULL, offended, negative )","( restaurant prices, negative )","( restaurant general, negative )"
And even more so unpleasant because it was so costly for such an unpleasant experience .,"( NULL , unpleasant , negative ) ; ( NULL , costly , negative )","( restaurant general , negative ) ; ( restaurant prices , negative )","( NULL, unpleasant, negative )","( NULL, unpleasant, negative ) ; ( NULL, costly, negative )","( restaurant prices, negative )","( restaurant prices, negative ) ; ( restaurant general, negative )"
I can ' t remember the last time I had such gross food in New York .,"( food , gross , negative )","( food quality , negative )","( food, gross, negative )","( food, gross, negative )","( food quality, negative )","( food quality, negative )"
everyone was cheerfully cooperative and helpful .,"( NULL , cheerfully cooperative , positive ) ; ( NULL , helpful , positive )","( service general , positive )","( NULL, cheerfully cooperative, positive ) ; ( NULL, helpful, positive )","( NULL, cheerfully, positive ) ; ( NULL, cooperatively, positive ) ; ( NULL, helpful, positive )","( service general, positive )","( service general, positive )"
My wife had barely touched that mess of a dish .,"( dish , mess , negative )","( food quality , negative )","( dish, mess, negative )","( mess of a dish, barely touched, neutral )","( food quality, negative )","( food style_options, neutral )"
This place is not inviting and the food is totally weird .,"( place , not inviting , negative ) ; ( food , weird , negative )","( ambience general , negative ) ; ( food quality , negative )","( place, not inviting, negative ) ; ( food, weird, negative )","( place, not inviting, negative ) ; ( food, weird, negative )","( ambience general, negative ) ; ( food quality, negative )","( ambience general, negative )"
The family seafood entree was very good .,"( family seafood entree , good , positive )","( food quality , positive )","( family seafood entree, good, positive )","( family seafood entree, good, positive )","( food quality, positive )","( food quality, positive )"
There are no negatives to speak of .,"( NULL , no negatives , positive )","( restaurant general , positive )","( NULL, no negatives, positive )","( NULL, no negatives, positive )","( restaurant general, positive )","( restaurant general, positive )"
Price is high but the food is good /AS/ so I would come back again .,"( food , good , positive ) ; ( food , high , negative ) ; ( NULL , come back , positive )","( food quality , positive ) ; ( food prices , negative ) ; ( restaurant general , positive )","( NULL, high, negative ) ; ( food, good, positive )","( NULL, high, negative ) ; ( food, good, positive )","( restaurant prices, negative ) ; ( food quality, positive )","( restaurant prices, negative ) ; ( food quality, positive )"
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE .,"( NULL , UNPLEASANT , negative )","( restaurant general , negative )","( NULL, UNPLEASANT, positive )","( NULL, NEVER EVER HAD SUCH AN UNPLEASANT, positive )","( restaurant general, positive )","( restaurant general, positive )"
More Williamsburg Garbage,"( NULL , Garbage , negative )","( restaurant general , negative )","( Williamsburg Garbage, More, positive )","( Williamsburg Garbage, More, positive )","( food quality, positive )","( food quality, negative )"
The bar drinks were Eh /AS/ ok to say the least .,"( bar drinks , ok , negative )","( drinks quality , negative )","( bar drinks, ok, neutral )","( bar drinks, ok to say the least, neutral )","( drinks quality, neutral )","( drinks quality, neutral )"
Great /AS/ original taste .,"( NULL , Great , positive ) ; ( NULL , original , positive )","( food quality , positive )","( NULL, Great, positive ) ; ( NULL, original taste, positive )","( NULL, Great, positive ) ; ( original taste, original, positive )","( food quality, positive )","( food quality, positive )"
Thank you everyone at Water ' s Edge .,"( Water ' s Edge , Thank you , positive )","( restaurant general , positive )","( Water's Edge, Thank you, positive )","( Water's Edge, Thank you, positive )","( restaurant general, positive )","( restaurant general, positive )"
My father had the flank steak which was very good /AS/ and my mother had the swordfish .,"( flank steak , good , positive )","( food quality , positive )","( flank steak, good, positive ) ; ( swordfish, good, positive )","( flank steak, good, positive ) ; ( swordfish, good, positive )","( food quality, positive )","( food quality, positive )"
It was n ' t as if this restaurant had any major bragging points before hand /AS/ but now it ' s simply repulsive .,"( restaurant , repulsive , negative )","( restaurant general , negative )","( restaurant, repulsive, negative )","( restaurant, bragging points, negative )","( restaurant general, negative )","( restaurant general, negative )"
Every time I have a special occasion with my boyfriend I have a hard time going anywhere else .,"( NULL , have a hard time going anywhere else , positive )","( restaurant miscellaneous , positive )","( NULL, hard, negative )","( NULL, hard time going anywhere, positive )","( restaurant general, positive )","( restaurant miscellaneous, positive )"
We had a very nice time .,"( NULL , nice , positive )","( restaurant general , positive )","( NULL, nice time, positive )","( NULL, nice, positive )","( restaurant general, positive )","( restaurant general, positive )"
I was speechless by the horrible food .,"( food , speechless , negative )","( food quality , negative )","( food, horrible, negative )","( food, horrible, negative )","( food quality, negative )","( food quality, negative )"
The service leaves much to be desired /AS/ from feeling like you are rushed the place your order /AS/ to being ignored the rest of the night .,"( service , leaves much to be desired , negative )","( service general , negative )","( service, to be desired, negative )","( service, left much to be desired, negative )","( service general, negative )","( service general, negative )"
Have never had a problem with service save a missing rice once .,"( service , problem , positive )","( service general , positive )","( service, never had a problem, positive )","( service, never had a problem, positive )","( service general, positive )","( service general, positive )"
Love their drink menu .,"( drink menu , Love , positive )","( drinks style_options , positive )","( drink menu, Love, positive )","( drink menu, Love, positive )","( drinks style_options, positive )","( drinks style_options, positive )"
All in all /AS/ the food was great /OB/ except for the dessserts /CB/ .,"( food , great , positive )","( food quality , positive )","( food, great, positive )","( food, great, positive ) ; ( dessserts, great, positive ) ; ( desserts, horrible, negative )","( food quality, positive )","( food quality, positive )"
I think the pizza is so overrated and was under cooked .,"( pizza , overrated , negative )","( food quality , negative )","( pizza, overrated, negative ) ; ( pizza, under cooked, negative )","( pizza, overrated, negative ) ; ( pizza, under cooked, negative )","( food quality, negative )","( food quality, negative )"
Personally I like the margherita pizza better /AS/ but they are all good .,"( margherita pizza , like , positive ) ; ( NULL , good , positive )","( food quality , positive )","( margherita pizza, like, positive ) ; ( margherita pizza, good, positive )","( margherita pizza, like, positive ) ; ( margherita pizza, good, positive )","( food quality, positive )","( food quality, positive )"
At this point /AS/ the waitress comes over and asks us if everything was okay /AS/ I was literally so shocked that I was speechless and didn ' t say anything /AS/ and guess what /AS/ the waitress WALKED away .,"( waitress , speechless , negative )","( service general , negative )","( waitress, WALKED away, negative )","( waitress, speechless, negative )","( service general, negative )","( service general, negative )"
If you ’ re planning to come here /AS/ make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching /OB/ choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! /CB/ .,"( private booths , ushered , positive )","( ambience general , positive )","( NULL, private, positive )","( NULL, private, negative ) ; ( ceilings, glass, positive )","( service general, negative )","( ambience general, negative )"
I had the Lamb special which was perfect .,"( Lamb special , perfect , positive )","( food quality , positive )","( Lamb special, perfect, positive )","( Lamb special, perfect, positive )","( food quality, positive )","( food quality, positive )"
Loved it,"( NULL , Loved , positive )","( restaurant general , positive )","( NULL, Loved, positive )","( NULL, Loved, positive )","( restaurant general, positive )","( restaurant general, positive )"
Going to Bark is always worth the train ride /AS/ and will make your tongue and belly very happy !,"( Bark , worth , positive ) ; ( NULL , happy , positive )","( restaurant general , positive ) ; ( food quality , positive )","( Going to Bark, worth, positive )","( Bark, worth, positive )","( restaurant general, positive )","( restaurant general, positive )"
Decor needs to be upgraded but the food is amazing !,"( Decor , upgraded , negative ) ; ( food , amazing , positive )","( ambience general , negative ) ; ( food quality , positive )","( Decor, needs to be upgraded, negative ) ; ( food, amazing, positive )","( Decor, needs to be upgraded, negative ) ; ( food, amazing, positive )","( ambience general, negative ) ; ( food quality, positive )","( ambience general, negative ) ; ( food quality, positive )"
We had fun eating in there /AS/ we were there like around 3 a . m . in the morning !,"( NULL , had fun , positive )","( restaurant general , positive )","( NULL, fun, positive )","( NULL, fun, positive )","( restaurant general, positive )","( restaurant general, positive )"
Delivery can be spot on or lacking depending on the weather and the day of the week .,"( Delivery , lacking , negative )","( service general , negative )","( Delivery, spot on or lacking, negative )","( Delivery, spot on, negative ) ; ( Delivery, lacking, negative )","( service general, negative )","( service general, mixed )"
By the time we finished our dinner we still had not received one beverage NOR hooka !,"( NULL , still had not received , negative )","( service general , negative )","( beverage, not received, negative )","( beverage NOR hooka, not received, negative )","( drinks quality, negative )","( drinks quality, negative )"
Best meal in a long time !,"( meal , Best , positive )","( food quality , positive )","( meal, Best, positive )","( meal, Best, positive )","( food quality, positive )","( food quality, positive )"
My husband and I have been sold on this from the first visit .,"( NULL , sold on , positive )","( restaurant general , positive )","( NULL, sold, positive )","( NULL, sold, positive )","( restaurant general, positive )","( restaurant general, positive )"
I do not recommend .,"( NULL , do not recommend , negative )","( restaurant general , negative )","( NULL, do not recommend, negative )","( NULL, do not recommend, negative )","( restaurant general, negative )","( restaurant general, negative )"
Pacifico is a great place to casually hang out .,"( Pacifico , great , positive )","( restaurant miscellaneous , positive )","( Pacifico, great, positive )","( Pacifico, great, positive )","( ambience general, positive )","( restaurant miscellaneous, positive )"
Vanison was good but not amazing .,"( Vanison , good , neutral )","( food quality , neutral )","( Vanison, good, positive ) ; ( Vanison, not amazing, negative )","( Vanison, good, positive ) ; ( Vanison, not amazing, negative )","( restaurant general, neutral )","( food quality, neutral )"
Would NEVER go back,"( NULL , NEVER go back , negative )","( restaurant general , negative )","( NULL, NEVER go back, negative )","( NULL, NEVER go back, negative )","( restaurant general, negative )","( restaurant general, negative )"
Service ok but unfriendly /AS/ filthy bathroom .,"( Service , unfriendly , negative ) ; ( bathroom , filthy , negative )","( service general , negative ) ; ( ambience general , negative )","( Service, ok, neutral ) ; ( Service, unfriendly, negative ) ; ( bathroom, filthy, negative )","( Service, ok, neutral ) ; ( Service, unfriendly, negative ) ; ( bathroom, filthy, negative )","( service general, negative )","( service general, neutral ) ; ( ambience general, negative )"
I wish I COULD be refunded !,"( NULL , refunded , negative )","( restaurant general , negative )","( NULL, refunded, negative )","( NULL, refunded, negative )","( service general, negative )","( service general, negative )"
Will comeback for sure /AS/ wish they have it here in LA . .,"( NULL , comeback , positive )","( restaurant general , positive )","( NULL, comeback, positive )","( NULL, comeback, positive )","( restaurant general, positive )","( restaurant general, positive )"
Rather than preparing vegetarian dish /AS/ the chef presented me with a plate of steamed vegetables /OB/ minus sauce /AS/ seasoning /AS/ or any form or aesthetic presentation /CB/ .,"( vegetarian dish , minus sauce /AS/ seasoning /AS/ or any form or aesthetic presentation , negative )","( food style_options , negative )","( chef, minus sauce, minus seasoning, negative ) ; ( chef, aesthetic, negative )","( chef, steamed vegetables, negative ) ; ( chef, minus sauce, negative ) ; ( seasoning, negative ) ; ( NULL, aesthetic, negative )","( food style_options, negative )","( food quality, negative )"
MY husbands birthday and my sons was not as it was intended . . . and we drove two hours to spend too much money to be treated terribly !,"( NULL , too much money , negative ) ; ( NULL , treated terribly , negative )","( restaurant prices , negative ) ; ( service general , negative )","( NULL, not as it was intended, negative )","( NULL, not as it was intended, negative ) ; ( NULL, spend too much, negative )","( service general, negative )","( restaurant prices, negative ) ; ( service general, negative )"
The veal and the mushrooms were cooked perfectly .,"( veal , perfectly , positive ) ; ( mushrooms , perfectly , positive )","( food quality , positive )","( veal, perfectly, positive ) ; ( mushrooms, perfectly, positive )","( veal, perfectly cooked, positive ) ; ( mushrooms, perfectly cooked, positive )","( food quality, positive )","( food quality, positive )"
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka . . some of which we never received !,"( NULL , never received , negative )","( service general , negative )","( NULL, waiting, negative ) ; ( NULL, never received, negative )","( NULL, waste 3 hours, negative )","( service general, negative )","( service general, negative )"
The food is good .,"( food , good , positive )","( food quality , positive )","( food, good, positive )","( food, good, positive )","( food quality, positive )","( food quality, positive )"
Excellent sashimi /AS/ and the millennium roll is beyond delicious .,"( sashimi , Excellent , positive ) ; ( millennium roll , delicious , positive )","( food quality , positive )","( sashimi, Excellent, positive ) ; ( millennium roll, delicious, positive )","( sashimi, Excellent, positive ) ; ( millennium roll, delicious, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive ) ; ( food style_options, positive )"
The atmosphere is relaxed and casual .,"( atmosphere , relaxed , positive )","( ambience general , positive )","( atmosphere, relaxed, positive ) ; ( atmosphere, casual, neutral )","( atmosphere, relaxed, positive ) ; ( atmosphere, casual, positive )","( ambience general, positive )","( ambience general, positive )"
Restaurant with a view,"( view , with a view , neutral )","( location general , neutral )","( Restaurant, view, positive )","( Restaurant, view, positive )","( restaurant miscellaneous, positive )","( location general, positive )"
I took one bite from the $ 24 salmon /AS/ and I have never /AS/ in the 17 years I have been going to restaurants tasted salmon as fishy /AS/ as dry /AS/ and as bland as the one in Flatbush Farms .,"( salmon , fishy , negative ) ; ( salmon , dry , negative ) ; ( salmon , bland , negative ) ; ( salmon , $ 24 , negative )","( food quality , negative ) ; ( food prices , negative )","( salmon, fishy, negative ) ; ( salmon, dry, negative ) ; ( salmon, bland, negative )","( salmon, fishy, negative ) ; ( salmon, dry, negative ) ; ( salmon, bland, negative )","( food quality, negative ) ; ( food prices, negative )","( food quality, negative ) ; ( food prices, negative )"
Maggot in the food !,"( food , Maggot , negative )","( food quality , negative )","( Maggot, Maggot, positive )","( food, Maggot, negative )","( food quality, positive )","( food quality, negative )"
Although we were told 10 - 15 minutes and it was more like 45 minutes .,"( NULL , 45 minutes , negative )","( service general , negative )","( NULL, 45 minutes, negative )","( NULL, 45 minutes, negative )","( service general, negative )","( service general, negative )"
I attended a holiday dinner at the restaurant /AS/ and the food was majorly disappointing .,"( food , disappointing , negative )","( food quality , negative )","( food, disappointing, negative )","( food, disappointing, negative )","( food quality, negative )","( food quality, negative )"
I love this place,"( place , love , positive )","( restaurant general , positive )","( place, love, positive )","( place, love, positive )","( restaurant general, positive )","( restaurant general, positive )"
Way below average,"( NULL , below average , negative )","( restaurant general , negative )","( NULL, Way below average, negative )","( NULL, below average, negative )","( restaurant general, negative )","( restaurant general, negative )"
Never got an explanation as to what was going on .,"( NULL , Never got an explanation , negative )","( service general , negative )","( NULL, Never got an explanation, negative )","( NULL, Never got an explanation, negative )","( service general, negative )","( service general, negative )"
There is something about their atmosphere that makes me come back nearly every week .,"( atmosphere , come back , positive )","( ambience general , positive )","( atmosphere, something about their atmosphere, come back, positive )","( atmosphere, makes me come back nearly every week, positive )","( ambience general, positive )","( ambience general, positive )"
I wish I could like this place more /AS/ and I wish someone would retrain the staff .,"( staff , retrain , negative )","( service general , negative )","( staff, retrain, negative )","( staff, like, positive )","( restaurant general, negative )","( service general, negative )"
food was luke warm .,"( food , luke warm , negative )","( food quality , negative )","( food, luke warm, neutral )","( food, warm, positive )","( food quality, neutral )","( food quality, neutral )"
Best restaurant in Brooklyn,"( restaurant , Best , positive )","( restaurant general , positive )","( restaurant, Best, positive )","( restaurant, Best, positive )","( restaurant general, positive )","( restaurant general, positive )"
The level of rudeness was preposterous .,"( NULL , rudeness , negative )","( service general , negative )","( rudeness, preposterous, negative )","( rudeness, preposterous, negative )","( service general, negative )","( service general, negative )"
Less than three minutes passed before I found myself doubled over the toilet .,"( NULL , doubled over the toilet , negative )","( food quality , negative )","( NULL, doubled over the toilet, negative )","( toilet, doubled over the toilet, negative )","( service general, negative )","( service general, negative )"
What a hassle !,"( NULL , hassle , negative )","( restaurant general , negative )","( NULL, hassle, negative )","( NULL, a hassle, negative )","( service general, negative )","( service general, negative )"
The manager came to the table and said we can do what we want /AS/ so we paid for what we did enjoy /AS/ the drinks and appetizers /AS/ and walked out .,"( drinks , enjoy , positive ) ; ( appetizers , enjoy , positive )","( drinks quality , positive ) ; ( food quality , positive )","( manager, enjoy, positive ) ; ( drinks, enjoy, positive ) ; ( appetizers, enjoy, positive ) ; ( manager, walked out, negative )","( manager, enjoy, positive ) ; ( drinks, enjoy, positive ) ; ( appetizers, enjoy, positive ) ; ( manager, walked out, negative )","( service general, negative )","( service general, negative )"
Not a very fancy place but very good Chinese style Indian food .,"( place , fancy , neutral ) ; ( Chinese style Indian food , good , positive )","( ambience general , neutral ) ; ( food quality , positive )","( Chinese style Indian food, good, positive ) ; ( place, Not very fancy, negative )","( Chinese style_options, negative ) ; ( Chinese style_options, positive )","( food quality, positive ) ; ( restaurant general, positive )","( food quality, positive )"
Gorgeous place ideal for a romantic dinner,"( place , Gorgeous , positive ) ; ( place , ideal , positive )","( ambience general , positive ) ; ( restaurant miscellaneous , positive )","( place, Gorgeous, positive )","( place, Gorgeous, positive ) ; ( place, romantic, positive )","( ambience general, positive )","( ambience general, positive )"
the bestt !,"( NULL , bestt , positive )","( restaurant general , positive )","( NULL, best, positive )","( NULL, bestt, positive )","( food quality, positive )","( restaurant general, positive )"
The wait staff is very courteous and accomodating .,"( wait staff , courteous , positive )","( service general , positive )","( wait staff, courteous, positive ) ; ( wait staff, accomodating, positive )","( wait staff, courteous, positive ) ; ( wait staff, accomodating, positive )","( service general, positive )","( service general, positive )"
Still we keep going back : /CB/,"( NULL , going back , positive )","( restaurant general , positive )","( NULL, going back, positive )","( NULL, going back, positive )","( restaurant general, positive )","( restaurant general, positive )"
I paid just about $ 60 for a good meal /AS/ though : /CB/,"( meal , good , positive )","( food quality , positive ) ; ( food prices , positive )","( meal, good, positive )","( meal, good, positive ) ; ( meal, $ 60, positive )","( food quality, positive ) ; ( restaurant prices, positive )","( food quality, positive ) ; ( food prices, neutral )"
Great sake !,"( sake , Great , positive )","( drinks quality , positive )","( sake, Great, positive )","( sake, Great, positive )","( drinks quality, positive )","( drinks quality, positive )"
This place has ruined me for neighborhood sushi .,"( sushi , ruined , positive )","( food quality , positive )","( place, ruined me, negative )","( place, ruined, negative )","( restaurant general, negative )","( food quality, negative )"
We paid a fixed pricce but got nothing ! !,"( NULL , got nothing , negative )","( service general , negative )","( NULL, nothing, negative )","( NULL, nothing, negative )","( service general, negative )","( service general, negative )"
This is one of my favorite spot /AS/ very relaxing the food is great all the times /AS/ celebrated my engagement and my wedding here /AS/ it was very well organized .,"( NULL , favorite , positive ) ; ( NULL , relaxing , positive ) ; ( food , great , positive ) ; ( NULL , well organized , positive )","( restaurant general , positive ) ; ( ambience general , positive ) ; ( food quality , positive ) ; ( restaurant miscellaneous , positive )","( food, great, positive ) ; ( spot, favorite, positive )","( spot, favorite, positive ) ; ( food, relaxing, positive ) ; ( food, great, positive )","( ambience general, positive ) ; ( food quality, positive )","( restaurant general, positive ) ; ( food quality, positive ) ; ( ambience general, positive )"
I never write on these sites but this restaurant is def worth commending !,"( restaurant , worth , positive )","( restaurant general , positive )","( restaurant, commending, positive )","( restaurant, worth, positive )","( restaurant general, positive )","( restaurant general, positive )"
A beautifully designed dreamy Egyptian restaurant that gets sceney at night .,"( Egyptian restaurant , dreamy , positive )","( ambience general , positive )","( Egyptian restaurant, beautifully designed dreamy, positive )","( restaurant, beautifully designed dreamy, positive )","( ambience general, positive )","( ambience general, positive )"
After the 4th time i asked again and the waiter than said after our dinner .,"( waiter , asked again , negative )","( service general , negative )","( waiter, than said after our dinner, negative )","( waiter, never said, negative )","( service general, negative )","( service general, negative )"
The food was ok and fair nothing to go crazy .,"( food , ok , neutral )","( food quality , neutral )","( food, ok, neutral ) ; ( food, fair, neutral )","( food, ok, neutral ) ; ( food, fair, neutral )","( food quality, neutral )","( food quality, neutral )"
The dessert /OB/ we had a pear torte /CB/ was good - but /AS/ once again /AS/ the staff was unable to provide appropriate drink suggestions .,"( pear torte , good , positive ) ; ( staff , unable to provide , negative )","( food quality , positive ) ; ( service general , negative )","( dessert, good, positive ) ; ( pear torte, good, positive ) ; ( staff, unable to provide appropriate drink suggestions, negative )","( dessert, good, positive ) ; ( staff, unable to provide appropriate drink suggestions, negative )","( food quality, mixed )","( food quality, positive ) ; ( service general, negative )"
For me dishes a little oily /AS/ but overall dining experience good .,"( dishes , oily , negative ) ; ( NULL , good , positive )","( food quality , negative ) ; ( restaurant general , positive )","( dishes, oily, negative ) ; ( dining experience, good, positive )","( dishes, oily, negative ) ; ( dining experience, good, positive )","( food quality, mixed )","( food quality, neutral ) ; ( ambience general, positive )"
I go out to eat and like my courses /AS/ servers are patient and never rush courses or force another drink .,"( servers , patient , positive )","( service general , positive )","( servers, patient, positive )","( servers, patient, positive ) ; ( servers, never rush, positive )","( service general, positive )","( service general, positive )"
Also /AS/ they do not take credit card so come with cash !,"( NULL , come with cash , neutral )","( restaurant miscellaneous , neutral )","( NULL, do not take credit card, negative )","( NULL, do not take credit card, negative )","( service general, negative )","( service general, negative )"
Very immature bartender /AS/ didnt know how to make specific drinks /AS/ service was so slowwwww /AS/ the food was not fresh or warm /AS/ waitresses were busy flirting with men at the bar and werent very attentive to all the customers .,"( bartender , immature , negative ) ; ( service , slowwwww , negative ) ; ( food , not fresh or warm , negative ) ; ( waitresses , werent very attentive , negative )","( service general , negative ) ; ( food quality , negative )","( bartender, immature, negative ) ; ( service, slow, negative ) ; ( food, not fresh, negative ) ; ( waitresses, busy flirting, negative ) ; ( waitresses, not very attentive, negative )","( bartender, immature, negative ) ; ( drinks, didnt know how to make specific, negative ) ; ( service, slowwwww, negative ) ; ( food, not fresh or warm, negative ) ; ( waitresses, flirting, negative ) ; ( waitresses, not attentive, negative )","( service general, negative ) ; ( food quality, negative ) ; ( service general, negative )","( service general, negative ) ; ( food quality, negative ) ; ( service general, negative )"
WORST PLACE ON SMITH STREET IN BROOKLYN,"( PLACE , WORST , negative )","( restaurant general , negative )","( PLACE, Worst, negative )","( PLACE, WORST, negative )","( restaurant general, negative )","( restaurant general, negative )"
cirspy crust margherita pizza,"( margherita pizza , cirspy crust , positive )","( food quality , positive )","( cirspy crust margherita pizza, cirspy, positive )","( cirspy crust margherita pizza, cirspy, positive )","( food quality, positive )","( food quality, positive )"
Just not good at all .,"( NULL , not good , negative )","( food quality , negative )","( NULL, not good, negative )","( NULL, not good, negative )","( food quality, negative )","( restaurant general, negative )"
Be prepared to wait /AS/ because the place is pretty tiny .,"( place , tiny , negative )","( restaurant miscellaneous , negative ) ; ( ambience general , negative )","( place, tiny, negative )","( place, tiny, neutral )","( service general, negative )","( service general, negative )"
We had half / half pizza /AS/ mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza !,"( half / half pizza , huge , positive )","( food style_options , positive )","( pizza, half / half, positive ) ; ( eggplant, my friend, had the buffalo, huge, positive )","( half / half pizza, huge, positive )","( food style_options, neutral )","( food style_options, positive )"
We asked for beverages and never received them .,"( NULL , never received , negative )","( service general , negative )","( beverages, never received, negative )","( beverages, never received, negative )","( drinks quality, negative )","( drinks quality, negative )"
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka .,"( waiter , asked for Hooka six times , negative )","( service general , negative )","( waiter, never returning, negative )","( waiter, never returning, negative )","( service general, negative )","( service general, negative )"
I love it .,"( NULL , love , positive )","( restaurant general , positive )","( NULL, love, positive )","( NULL, love, positive )","( restaurant general, positive )","( restaurant general, positive )"
bad staff,"( staff , bad , negative )","( service general , negative )","( staff, bad, negative )","( staff, bad, negative )","( service general, negative )","( service general, negative )"
We paid and left because we didn ' t feel like arguing any more .,"( NULL , arguing , negative )","( service general , negative )","( NULL, didn't feel like arguing any more, negative )","( NULL, didn't feel like arguing any more, positive )","( service general, negative )","( service general, positive )"
But if you ' re prepared to spend some $ and remember to ask if something they offer is complimentary /AS/ then this is the place to go for Indian food,"( Indian food , the place to go , positive ) ; ( place , complimentary , positive )","( food quality , positive ) ; ( restaurant prices , positive )","( Indian food, complimentary, positive )","( Indian food, complimentary, positive )","( food quality, positive )","( food quality, positive ) ; ( food prices, positive )"
The side dishes were passable /AS/ and I did get a refill upon request .,"( side dishes , passable , neutral ) ; ( side dishes , refill , positive )","( food quality , neutral ) ; ( food style_options , positive )","( side dishes, passable, positive )","( side dishes, passable, neutral ) ; ( refill upon request, positive )","( food quality, positive )","( food quality, neutral )"
