text,prompt,target,prediction,string_preds
"Ketua Satgas Waspada Investasi Tongam Lumban Tobing berkata , aktivitas platform Binomo Cs tidak bisa dikatakan sebagai trading karena tak ada barang yang diperdagangkan di sana .",,"[{'aspect': 'platform Binomo Cs', 'opinion': 'tidak bisa dikatakan sebagai trading', 'sentiment': 'negative'}, {'aspect': 'platform Binomo Cs', 'opinion': 'tak ada barang yang diperdagangkan', 'sentiment': 'negative'}]","[{'aspect': 'aktivitas platform Binomo Cs', 'opinion': 'tidak bisa dikatakan sebagai trading', 'sentiment': 'negative'}]","( aktivitas platform Binomo Cs, tidak bisa dikatakan sebagai trading, negative )"
""" Kita akan membuat , mewujudkan , obsesi seperti apa yang ada di BSD atau di Alam Sutera . Arti nya , bukanlah sesuatu yang mustahil , sesuatu yang tidak kita wujudkan sebuah ibu kota negara baru ditempatkan di Kalimantan Timur , "" ujar nya .",,[],[],NONE
"Sebagai informasi , sejak 2012 , hulu migas sudah mulai memasok gas alam cair untuk kebutuhan dalam negeri .",,[],[],NONE
Pemerintah Inggris telah memblokir kapal pengiriman dari Rusia .,,"[{'aspect': 'Pemerintah Inggris', 'opinion': 'memblokir kapal pengiriman dari Rusia', 'sentiment': 'negative'}]","[{'aspect': 'Pemerintah Inggris', 'opinion': 'memblokir kapal pengiriman dari Rusia', 'sentiment': 'negative'}]","( Pemerintah Inggris, memblokir kapal pengiriman dari Rusia, negative )"
iPhone SE 3 juga akan dapat beberapa pembaruan .,,[],[],NONE
Akan tetapi belum diketahui apakah Mandra akan ikut bermain bersama Rano Karno di sinetron yang tayang di RCTI ini .,,[],[],NONE
"Uang itu dimaksudkan sebagai ' Pelumas ' , istilah yang terungkap dalam pengadilan , agar meloloskan proyek Wisma Atlet SEA Games Palembang , Sumatera Selatan , senilai Rp 191 miliar . Istilah healing kerap disampaikan anak muda masa kini ketika ingin berlibur untuk menghilangkan stres dari aktivitas sehari-hari .",,[],"[{'aspect': 'Anak muda masa kini', 'opinion': 'menghilangkan stres', 'sentiment': 'positive'}]","( Anak muda masa kini, menghilangkan stres, positive )"
Acara bergengsi itu dihadiri secara langsung oleh para nominee dan sejumlah selebritas dunia yang sebelumnya telah berpose di karpet merah .,,[],"[{'aspect': 'acara', 'opinion': 'bergengsi', 'sentiment': 'positive'}]","( acara, bergengsi, positive )"
"Padahal , bila jargas ini digalakkan dan juga industri / komersial menggunakan gas alam , maka tentunya ini bisa berperan mengurangi pemakaian LPG , dan pada akhirnya bisa berkontribusi mengurangi impor LPG .",,"[{'aspect': 'jargas', 'opinion': 'bisa berperan mengurangi pemakaian LPG', 'sentiment': 'positive'}, {'aspect': 'jargas', 'opinion': 'bisa berkontribusi mengurangi impor LPG', 'sentiment': 'positive'}]","[{'aspect': 'jargas', 'opinion': 'bisa berperan mengurangi pemakaian LPG', 'sentiment': 'positive'}, {'aspect': 'jargas', 'opinion': 'bisa berkontribusi mengurangi impor LPG', 'sentiment': 'positive'}]","( jargas, bisa berperan mengurangi pemakaian LPG, positive ) ; ( jargas, bisa berkontribusi mengurangi impor LPG, positive )"
"Agensi itu tidak hanya terkenal di negara asal nya , Korea Selatan , tetapi juga di Indonesia , melalui sejumlah musisi yang hit seperti Super Junior , Girls ' Generation , atau pun SHINee . Agensi yang didirikan oleh Lee Soo Man pada 1995 tersebut juga dianggap sebagai salah satu perusahaan yang sukses membawa gelombang budaya Korea alias hallyu ke ranah internasional . Mantan anggota DPR dari Fraksi Partai Demokrat Angelina Sondakh alias Angie diizinkan keluar kota untuk keperluan keluarga , pribadi , maupun pekerjaan saat masa cuti jelang bebas murni .",,"[{'aspect': 'Agensi', 'opinion': 'terkenal', 'sentiment': 'positive'}, {'aspect': 'Agensi', 'opinion': 'sukses membawa gelombang budaya Korea alias hallyu', 'sentiment': 'positive'}, {'aspect': 'Angelina Sondakh', 'opinion': 'diizinkan keluar kota', 'sentiment': 'positive'}]","[{'aspect': 'Agensi', 'opinion': 'sukses membawa gelombang budaya Korea alias hallyu ke ranah internasional', 'sentiment': 'positive'}, {'aspect': 'Agensi', 'opinion': 'sukses membawa gelombang budaya Korea alias hallyu ke ranah internasional', 'sentiment': 'positive'}]","( Agensi, sukses membawa gelombang budaya Korea alias hallyu ke ranah internasional, positive ) ; ( Agensi, sukses membawa gelombang budaya Korea alias hallyu ke ranah internasional, positive )"
Asep pun memastikan di lokasi saat ini tidak ada lagi keramaian .,,[],"[{'aspect': 'Asep', 'opinion': 'memastikan', 'sentiment': 'positive'}, {'aspect': 'Asep', 'opinion': 'tidak ada lagi keramaian', 'sentiment': 'positive'}]","( Asep, memastikan, positive ) ; ( Asep, tidak ada lagi keramaian, positive )"
Beberapa PSN penghasil gas tersebut antara lain : 1 Proyek Gas Laut Dalam ( Indonesia Deepwater Development / IDD ) Masih ada dua hub yang belum diproduksi yaitu Gendalo dan Gehem Hub .,,[],[],NONE
Kementerian Kominfo juga telah memaparkan mekanisme pembagian STB dalam Rapat Dengar Pendapat dengan Komisi I beberapa waktu lalu .,,[],[],NONE
Hal ini tertuang dalam Instruksi Menteri Dalam Negeri ( Inmendagri ) 18 / 2022 .,,[],[],NONE
"Dia menjelaskan , permasalahan energi untuk PLN ini sebenarnya telah dibahas sejak tahun lalu .",,[],[],NONE
"Konser yang semula dijadwalkan pada 3 November mendatang juga akan digelar satu hari sebelumnya , 2 November 2022 di lokasi yang sama , Stadion Madya Gelora Bung Karno .",,[],[],NONE
"Bas Eickhout , seorang anggota parlemen Hijau dari Belanda , mengatakan bahwa mengklasifikasikan gas alam sebagai investasi hijau akan berarti "" seluruh kepemimpinan iklim Uni Eropa menjadi sia-sia . "" Eickhout menambahkan : "" Hal itu juga akan mengirimkan sinyal yang salah ke dunia . Jika Eropa mulai menyerukan gas sebagai investasi hijau , lalu apa alasan bagi Uni Afrika untuk tidak sepenuh nya menggunakan gas juga ? "" Dia mengatakan debat telah menjadi "" pertarungan proksi "" di antara para pemimpin nasional untuk masa depan energi di blok tersebut .",,[],"[{'aspect': 'kepemimpinan iklim', 'opinion': 'menjadi sia-sia', 'sentiment': 'negative'}]","( kepemimpinan iklim, menjadi sia-sia, negative )"
"Sejak itu , dia telah mengeluarkan banyak album dan bahkan merambah ke dunia seni peran dengan membintangi sejumlah serial yang disukai para penggemar . Jakarta , CNBC Indonesia - Sebagian orang geleng-geleng kepala ketika sejumlah investor dan artis memutuskan untuk membeli kavling tanah di Metaverse .",,[],"[{'aspect': 'album', 'opinion': 'mengeluarkan banyak', 'sentiment': 'positive'}, {'aspect': 'serial', 'opinion': 'disukai para penggemar', 'sentiment': 'positive'}]","( album, mengeluarkan banyak, positive ) ; ( serial, disukai para penggemar, positive )"
"Keputusan menunda Grammy Awards 2022 diambil lewat pertimbangan dan analisis yang cermat dengan berbagai pihak , termasuk pejabat setempat hingga sejumlah pakar kesehatan . SMTOWN LIVE 2022 menjadi konser daring Korea yang paling banyak disaksikan secara streaming .",,"[{'aspect': 'Grammy Awards 2022', 'opinion': 'menunda', 'sentiment': 'negative'}, {'aspect': 'pertimbangan', 'opinion': 'cermat', 'sentiment': 'positive'}, {'aspect': 'SMTOWN LIVE 2022', 'opinion': 'paling banyak disaksikan secara streaming', 'sentiment': 'positive'}]","[{'aspect': 'Grammy Awards 2022', 'opinion': 'paling banyak disaksikan secara streaming', 'sentiment': 'positive'}]","( Grammy Awards 2022, paling banyak disaksikan secara streaming, positive )"
Salah satu nya kunjungan kerja Pansus RUU IKN DPR ke Kazakhstan pada 2 - 5 Januari 2022 .,,[],[],NONE
Ketua DPR Puan Maharani mengaku sedang menunggu hasil pembahasan Pansus RUU IKN DPR dengan pemerintah terkait pasal-pasal yang dituangkan di draf RUU IKN .,,[],[],NONE
Junine Yurio mengungkapkan bahwa perusahaan telah menjual 100 pulau pribadi virtual tahun lalu masing-masing seharga US$ 15.000 .,,"[{'aspect': 'perusahaan', 'opinion': 'telah menjual 100 pulau pribadi virtual', 'sentiment': 'positive'}]",[],NONE
"Berikut nya , Jawa Tengah dengan 159 kejadian , dan Jawa Timur dengan 130 kejadian .",,[],[],NONE
Polisi pun menempelkan spanduk penyitaan di lokasi tersebut .,,[],[],NONE
""" Kita percaya hasil vaksinasi kita , dosis 1 maupun 2 berjalan baik . Disiplin kita juga selama jalan baik . Kemudian penanganan komorbid , "" jelas nya .",,"[{'aspect': 'vaksinasi', 'opinion': 'berjalan baik', 'sentiment': 'positive'}, {'aspect': 'Disiplin', 'opinion': 'selama jalan baik', 'sentiment': 'positive'}]","[{'aspect': 'hasil vaksinasi', 'opinion': 'berjalan baik', 'sentiment': 'positive'}, {'aspect': 'Disiplin', 'opinion': 'selama jalan baik', 'sentiment': 'positive'}]","( hasil vaksinasi, berjalan baik, positive ) ; ( Disiplin, selama jalan baik, positive )"
"Masyarakat , kata Luhut , harus tetap waspada .",,[],[],NONE
"Ini merupakan tanggapan atas keputusan Berlin bulan lalu untuk menghentikan pembukaan pipa Nord Stream 2 baru yang kontroversial Jakarta , CNBC Indonesia - Harga minyak dunia kembali ambles , pelemahan harga minyak dunia terjadi menyusul ada nya kebijakan Presiden Amerika Serikat Joe Biden .",,"[{'aspect': 'Harga minyak dunia', 'opinion': 'kembali ambles', 'sentiment': 'negative'}]","[{'aspect': 'Harga minyak dunia', 'opinion': 'kembali ambles', 'sentiment': 'negative'}, {'aspect': 'Harga minyak dunia', 'opinion': 'pelemahan harga minyak dunia', 'sentiment': 'negative'}]","( Harga minyak dunia, kembali ambles, negative ) ; ( Harga minyak dunia, pelemahan harga minyak dunia, negative )"
