input,output,se_order,paradigm
The decor however seems to be the distraction so you wo n ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,"1,1,ambience general,7,7,NEU,24,24,food quality,23,23,NEG,24,24,food prices,19,20,NEG,-1,-1,service general,27,29,NEG",acos,extraction
Consistently good Japanese Tapas .,"2,3,food quality,1,1,POS",acos,extraction
"Fresh , mind blowing flavors .","-1,-1,food quality,0,0,POS,-1,-1,food quality,2,3,POS",acos,extraction
"Most importantly , food is excellent .","3,3,food quality,5,5,POS",acos,extraction
"Raga ' s is a romantic , cozy restaurant .","0,2,ambience general,5,5,POS,0,2,ambience general,7,7,POS",acos,extraction
Good creative rolls !,"2,2,food quality,0,1,POS,2,2,food style_options,0,1,POS",acos,extraction
It is thick and slightly soggy .,"-1,-1,food quality,2,2,NEG,-1,-1,food quality,5,5,NEG",acos,extraction
The location and ambience is Ok but the food is what makes up for it .,"1,1,location general,5,5,NEU,3,3,ambience general,5,5,NEU,8,8,food quality,11,14,POS",acos,extraction
"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet , we were told no . . .","1,1,service general,25,28,NEG",acos,extraction
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . . try the potato stuff kanish best one .","7,7,food quality,9,9,NEU,11,11,service general,14,14,NEG,21,23,food quality,19,19,POS,21,23,food quality,24,24,POS",acos,extraction
This is one of the best comfort food places in the city .,"-1,-1,restaurant general,5,5,POS",acos,extraction
I ca n ' t wait to go back .,"-1,-1,restaurant general,7,8,POS",acos,extraction
MMMMMMMMMmmmmmm so delicious,"-1,-1,food quality,2,2,POS",acos,extraction
Food was OK .,"0,0,food quality,2,2,NEU",acos,extraction
the crust was imazingly cooked well and pizza was fully loaded : ) : ) : ),"1,1,food quality,4,5,POS,7,7,food style_options,9,10,POS",acos,extraction
Great food and the prices are very reasonable .,"1,1,food quality,0,0,POS,-1,-1,restaurant prices,7,7,POS",acos,extraction
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty .,"1,1,location general,5,5,POS",acos,extraction
Great atmoshere and worth every bit .,"1,1,ambience general,0,0,POS,-1,-1,restaurant general,3,3,POS",acos,extraction
"I go out to eat and like my courses , servers are patient and never rush courses or force another drink .","10,10,service general,12,12,POS",acos,extraction
The menu is very limited - i think we counted 4 or 5 entrees .,"1,1,food style_options,4,4,NEG",acos,extraction
"limited menu , no - so - fresh ingredients , thinly - sliced fish , fall - apart rice .","1,1,food style_options,0,0,NEG,8,8,food quality,3,7,NEG,13,13,food style_options,10,12,NEG,18,18,food style_options,15,17,NEG",acos,extraction
"Bagels are ok , but be sure not to make any special requests !","0,0,food quality,2,2,NEU,-1,-1,service general,7,12,NEG",acos,extraction
"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .","0,0,food quality,3,3,POS,19,20,food quality,25,28,NEG",acos,extraction
I have never been so disgusted by both food an service .,"8,8,food quality,5,5,NEG,10,10,service general,5,5,NEG",acos,extraction
great taste,"-1,-1,food quality,0,0,POS",acos,extraction
Nice Family owned traditional restaurant .,"4,4,restaurant general,3,3,POS",acos,extraction
The staff there is very attentive and down to earth .,"1,1,service general,5,5,POS,1,1,service general,7,9,POS",acos,extraction
Fantastic !,"-1,-1,restaurant general,0,0,POS",acos,extraction
It is a lot of fun with live entertainment and all kinds of Disney type special effects .,"-1,-1,ambience general,5,5,POS",acos,extraction
Try the sea bass .,"2,3,food quality,0,0,POS",acos,extraction
The owner and staff are all Japanese as well and that adds to the entire ambiance .,"15,15,ambience general,11,11,POS",acos,extraction
$ 170 down the toilet . . .,"-1,-1,restaurant prices,0,1,NEG",acos,extraction
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .","1,1,restaurant miscellaneous,17,17,POS,4,5,food style_options,17,17,POS,7,7,food quality,17,17,POS,13,13,service general,17,17,POS",acos,extraction
The service is good and the resturant is clean .,"1,1,service general,3,3,POS,6,6,ambience general,8,8,POS",acos,extraction
I ' ve been many time and have never been disappointed .,"-1,-1,restaurant general,8,10,POS",acos,extraction
I thought this place was totally overrated .,"3,3,restaurant general,6,6,NEG",acos,extraction
We started off with a delightful sashimi amuse bouche .,"6,8,food quality,5,5,POS",acos,extraction
Ambiance relaxed and stylish .,"0,0,ambience general,1,1,POS,0,0,ambience general,3,3,POS",acos,extraction
Steamed fresh so brought hot hot hot to your table .,"-1,-1,food quality,1,1,POS",acos,extraction
"All in all the food was good - a little on the expensive side , but fresh .","4,4,food quality,16,16,POS,4,4,food quality,6,6,POS,4,4,food prices,12,12,NEG",acos,extraction
The sashimi is always fresh and the rolls are innovative and delicious .,"1,1,food quality,4,4,POS,7,7,food style_options,9,9,POS,7,7,food quality,11,11,POS",acos,extraction
"Best Italian food I ever had ( and being Italian , that means alot ) .","1,2,food quality,0,0,POS",acos,extraction
"The hot dogs are top notch , and they ' re Slamwich is amazing !","1,2,food quality,4,5,POS,11,11,food quality,13,13,POS",acos,extraction
Highly recommended !,"-1,-1,restaurant general,0,1,POS",acos,extraction
"Going to Bark is always worth the train ride , and will make your tongue and belly very happy !","2,2,restaurant general,5,5,POS,-1,-1,food quality,18,18,POS",acos,extraction
The food is good .,"1,1,food quality,3,3,POS",acos,extraction
"The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .","1,1,food quality,3,3,POS,10,11,drinks style_options,9,9,POS,18,18,food style_options,15,17,POS,18,18,food style_options,22,23,POS",acos,extraction
The pizza is delicious and the proprietor is one of the nicest in NYC .,"1,1,food quality,3,3,POS,6,6,service general,11,11,POS",acos,extraction
I stumbled upon this great pizzeria as I explored my new neighborhood .,"5,5,restaurant general,4,4,POS",acos,extraction
Avoid this place !,"2,2,restaurant general,0,0,NEG",acos,extraction
The combination of super - fresh ingredients in the dishes are unusual but really delicious .,"6,6,food quality,3,5,POS,6,6,food quality,14,14,POS",acos,extraction
Love YUKA .,"1,1,restaurant general,0,0,POS",acos,extraction
the drinks are amazing and half off till 8pm .,"1,1,drinks quality,3,3,POS,1,1,drinks prices,3,3,POS",acos,extraction
I took one look at the chicken and I was appalled .,"6,6,food style_options,10,10,NEG",acos,extraction
"Sometimes tables do n ' t understand his sense of humor but it ' s refreshing to have a server who has personality , professionalism , and respects the privacy of your dinner .","19,19,service general,15,15,POS,19,19,service general,24,24,POS,19,19,service general,27,27,POS",acos,extraction
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .","1,2,service general,4,4,POS,1,2,service general,6,6,POS,1,2,service general,13,13,POS",acos,extraction
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,"-1,-1,service general,9,9,NEG",acos,extraction
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food .,"-1,-1,service general,3,3,POS,17,17,food quality,16,16,POS",acos,extraction
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .","1,1,service general,3,3,POS,6,6,ambience general,8,8,POS,12,12,food quality,14,14,POS,19,19,food style_options,18,18,POS",acos,extraction
Warm and friendly in the winter and terrific outdoor seating in the warmer months .,"-1,-1,ambience general,0,0,POS,-1,-1,ambience general,2,2,POS,8,9,ambience general,7,7,POS",acos,extraction
The rice to fish ration was also good - - they did n ' t try to overpack the rice .,"1,4,food style_options,7,7,POS",acos,extraction
In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !,"-1,-1,restaurant prices,8,8,POS,-1,-1,restaurant general,14,14,POS",acos,extraction
Great Atmosphere,"1,1,ambience general,0,0,POS",acos,extraction
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,"1,3,food quality,9,9,POS,1,3,food quality,11,11,POS",acos,extraction
And really large portions .,"3,3,food style_options,2,2,POS",acos,extraction
Everything on the menu is great .,"3,3,food quality,5,5,POS",acos,extraction
Wine list selection is good and wine - by - the - glass was generously filled to the top .,"0,2,drinks style_options,4,4,POS,6,12,drinks style_options,14,15,POS",acos,extraction
great food,"1,1,food quality,0,0,POS",acos,extraction
"Not much of a selection of bottled beer either , we went with Brahma .","4,7,drinks style_options,0,1,NEG",acos,extraction
The food was ok and fair nothing to go crazy .,"1,1,food quality,3,3,NEU",acos,extraction
The tuna and wasabe potatoes are excellent .,"1,1,food quality,6,6,POS,3,4,food quality,6,6,POS",acos,extraction
"The mussles were the fishiest things I ' ve ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w / chicken had bones in it . . . It was disgusting .","1,1,food quality,4,4,NEG,13,13,food quality,15,15,NEG,18,20,food quality,22,22,NEG,28,31,food quality,41,41,NEG",acos,extraction
"So close , but not good enough .","-1,-1,restaurant general,4,6,NEU",acos,extraction
The sushi was awful !,"1,1,food quality,3,3,NEG",acos,extraction
They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,"-1,-1,food quality,4,6,NEG,-1,-1,food style_options,14,14,NEG,-1,-1,food prices,22,23,NEG",acos,extraction
i love margherita pizza – i looove east village pizza,"7,9,restaurant general,1,1,POS,2,3,food quality,6,6,POS",acos,extraction
Our family never expected such incredible entertainment in a restaurant .,"6,6,ambience general,5,5,POS",acos,extraction
"We liked it so much , that we will always make it a point to dine here when we visit New York .","-1,-1,restaurant general,1,1,POS",acos,extraction
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .","1,2,drinks style_options,0,0,POS,4,4,drinks quality,6,8,POS,12,13,drinks prices,16,17,POS",acos,extraction
"Yes , the prices are high , but I felt it was worth it .","-1,-1,restaurant prices,5,5,NEG,-1,-1,restaurant general,12,12,POS",acos,extraction
Chennai Garden is my favorite Indian restaurant in the city .,"0,1,restaurant general,4,4,POS",acos,extraction
Thanks Bloom ' s for a lovely trip .,"1,3,restaurant general,0,0,POS,1,3,restaurant general,6,6,POS",acos,extraction
You must try the shrimp appetizers .,"4,5,food quality,2,2,POS",acos,extraction
I did not try the caviar but I tried their salmon and crab salad ( they are all good ),"10,10,food quality,18,18,POS,12,13,food quality,18,18,POS",acos,extraction
The sushi is amazing ! ! !,"1,1,food quality,3,3,POS",acos,extraction
"Considering you will spend at least $ 60 a head , I expect better service .","14,14,service general,12,13,NEG",acos,extraction
The food is great and they have a good selection of wines at reasonable prices .,"1,1,food quality,3,3,POS,11,11,drinks style_options,8,9,POS,11,11,drinks prices,8,9,POS",acos,extraction
The cream cheeses are out of this world and I love that coffee ! !,"1,2,food quality,4,7,POS,12,12,drinks quality,10,10,POS",acos,extraction
"As BFC does n ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !","1,1,restaurant miscellaneous,13,13,NEG,23,26,service general,20,20,NEG,-1,-1,service general,35,38,NEG",acos,extraction
Service was slow had to wait to order and get food although not crowded .,"0,0,service general,2,2,NEG",acos,extraction
Great Shabu Shabu,"1,2,food quality,0,0,POS",acos,extraction
I highly recommend visiting this restaurant and having dinner and drinks !,"5,5,restaurant general,2,2,POS",acos,extraction
This place blew me away . . . by far my new favorite restaurant on the uppereast side .,"1,1,restaurant general,12,12,POS",acos,extraction
I ' m not picky - but it was actually gross .,"-1,-1,food quality,10,10,NEG",acos,extraction
Noodle pudding is exactly the type of service and food I enjoy .,"7,7,service general,11,11,POS,9,9,food quality,11,11,POS",acos,extraction
"The food is wonderful , tasty and filling , and the service is professional and friendly .","1,1,food quality,3,3,POS,1,1,food quality,5,5,POS,1,1,food style_options,7,7,POS,11,11,service general,13,13,POS,11,11,service general,15,15,POS",acos,extraction
"If you are going for the food , it will not be worth it .","6,6,food quality,12,12,NEG",acos,extraction
It is so romantic .,"-1,-1,ambience general,3,3,POS",acos,extraction
Decor needs to be upgraded but the food is amazing !,"0,0,ambience general,4,4,NEG,7,7,food quality,9,9,POS",acos,extraction
Slightly on the pricey side but worth it !,"-1,-1,restaurant prices,3,3,NEG,-1,-1,restaurant general,6,6,POS",acos,extraction
"I found the food to be outstanding , particulary the salmon dish I had .","3,3,food quality,6,6,POS,10,11,food quality,6,6,POS",acos,extraction
"Judging from previous posts this used to be a good place , but not any longer .","10,10,restaurant general,5,9,NEG",acos,extraction
This is the BEST Shabu - Shabu Restaurant in the Try - State Area .,"4,7,restaurant general,3,3,POS",acos,extraction
"Well , this place is so Ghetto its not even funny .","3,3,ambience general,6,6,NEG,3,3,ambience general,8,10,NEG",acos,extraction
Not what I would expect for the price and prestige of this location .,"12,12,restaurant prices,4,4,NEU,12,12,restaurant miscellaneous,4,4,NEU",acos,extraction
They refuse to seat parties of 3 or more on weekends .,"-1,-1,service general,1,1,NEG",acos,extraction
i love their chicken pasta cant remember the name but is sooo good,"3,4,food quality,1,1,POS",acos,extraction
I would never recommend this place to anybody even for a casual dinner .,"5,5,restaurant general,2,3,NEG,5,5,restaurant miscellaneous,2,3,NEG",acos,extraction
And evaluated on those terms Pastis is simply wonderful .,"5,5,restaurant general,8,8,POS",acos,extraction
"The food was great and tasty , but the sitting space was too small , I do n ' t like being cramp in a corner .","1,1,food quality,3,3,POS,1,1,food quality,5,5,POS,9,10,ambience general,12,13,NEG",acos,extraction
I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .,"27,27,restaurant general,26,26,POS",acos,extraction
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )","5,7,ambience general,4,4,POS,11,11,ambience general,10,10,POS,22,23,drinks style_options,21,21,POS",acos,extraction
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,"12,12,food quality,18,18,POS",acos,extraction
"When the bill came , nothing was comped , so I told the manager very politely that we were willing to pay for the wine , but I didn ' t think I should have to pay for food with a maggot in it .","-1,-1,service general,41,41,NEG",acos,extraction
This is my first time writing a review for a restaurant because the food and service was excellent .,"13,13,food quality,17,17,POS,15,15,service general,17,17,POS",acos,extraction
Gorgeous place ideal for a romantic dinner,"1,1,ambience general,0,0,POS,1,1,restaurant miscellaneous,2,2,POS",acos,extraction
You should pass on the calamari .,"5,5,food quality,2,2,NEG",acos,extraction
There is a lot of variety even for people who eat vegetarian like me .,"-1,-1,food style_options,2,5,POS",acos,extraction
We went around 9:30 on a Friday and it had died down a bit by then so the service was great !,"18,18,service general,20,20,POS",acos,extraction
"Once we finally got a table , despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed !","-1,-1,service general,17,17,NEG",acos,extraction
"Nice atmosphere , the service was very pleasant and the desert was good .","1,1,ambience general,0,0,POS,4,4,service general,7,7,POS,10,10,food quality,12,12,POS",acos,extraction
It ' s a nice place to relax and have conversation .,"5,5,ambience general,4,4,POS",acos,extraction
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,"1,2,location general,24,24,POS",acos,extraction
Great place to relax and enjoy your dinner,"1,1,ambience general,0,0,POS",acos,extraction
Everything we had was good or ok . . . but definitely nothing great .,"-1,-1,food quality,12,13,NEU",acos,extraction
But too far east !,"-1,-1,location general,1,2,NEG",acos,extraction
The food was actually aweful .,"1,1,food quality,4,4,NEG",acos,extraction
I do not recommend .,"-1,-1,restaurant general,1,3,NEG",acos,extraction
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !","15,15,food quality,19,19,POS,4,4,food quality,8,12,POS",acos,extraction
The staff is incredibly helpful and attentive .,"1,1,service general,4,4,POS,1,1,service general,6,6,POS",acos,extraction
"The fish was really , really fresh .","1,1,food quality,6,6,POS",acos,extraction
I really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,"5,5,food quality,2,2,POS,8,13,food quality,2,2,POS",acos,extraction
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .,"3,7,food quality,16,20,NEG",acos,extraction
"The wait staff is very freindly , they make it feel like you ' re eating in a freindly little european town .","1,2,service general,5,5,POS",acos,extraction
"The dinner was ok , nothing I would have again .","1,1,food quality,3,3,NEG",acos,extraction
Faan is sooo good .,"0,0,restaurant general,3,3,POS",acos,extraction
"The portions are HUGE , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .","1,1,food style_options,3,3,NEU",acos,extraction
"Their sake list was extensive , but we were looking for Purple Haze , which was n ' t listed but made for us upon request !","1,2,drinks style_options,4,4,POS,-1,-1,service general,21,25,POS",acos,extraction
It is also extremely well priced .,"-1,-1,food prices,4,5,POS",acos,extraction
This place is a great bargain .,"1,1,restaurant prices,4,5,POS",acos,extraction
"Place is open till late , no dress code .","0,0,restaurant miscellaneous,2,4,POS",acos,extraction
In summer - eat outside on a terrace ( another great feature of Suan ) ! ! !,"7,7,ambience general,10,10,POS",acos,extraction
"Try the Pad Thai , or sample anything on the appetizer menu . . . they ' re all delicious .","2,3,food quality,0,0,POS,2,3,food quality,19,19,POS,10,11,food quality,19,19,POS",acos,extraction
"Be prepared to wait , because the place is pretty tiny .","7,7,restaurant miscellaneous,10,10,NEG,7,7,ambience general,10,10,NEG",acos,extraction
Worth visiting the 1st Ave spot because it is the original store .,"3,5,restaurant miscellaneous,0,1,POS",acos,extraction
"The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .","18,18,ambience general,24,26,NEG,15,15,ambience general,24,26,NEG",acos,extraction
Loved It,"-1,-1,restaurant general,0,0,POS",acos,extraction
We will go back every time we are in the City .,"-1,-1,restaurant general,2,3,POS",acos,extraction
They should have called it mascarpone with chocolate chips - good but a far cry from what the name implies .,"-1,-1,food quality,12,14,NEG",acos,extraction
"One of the best , if not THE best , restaurants in Park Slope ( and NY in general )","-1,-1,restaurant general,3,3,POS",acos,extraction
The main entree was also very good .,"1,2,food quality,6,6,POS",acos,extraction
"( The asparagus , truffle oil , parmesan bruschetta is a winner ! )","2,8,food quality,11,11,POS",acos,extraction
The food is okay and the prices here are mediocre .,"1,1,food quality,3,3,NEU,-1,-1,restaurant prices,9,9,NEU",acos,extraction
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,"13,13,food quality,21,25,POS,16,16,ambience general,21,25,POS",acos,extraction
Amazing food .,"1,1,food quality,0,0,POS",acos,extraction
The pizza is overpriced and soggy .,"1,1,food quality,5,5,NEG,1,1,food prices,3,3,NEG",acos,extraction
"Our teenage kids love it , too .","-1,-1,restaurant general,3,3,POS",acos,extraction
"Love the scene first off - the place has a character and nice light to it . . very fortunate , location wise .","2,2,ambience general,0,0,POS,7,7,ambience general,12,12,POS,21,21,location general,19,19,POS",acos,extraction
Waitstaff are very friendly .,"0,0,service general,3,3,POS",acos,extraction
"You would think they would make up for it with service , sadly , no .","10,10,service general,12,12,NEG",acos,extraction
"My husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .","-1,-1,food style_options,7,9,NEG,12,12,food style_options,14,14,POS,22,23,food quality,26,26,POS",acos,extraction
I go and eat out at many different restaurants and this is one place you have go and try .,"13,13,restaurant general,15,18,POS",acos,extraction
"I am not a vegetarian but , almost all the dishes were great .","10,10,food quality,12,12,POS",acos,extraction
"It is terrific , as is the value .","-1,-1,food quality,2,2,POS,-1,-1,food prices,2,2,POS",acos,extraction
Patroon features a nice cigar bar and has great staff .,"4,5,ambience general,3,3,POS,9,9,service general,8,8,POS",acos,extraction
Amazing !,"-1,-1,food quality,0,0,POS",acos,extraction
There is no excuse for such lousy service !,"7,7,service general,6,6,NEG",acos,extraction
"Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .","16,16,service general,27,27,POS,16,16,service general,29,29,POS",acos,extraction
"great food , great wine list , great service in a great neighborhood . . .","1,1,food quality,0,0,POS,4,5,drinks style_options,0,0,POS,8,8,service general,0,0,POS,12,12,location general,0,0,POS",acos,extraction
"Overall , not worth the money .","-1,-1,restaurant prices,2,3,NEG",acos,extraction
the food is decent .,"1,1,food quality,3,3,NEU",acos,extraction
The only thing that strikes you is the decor ? ( not very pleasant ) .,"8,8,ambience general,11,13,NEG",acos,extraction
"Even if the food was n ' t this good , the garden is a great place to sit outside and relax .","12,12,ambience general,15,15,POS,3,3,food quality,4,9,POS",acos,extraction
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian .,"-1,-1,restaurant miscellaneous,7,8,POS",acos,extraction
Everyone was smiling so that made me feel welcome .,"-1,-1,service general,8,8,POS",acos,extraction
If you want something really different than try Jekyll and Hyde .,"8,10,restaurant general,5,5,POS",acos,extraction
"I ' ve been to at Cafe Spice probably 5 - 8 times , it is probably still the best Indian restaurant around Union Square .","6,7,restaurant general,19,19,POS",acos,extraction
Service not the friendliest to our `` large party `` !,"0,0,service general,1,3,NEG",acos,extraction
"We ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .","5,6,ambience general,10,10,POS,5,6,ambience general,16,16,POS,19,19,ambience general,22,22,POS",acos,extraction
"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","3,3,food quality,1,1,POS,5,5,food quality,1,1,POS,9,9,food quality,1,1,POS,13,13,food quality,18,18,NEG,15,15,food quality,18,18,NEG",acos,extraction
The pizza was delivered cold and the cheese was n ' t even fully melted !,"1,1,food quality,4,4,NEG,7,7,food quality,8,14,NEG",acos,extraction
The service was excellent and the food was delicious .,"1,1,service general,3,3,POS,6,6,food quality,8,8,POS",acos,extraction
It just was n ' t Thai .,"-1,-1,food quality,2,6,NEG",acos,extraction
"When we threatened to leave , we were offered a meager discount even though half the order was missing .","-1,-1,service general,18,18,NEG",acos,extraction
I went there for lunch and it was not as good as I expected from the reviews I read .,"4,4,food quality,8,13,NEG",acos,extraction
"They do n ' t concern much of customer ' s health , just want to make money .","-1,-1,restaurant miscellaneous,1,6,NEG",acos,extraction
"The atmosphere is nothing special , but it feels like a Sushi establishment in Tokyo .","1,1,ambience general,3,4,POS",acos,extraction
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .","1,3,food quality,5,5,POS,9,9,food quality,5,5,POS,15,16,food quality,5,5,POS,15,16,food style_options,5,5,POS",acos,extraction
"The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .","1,1,food quality,3,7,POS,10,12,food quality,15,17,NEG,21,21,food quality,22,23,NEG",acos,extraction
This was a great surprise .,"-1,-1,restaurant general,2,4,POS",acos,extraction
"Its dark , and cozy . . there is always jazz music playing when we go .","-1,-1,ambience general,4,4,POS",acos,extraction
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . both very tasty .,"4,5,food quality,0,0,POS,4,5,food quality,3,3,POS,10,13,food quality,19,19,POS",acos,extraction
THIS STAFF SHOULD BE FIRED .,"1,1,service general,4,4,NEG",acos,extraction
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .","8,8,food quality,28,28,NEG,8,8,food quality,31,31,NEG,8,8,food quality,35,35,NEG,8,8,food prices,6,7,NEG",acos,extraction
and yes Dal Bukhara is so dam good and so are all the kababs .,"13,13,food quality,7,7,POS,2,3,food quality,7,7,POS",acos,extraction
"Great , original taste .","-1,-1,food quality,0,0,POS,-1,-1,food quality,2,2,POS",acos,extraction
I highly recommend the Sophia pizza .,"4,5,food quality,2,2,POS",acos,extraction
"This is a great place to take out - of - towners , and perfect for watching the sunset .","4,4,location general,3,3,POS",acos,extraction
"We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .","3,4,food quality,18,24,NEG,3,4,food style_options,13,13,NEG",acos,extraction
"We were worried we would have trouble getting in , but somehow managed to have a short wait .","17,17,service general,16,16,POS",acos,extraction
The food was absolutely amazing ! !,"1,1,food quality,4,4,POS",acos,extraction
Not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring .,"4,4,food quality,6,6,NEG,15,18,food quality,14,14,NEG",acos,extraction
I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,"6,7,food quality,4,4,POS,6,6,food quality,20,20,POS",acos,extraction
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,"-1,-1,food quality,7,9,NEG",acos,extraction
The place was nice and calm .,"1,1,ambience general,3,3,POS,1,1,ambience general,5,5,POS",acos,extraction
"The portion sizes here are huge , and the sushi is good .","1,2,food style_options,5,5,POS,9,9,food quality,11,11,POS",acos,extraction
The hostess is rude to the point of being offensive .,"1,1,service general,3,3,NEG,1,1,service general,9,9,NEG",acos,extraction
I would defiantly come back here again as one of my top choices .,"-1,-1,restaurant general,11,12,POS",acos,extraction
We thought that this place is using too much of MSG cooking in the foods .,"14,14,food quality,6,10,NEG",acos,extraction
"Over the years the host , Vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he ' s even able to remember a consistent but not - so - frequent visitor .","4,4,service general,35,35,POS,10,10,service general,14,17,POS",acos,extraction
I had never had Edamame pureed before but I thought it was innovative and tasty ( could ' ve used a bit more salt ) .,"4,5,food quality,14,14,POS,4,5,food style_options,12,12,POS",acos,extraction
"As to my comment about the food , no apology or acknowledgment was made .","-1,-1,service general,8,11,NEG",acos,extraction
My husband and I have been sold on this from the first visit .,"-1,-1,restaurant general,6,7,POS",acos,extraction
"The lamb was tender so full of flavor , the dessert was divine ! !","1,1,food quality,3,3,POS,10,10,food quality,12,12,POS",acos,extraction
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .,"1,2,food quality,4,4,POS,7,11,food quality,13,13,POS",acos,extraction
"The food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .","1,1,food quality,3,3,POS,16,16,food quality,18,20,POS,7,7,food quality,3,3,POS,10,13,food quality,3,3,POS",acos,extraction
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .","18,19,restaurant general,23,23,POS",acos,extraction
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,"14,14,service general,16,16,POS,22,22,ambience general,20,20,POS",acos,extraction
Cheese plate is a varied delight and great bargain at $ 10 .,"0,1,food quality,4,5,POS,0,1,food style_options,4,5,POS,0,1,food prices,7,8,POS",acos,extraction
"I like the ambience , it ' s very dark and original .","3,3,ambience general,1,1,POS,3,3,ambience general,9,9,POS,3,3,ambience general,11,11,POS",acos,extraction
The fish was not fresh and the rice tasted old and stale .,"1,1,food quality,3,4,NEG,7,7,food quality,9,9,NEG,7,7,food quality,11,11,NEG",acos,extraction
Our food was great too !,"1,1,food quality,3,3,POS",acos,extraction
"Best Indian Chinese in the city , by far !","1,2,food quality,0,0,POS",acos,extraction
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I ' ve ever had ) .","1,1,food quality,4,4,POS,1,1,food quality,7,7,POS,1,1,food quality,9,9,POS,25,27,food quality,24,24,POS",acos,extraction
He offers subpar service and has no personality .,"3,3,service general,2,2,NEG",acos,extraction
I highly recommend it .,"-1,-1,restaurant general,2,2,POS",acos,extraction
"One would think we ' d get an apology or complimentary drinks - instead , we got a snobby waiter would n ' t even take our order for 15 minutes and gave us lip when we asked him to do so .","19,19,service general,18,18,NEG",acos,extraction
I love it .,"-1,-1,restaurant general,1,1,POS",acos,extraction
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .","1,5,ambience general,11,12,POS",acos,extraction
I ' ll be back for sure .,"-1,-1,restaurant general,3,4,POS",acos,extraction
"I must say I am surprised by the bad reviews of the restaurant earlier in the year , though .","12,12,restaurant general,8,8,POS",acos,extraction
