prompt,text,output
Extract all the Cuisine entity in the text,is there a korean restaurant that is smoker friendly,korean
Extract all the Cuisine entity in the text,is there a korean restaurant with nice decor and open late,korean
Extract all the Location entity in the text,is there a late night place in west newbury where i can smoke,west newbury
Extract all the Location entity in the text,is there a location of field corner restaurant near by that has a happy hour,near by
Extract all the Location entity in the text,is there a malaysian restaurant near roxbury crossing,roxbury crossing
Extract all the Location entity in the text,is there a mall with a food court around here,around here
Extract all the Location entity in the text,is there a mcdonalds between here and my destination,between here and my destination
Extract all the Location entity in the text,is there a mcdonalds nearby,nearby
Extract all the Location entity in the text,is there a mcdonalds within two miles of here,within two miles
Extract all the Location entity in the text,is there a mexican restaurant near here with large portion sizes,near here
Extract all the Location entity in the text,is there a moderately priced french restaurant in this area,in this area
Extract all the Location entity in the text,is there a nice place in the theater district that wont drain my wallet,theater district
Extract all the Location entity in the text,is there a nicely decorated restaurant in sacramento with a fireplace,sacramento
Extract all the Location entity in the text,is there a olive garden nearby,nearby
Extract all the Location entity in the text,is there a pancake house nearby,nearby
Extract all the Amenity entity in the text,is there a patio at w a frost,patio
Extract all the Location entity in the text,is there a place near by that serves tapas,near by
Extract all the Cuisine entity in the text,is there a place that serves breakfast this late,breakfast
Extract all the Amenity entity in the text,is there a place that will let me bring my own alcohol,"bring , alcohol"
Extract all the Location entity in the text,is there a place to eat in the abington theatre district open after midnight,abington theatre district
Extract all the Amenity entity in the text,is there a place to eat that has a friendly and cheerful atmosphere and offers steak on the menu,friendly and cheerful atmosphere
Extract all the Location entity in the text,is there a place to eat that is still open at 10 pm close by,close by
Extract all the Location entity in the text,is there a place to get high tea nearby,"place , nearby"
Extract all the Location entity in the text,is there a place with walking distance of the cinema that serves pizza by the slice,walking distance of the cinema
Extract all the Location entity in the text,is there a place within 10 minutes that has great atmosphere for a special meal,within 10 minutes
Extract all the Location entity in the text,is there a ponderosa near here,near here
Extract all the Location entity in the text,is there a pool side night club nearby,nearby
Extract all the Location entity in the text,is there a portuguese restaurant nearby,nearby
Extract all the Location entity in the text,is there a rancho veo restaurant in north memphis,north memphis
Extract all the Location entity in the text,is there a real cheap place to eat in kendall square at 8 pm,kendall square
Extract all the Amenity entity in the text,is there a reasonably priced restaurant that has perfect portion sizes,perfect portion sizes
Extract all the Location entity in the text,is there a red lobster in the area,area
Extract all the Location entity in the text,is there a restaurant around here that serves chicken wings,around here
Extract all the Location entity in the text,is there a restaurant around where i could watch a football game it needs to be kid friendly,around
Extract all the Location entity in the text,is there a restaurant close by that has dancing and serves scallops,close by
Extract all the Location entity in the text,is there a restaurant close by with valet parking,close by
Extract all the Hours entity in the text,is there a restaurant in inman square that is after 9 pm 7 days a week,after 9 pm 7 days a week
Extract all the Location entity in the text,is there a restaurant in the south end that has a fireplace and serves good portions,south end
Extract all the Location entity in the text,is there a restaurant on the way,way
Extract all the Location entity in the text,is there a restaurant on waverly street that is priced competitively,waverly street
Extract all the Rating entity in the text,is there a restaurant that has a 5 star rating for it that people like,5 star rating
Extract all the Location entity in the text,is there a restaurant that serves tacos before noon in charlestown,in charlestown
Extract all the Location entity in the text,is there a restaurant with a bar scene nearby that serves small portioned meals and snacks,nearby
Extract all the Location entity in the text,is there a sbarro in the galleria mall,galleria mall
Extract all the Location entity in the text,is there a sclafani italian bakery nearby with a view,nearby
Extract all the Cuisine entity in the text,is there a seafood restaurant around here,seafood
Extract all the Location entity in the text,is there a small place in franklin that has beans,in franklin
Extract all the Amenity entity in the text,is there a smoking section at olive garden,smoking section
Extract all the Location entity in the text,is there a sports bar within a mile of the minneapolis convention center,within a mile of the minneapolis convention center
Extract all the Location entity in the text,is there a starbucks on the west side of town,west side of town
Extract all the Location entity in the text,is there a sudbury pizza place thats within 10 miles,within 10 miles
Extract all the Location entity in the text,is there a swensens restaurant in the north end,in the north end
Extract all the Location entity in the text,is there a taco joint near the college,near the college
Extract all the Location entity in the text,is there a taqueria el rancho grandes around here for taking a date,around here
Extract all the Cuisine entity in the text,is there a thai restaurant with a great wine list,thai
Extract all the Location entity in the text,is there a vegan restaurant within 5 miles,within 5 miles
Extract all the Location entity in the text,is there a very high end pastry place close to me,close to me
Extract all the Amenity entity in the text,is there a wah sang restaurant with a great beer list,beer list
Extract all the Location entity in the text,is there a wangs fast food near providence highway,providence highway
Extract all the Location entity in the text,is there a white castle on berkeley avenue,berkeley avenue
Extract all the Location entity in the text,is there an all asia cafe nearby,nearby
Extract all the Location entity in the text,is there an apple bees near by or similar bar and grill,near by
Extract all the Location entity in the text,is there an applebees in hicksville ny with a special 10 menu,hicksville ny
Extract all the Location entity in the text,is there an english style restaurant open until midnight in north weymouth,in north weymouth
Extract all the Location entity in the text,is there an environmentally friendly restaurant nearby,nearby
Extract all the Amenity entity in the text,is there an expensive hotel named sidney and hampton with dining services,dining services
Extract all the Location entity in the text,is there an expensive restaurant near here,near here
Extract all the Location entity in the text,is there an ihop near by,near by
Extract all the Location entity in the text,is there an indian restaurant within 5 miles that has a dinner buffet,within 5 miles
Extract all the Location entity in the text,is there an italian bistro nearby,nearby
Extract all the Location entity in the text,is there an italian place nearby,nearby
Extract all the Location entity in the text,is there an olive garden in kendall square with private dining rooms,kendall square
Extract all the Location entity in the text,is there an open taco bell nearby,nearby
Extract all the Location entity in the text,is there an restaurant in this part of town that serves thai food,this part of town
Extract all the Location entity in the text,is there an s and i to go nearby that has small portions,nearby
Extract all the Location entity in the text,is there any 24 hour deli on the west side of town,west side of town
Extract all the Location entity in the text,is there any chinese food nearby,nearby
Extract all the Location entity in the text,is there any cuban food nearby with authentic dining,nearby
Extract all the Location entity in the text,is there any good pizza in the area,in the area
Extract all the Amenity entity in the text,is there any place around that has bring your own liquor,bring your own liquor
Extract all the Location entity in the text,is there any place in this area that has outdoor seating,in this area
Extract all the Location entity in the text,is there any place nearby that serves seafood,nearby
Extract all the Location entity in the text,is there any place on the waterfront that does not allow smoking on the outside decks,waterfront
Extract all the Hours entity in the text,is there any place open after 9 pm,open after 9 pm
Extract all the Cuisine entity in the text,is there any place that i can get a quick meal that isnt fast food,"meal that , fast food"
Extract all the Amenity entity in the text,is there any place where i can take my pet,pet
Extract all the Location entity in the text,is there any red lobster by the mall,by the mall
Extract all the Location entity in the text,is there any restaurant close by has live music,close by
Extract all the Location entity in the text,is there any restaurant in the city that serves congee,in the city
Extract all the Location entity in the text,is there any restaurant near kendall square that delivers tea,near kendall square
Extract all the Dish entity in the text,is there any restaurant that serves fried chicken late night,fried chicken
Extract all the Location entity in the text,is there any sandwich shop by the high school,by the high school
Extract all the Location entity in the text,is there anywhere in kendall square that has tea and delivers,kendall square
Extract all the Location entity in the text,is there anywhere near here that is open 24 hours and serves breakfast,near here
Extract all the Location entity in the text,is there anywhere near me that i can find a great sandwich,near me
Extract all the Hours entity in the text,is there anywhere thats open past 1 am with exceptional prices,open past 1 am
Extract all the Hours entity in the text,is there anywhere to eat after 10 p m,after 10 p m
Extract all the Location entity in the text,is there caribbean food around here,around here
Extract all the Location entity in the text,is there food near by,near by
Extract all the Location entity in the text,is there moderately priced food near,near
Extract all the Location entity in the text,is there more than one fatty fish restaurant on long island,long island
Extract all the Amenity entity in the text,is there parking at pierres,parking
Extract all the Amenity entity in the text,is there somewhere to eat that is kid friendly,kid friendly
Extract all the Amenity entity in the text,is this restaurant a hidden find,hidden find
Extract all the Location entity in the text,is this restaurant a local favorite,local
Extract all the Hours entity in the text,is this restuarant open 7 days a week,open 7 days
Extract all the Amenity entity in the text,is togos smoke free,smoke free
Extract all the Location entity in the text,is ye olde cottage restaurant on the way i need a place to take some clients,way
Extract all the Hours entity in the text,its 10 pm is anything open,"10 pm , open"
Extract all the Restaurant Name entity in the text,jeez the traffic is horrible today it looks like we need something quick off to donalds,donalds
Extract all the Location entity in the text,kid friendly restaurant never design center place with uper nice service,design center place
Extract all the Amenity entity in the text,king fung garden two with parking,parking
Extract all the Location entity in the text,lets find the fanciest french cuisine in the city,in the city
Extract all the Dish entity in the text,lets get some fries,fries
Extract all the Dish entity in the text,lets go get a taco,taco
Extract all the Location entity in the text,list all restaurants that cater to families within a ten mile location of my current location,"within a ten mile , current location"
Extract all the Location entity in the text,list close restaurants,close
Extract all the Location entity in the text,list the nearest mcdonalds to 87 th and ashland,"nearest , 87 th and ashland"
Extract all the Dish entity in the text,lobster roll,lobster roll
Extract all the Location entity in the text,local fish tacos,local
Extract all the Location entity in the text,local hooters,local
Extract all the Location entity in the text,local mcdonalds please,local
Extract all the Location entity in the text,local restaurant joints with smoking areas,local
Extract all the Location entity in the text,local subway resturant,local
Extract all the Rating entity in the text,locate a five star restaurant that is open after 10 pm,five star
Extract all the Dish entity in the text,locate a place to eat that serves milk shakes,milk shakes
Extract all the Cuisine entity in the text,locate a sushi restaurant and give me their phone number,sushi
Extract all the Location entity in the text,locate all mcdonalds within 5 miles,within 5 miles
Extract all the Amenity entity in the text,locate an all you can eat buffet,all you can eat buffet
Extract all the Dish entity in the text,locate bar with alcohol,alcohol
Extract all the Location entity in the text,locate the nearest fast food restaurant,nearest
Extract all the Location entity in the text,locate the nearest restraunt,nearest
Extract all the Location entity in the text,look for inexpensive authentic mexican restaurants in chattanooga tennessee,chattanooga tennessee
Extract all the Cuisine entity in the text,look up the reviews for this new asain restaurant,asain
Extract all the Dish entity in the text,looking for a 5 star restaurant that serves a great steack,steack
Extract all the Cuisine entity in the text,looking for a diner with comfortable atmosphere and a rustic setting,diner
Extract all the Location entity in the text,looking for a drive through restaurant close by opened 24 7,"drive , close by"
Extract all the Dish entity in the text,looking for a good place to get cheese fries,cheese fries
Extract all the Location entity in the text,looking for a high end italian restaurant within a 5 miles,"within , 5 miles"
Extract all the Restaurant Name entity in the text,looking for a kfc,kfc
Extract all the Amenity entity in the text,looking for a kid friendly restaurant in mid price range,kid friendly
Extract all the Rating entity in the text,looking for a restaurant with the highest approval ratings,highest approval ratings
Extract all the Location entity in the text,looking for a strong fair priced restaurant that is near,near
Extract all the Location entity in the text,looking for a tai restaurant that is nerby that takes online reservations,nerby
Extract all the Location entity in the text,looking for a three star restaurant along my current route within the next hundred miles and not more then a mile off route any suggestions,"along my current route within the next hundred miles , not more then a mile off route"
Extract all the Cuisine entity in the text,looking for an expensive seafood place make a reservation for 6 people at 6 00,seafood
Extract all the Location entity in the text,looking for anything open before 7 a m nearby offering hip music,nearby
Extract all the Cuisine entity in the text,looking for breakfast restaurants with byob,breakfast
Extract all the Cuisine entity in the text,looking for californian cuisine with great prices,californian
Extract all the Location entity in the text,looking for crowd pleasing fatz along the way,along the way
Extract all the Location entity in the text,looking for d k bakery near here where the stars hang out,near
Extract all the Dish entity in the text,looking for duck dish with great pricing and good rating,duck dish
Extract all the Restaurant Name entity in the text,looking for freebirds world burrito that is open late,freebirds world burrito
Extract all the Location entity in the text,looking for hotel dining on central square with great pricing,central square
Extract all the Location entity in the text,looking for local pizzahut,local
Extract all the Location entity in the text,looking for olympic house of pizza for lunch any close by,close by
Extract all the Cuisine entity in the text,looking for reasonably priced diners,diners
Extract all the Amenity entity in the text,looking for sebastians restaurant offering generous portions,generous portions
Extract all the Location entity in the text,looking for star hangout close by called marios italian restaurant,close by
Extract all the Amenity entity in the text,looking for sushi with prix fixe menu at a reasonable price,prix fixe menu
Extract all the Cuisine entity in the text,looking for tapas cuisine with great prices,tapas
Extract all the Price entity in the text,looking for the cheapest place to eat im on a budget,cheapest
Extract all the Location entity in the text,looking for tom yum cafe around here with excellent prices,around here
Extract all the Amenity entity in the text,looking for tuna dishes that offer parking,offer parking
Extract all the Location entity in the text,looking for urban gourmet on bay road with great wine lists,bay road
Extract all the Cuisine entity in the text,looking for very cheap sake restaurant that allows smoking,sake
Extract all the Restaurant Name entity in the text,make a 5 00 p m reservation for black angus,black angus
Extract all the Location entity in the text,make a reservation for 3 people at 8 pm tonight at the melting pot in towson,towson
Extract all the Cuisine entity in the text,make a reservation for six pm at a french restaurant with at least a 4 star rating,french
Extract all the Cuisine entity in the text,make a reservation for us at the french restaurant for tonight at 8 pm also give us the dress code for the restaurant,french
Extract all the Amenity entity in the text,make a reservation tonight for four at billies steakhouse,"reservation , for four"
Extract all the Amenity entity in the text,make me a reservation for a restaurant with a nonsmoking patio and that isnt fancy for 30 minutes from now,"reservation , nonsmoking patio , isnt fancy"
Extract all the Restaurant Name entity in the text,make me reservations for three people at devitos italian,devitos italian
Extract all the Location entity in the text,may i have the business hours for the nearest red lobster,nearest
Extract all the Cuisine entity in the text,mexican food,mexican
Extract all the Cuisine entity in the text,mexican food to go,mexican
Extract all the Location entity in the text,mexican restaurant nearby,nearby
Extract all the Cuisine entity in the text,moderately priced seafood restaurant,seafood
Extract all the Location entity in the text,my date and i would like some espresso thats within 10 min,within 10 min
Extract all the Amenity entity in the text,my kids need lunch can you help,"kids , lunch"
Extract all the Cuisine entity in the text,my kids want a happy meal,happy
Extract all the Amenity entity in the text,my kids want to sit outside and eat cheeseburgers,sit outside
Extract all the Location entity in the text,my nephew loves burgers where is the nearest five guys,nearest
Extract all the Location entity in the text,name the local buffets,local buffets
Extract all the Cuisine entity in the text,navigate me to a thai restaurant thats 4 stars or higher,thai
Extract all the Location entity in the text,nearest fast food restaurant,nearest
Extract all the Location entity in the text,need a four star restaurant in a hotel,in a hotel
Extract all the Location entity in the text,need a reservation for six pm at the steak shack in detroit for four people and possibly a baby for tonight,detroit
Extract all the Restaurant Name entity in the text,newbury street bakery and deli directions,newbury street bakery and deli
Extract all the Location entity in the text,nyc 5 star pizza parlors,nyc
Extract all the Amenity entity in the text,of the restaurants that require suit jackets for men which have the best service and food,require suit jackets for men
Extract all the Amenity entity in the text,please find a high end restaurant that i can take my clients to,clients
Extract all the Location entity in the text,please find a japanese place that near an indian restaurant,near
Extract all the Cuisine entity in the text,please find a mexican restaurant with a smoking section and more then 1 star review,mexican
Extract all the Amenity entity in the text,please find a restaurant where i can order cocktails with lunch,"cocktails , lunch"
Extract all the Location entity in the text,please find a taco place near my house,near my house
Extract all the Cuisine entity in the text,please find italian restaurants that are child friendly,italian
Extract all the Location entity in the text,please find me a cheap chinese restaurant nearby,nearby
Extract all the Cuisine entity in the text,please find me a child friendly diner with a tv,diner
Extract all the Cuisine entity in the text,please find me a non smoking restaurant that serves seafood i also want on site parking,seafood
Extract all the Location entity in the text,please find me the nearest thai place,nearest
Extract all the Restaurant Name entity in the text,please find the address of international house of pancakes,international house of pancakes
Extract all the Location entity in the text,please find the closest midpriced sit down restaurant with chicken tenders or macaroni on the kids meal,closest
Extract all the Location entity in the text,please get me the street address of the dennys in this area,"street address , area"
Extract all the Location entity in the text,please give me directions to the nearest made to order place where i can get a cheeseburger,nearest
Extract all the Location entity in the text,please give me the hours of operation for the burger king nearest me,nearest me
Extract all the Amenity entity in the text,please help me locate a restaurant that allows smoking,allows smoking
Extract all the Location entity in the text,please list restaurants that serve alcohol within 5 miles,within 5 miles
Extract all the Location entity in the text,please locate a bar off of main street down town that has valet parking is open late and has good reviews,off of main street down town
Extract all the Restaurant Name entity in the text,please locate a mcdonalds,mcdonalds
Extract all the Amenity entity in the text,please make me a reservation for tonight at jax cafe at 7 pm for six,reservation
Extract all the Location entity in the text,please name all restaurants that offer curb side pick up on highway 43 south,highway 43 south
Extract all the Location entity in the text,please navigate to the closest coffee shop with free trade coffee,closest
Extract all the Location entity in the text,please show me some reviews about the sushi place,place
Extract all the Cuisine entity in the text,please take me to a highly rated family diner,family diner
Extract all the Cuisine entity in the text,pub,pub
Extract all the Dish entity in the text,quick i need a hot dog,hot dog
Extract all the Cuisine entity in the text,reasonably priced byob irish restaurant,irish
Extract all the Amenity entity in the text,red lobster with no smoking,no smoking
Extract all the Restaurant Name entity in the text,red robins restaurant,red robins
Extract all the Amenity entity in the text,restaurant that caters to children and that is fun for parents and kids alike,"caters to children , fun for parents and kids alike"
Extract all the Location entity in the text,restaurants in the area,in the area
Extract all the Amenity entity in the text,restaurants that take visa or master card,NONE
Extract all the Amenity entity in the text,restuarnt that cathay owns,cathay
Extract all the Location entity in the text,search for a buffet that is a smoke free environment within 5 miles of my location,within 5 miles of my location
Extract all the Dish entity in the text,search for a place that serves meatloaf,meatloaf
Extract all the Amenity entity in the text,search for dine in restaurant,dine in
Extract all the Cuisine entity in the text,search for fast food places that also have a kid play area,fast food
Extract all the Cuisine entity in the text,search for restaurants with seafood,seafood
Extract all the Location entity in the text,show me a inexpensive restaurant within 10 miles,within 10 miles
Extract all the Location entity in the text,show me all of the local restaurants with a smoking area,local
Extract all the Location entity in the text,show me all the restaurants that are not franchises in my area,in my area
Extract all the Amenity entity in the text,show me restaurants that serve senior portions,senior portions
Extract all the Price entity in the text,show me some cheap eats,cheap
Extract all the Location entity in the text,show me some mexican restaurants that arent too far,arent too far
Extract all the Location entity in the text,show me some restaurants nearby that have 3 star or higher rating,nearby
Extract all the Location entity in the text,show me the moderately priced japanese restaurants in a ten mile radius,ten mile radius
Extract all the Location entity in the text,show me the three closest wendys,closest
Extract all the Location entity in the text,show me the three nearest boston market restaurants,nearest
Extract all the Location entity in the text,show me where the nearest sports bar is,nearest
Extract all the Amenity entity in the text,smoke friendly restaurants,smoke friendly
Extract all the Dish entity in the text,some jerky would make my day,jerky
Extract all the Hours entity in the text,someplace where the prices for food arent bad and i can get something to eat before 8 am,before 8 am
Extract all the Cuisine entity in the text,strega restaurant and lounge offering local cuisine,local
Extract all the Location entity in the text,suppose im looking for the best fish in sd,sd
Extract all the Location entity in the text,tacos stand near my location,near my location
Extract all the Cuisine entity in the text,take me for the best dessert today,dessert
Extract all the Amenity entity in the text,take me to a hole in the wall that has high reviews is open late and serve drinks,hole in the wall
Extract all the Location entity in the text,take me to a local restaurant,local
Extract all the Amenity entity in the text,take me to a nice restaurant with generous portions,generous portions
Extract all the Rating entity in the text,take me to a restaurant i would like,would like
Extract all the Location entity in the text,take me to the closest restaurant i can smoke in,closest
Extract all the Location entity in the text,take me to the nearest tex mex restaurant,nearest
Extract all the Location entity in the text,tell me the hours of chipotle in midtown,midtown
Extract all the Location entity in the text,tell me what restaurants are available within a 5 minute drive,5 minute drive
Extract all the Location entity in the text,tell me where i can find a good meal in this town,town
Extract all the Cuisine entity in the text,thai,thai
Extract all the Location entity in the text,the most expensive restaurant in town with a dress code and reservations,in town
Extract all the Location entity in the text,the opening times of nearby pizza places,nearby
Extract all the Restaurant Name entity in the text,today is a good day for some tacos off to taco bell,taco bell
Extract all the Location entity in the text,tummys grumbling give me the nearest fast food joint,nearest
Extract all the Location entity in the text,want mushrooms near mansfield avenue before 7 am,near mansfield avenue
Extract all the Amenity entity in the text,want to find a restaurant that specilizes in spagetti,specilizes in
Extract all the Amenity entity in the text,we have a crying baby how far is a place to eat that is kid friendly,kid friendly
Extract all the Amenity entity in the text,we want t go to dinner and then dance,dance
Extract all the Location entity in the text,what are some fine dining restaurants in the area,in the area
Extract all the Location entity in the text,what are some of the best restaurants in this city,in this city
Extract all the Location entity in the text,what are some of the locally favourite restaurants,locally
Extract all the Location entity in the text,what are some restaurants that serve american food that are with in one mile,with in one mile
Extract all the Restaurant Name entity in the text,what are the average prices for lunch at mikanos,mikanos
Extract all the Restaurant Name entity in the text,what are the directions to siu kuen chinese restaurant,siu kuen chinese restaurant
Extract all the Restaurant Name entity in the text,what are the directions to the speakeasy cafe,speakeasy cafe
Extract all the Location entity in the text,what are the fast food restraurants on the next 6 miles of this road,next 6 miles of this road
Extract all the Restaurant Name entity in the text,what are the hours to verazzanos,verazzanos
Extract all the Restaurant Name entity in the text,what are the portions like at red lobster,red lobster
Extract all the Restaurant Name entity in the text,what are the prices like at gregorys restaurant,gregorys
Extract all the Cuisine entity in the text,what are the reviews on this italian restaurant,italian
Extract all the Restaurant Name entity in the text,what are the spiciest local favourites served at cappys pizza and subs,cappys pizza and subs
Extract all the Location entity in the text,what are the three highest rated restaurants in my area,my area
Extract all the Cuisine entity in the text,what asian restaurants offer carry out,asian
Extract all the Location entity in the text,what chicken restaurants are in the area,in the area
Extract all the Amenity entity in the text,what do you know about restaurants that have impressive wine lists,impressive wine lists
Extract all the Location entity in the text,what fast food is near by,near by
Extract all the Location entity in the text,what has the best dumplings in town,in town
Extract all the Location entity in the text,what high end restaurants are nearby,nearby
Extract all the Location entity in the text,what is a family friendly restaurant in dorche that serves vietnamese food,dorche
Extract all the Location entity in the text,what is an italian restaurant in the area with family style meals,"in , area"
Extract all the Restaurant Name entity in the text,what is dominos numbers,dominos
Extract all the Restaurant Name entity in the text,what is jack in the box phone number,jack in the box
Extract all the Location entity in the text,what is the address to burger king on route 63,route 63
Extract all the Location entity in the text,what is the average mealcost for townline pizza in my city,in my city
Extract all the Restaurant Name entity in the text,what is the average price for lunch at olive garden,olive garden
Extract all the Restaurant Name entity in the text,what is the average price range at ruby tuesday,ruby tuesday
Extract all the Location entity in the text,what is the best coffee house near here,near here
Extract all the Cuisine entity in the text,what is the best ice cream parlor,ice cream parlor
Extract all the Location entity in the text,what is the best mexican restaurant in town,in town
Extract all the Location entity in the text,what is the best pizza place in the theater district,theater district
Extract all the Location entity in the text,what is the best restaurant around,around
Extract all the Location entity in the text,what is the best steak house in kansas city mo,kansas city mo
Extract all the Location entity in the text,what is the closest bar near heidis restaurant,closest
Extract all the Location entity in the text,what is the closest chic fil a,closest
Extract all the Location entity in the text,what is the closest fast food to me,closest
Extract all the Location entity in the text,what is the closest wendys to me,closest
Extract all the Restaurant Name entity in the text,what is the dress code at fazolis,fazolis
Extract all the Restaurant Name entity in the text,what is the dress code at the precinct,the precinct
Extract all the Restaurant Name entity in the text,what is the dress code for eating at planet hollywood,planet hollywood
Extract all the Amenity entity in the text,what is the dress code for ruth chris steakhouse,dress code
Extract all the Restaurant Name entity in the text,what is the entree price at kiosque,kiosque
Extract all the Restaurant Name entity in the text,what is the fastest route to the sonic,sonic
Extract all the Location entity in the text,what is the favorite type of food people eat out here and where can i get it,out here
Extract all the Location entity in the text,what is the highest rated thai restaurant in austin,austin
Extract all the Location entity in the text,what is the most closest eat in restaurant in the area,"closest , in the area"
Extract all the Location entity in the text,what is the most expensive restaurant with a dress code and valet parking within 15 miles,within 15 miles
Extract all the Location entity in the text,what is the most popular italian restaurant near me,near me
Extract all the Location entity in the text,what is the name of that expensive greek restaurant in alston,alston
Extract all the Location entity in the text,what is the name of the restaurant within 50 miles of chatswin that was built inside a cavern,within 50 miles of chatswin
Extract all the Location entity in the text,what is the name or phone number of the coffee shop on seminary street,seminary street
Extract all the Location entity in the text,what is the nearest fast food restaurant,nearest
Extract all the Location entity in the text,what is the phone number for the closest chinese restaurant,closest
Extract all the Location entity in the text,what is the phone number of a nearby restaurant that serves garlic shrimp,nearby
Extract all the Restaurant Name entity in the text,what is the phone number of bills pizza,bills pizza
Extract all the Location entity in the text,what is the phone number of the mcdonalds on the east side of town,east side of town
Extract all the Location entity in the text,what is the phone number to alans on oak street,oak street
Extract all the Restaurant Name entity in the text,what is the price for a lobster entree at martys marina,martys marina
Extract all the Restaurant Name entity in the text,what is the price range for dinner at clarkes family restaurant,clarkes family restaurant
Extract all the Location entity in the text,what is the rating for pho saigon in mesa arizona,mesa arizona
Extract all the Restaurant Name entity in the text,what is the rating on arbys,arbys
Extract all the Restaurant Name entity in the text,what is the rating on burger island,burger island
Extract all the Restaurant Name entity in the text,what is this months special at mcdonalds,mcdonalds
Extract all the Location entity in the text,what italian restaurant is open 24 hours on dalton street,dalton street
Extract all the Restaurant Name entity in the text,what kind of atmosphere does simpsons have,simpsons
Extract all the Restaurant Name entity in the text,what kind of chicken dishes does theos serve,theos
Extract all the Restaurant Name entity in the text,what kind of fondue does the magic kettle have,magic kettle
Extract all the Restaurant Name entity in the text,what kind of food does abc cafe serve,abc cafe
Extract all the Restaurant Name entity in the text,what kind of food does this place have,NONE
Extract all the Restaurant Name entity in the text,what kind of food does ubice sell,ubice
Extract all the Cuisine entity in the text,what kosher restaurants still have smoking sections,kosher
Extract all the Location entity in the text,what local restaurants have an outdoor play area for young children,local
Extract all the Location entity in the text,what nearby is open past midnight and has fabulous service,nearby
Extract all the Location entity in the text,what nearby places are byob,nearby
Extract all the Location entity in the text,what nearby restaurant has the best reviews,nearby
Extract all the Location entity in the text,what nearby restaurants serve grilled tilapia,nearby
Extract all the Location entity in the text,what pancake restaurants are nearby,nearby
Extract all the Location entity in the text,what pizza place has the best toppings and is no farther than 4 miles,no farther than 4 miles
Extract all the Location entity in the text,what place in saugus has the best decor,saugus
Extract all the Location entity in the text,what places are cheap here,here
Extract all the Dish entity in the text,what places have great selections of beer,beer
Extract all the Price entity in the text,what places have pretty good prices,pretty good
Extract all the Location entity in the text,what places in roxbury are open before 8 am and have excellent service,roxbury
Extract all the Hours entity in the text,what places serve dinner late,dinner late
Extract all the Location entity in the text,what portugeese restaurant is on colonel bell drive,colonel bell drive
Extract all the Cuisine entity in the text,what restaurant are cheap and only vegan,vegan
Extract all the Hours entity in the text,what restaurant are open till 10 pm,open till 10 pm
Extract all the Cuisine entity in the text,what restaurant has middle eastern food and great service,middle eastern
Extract all the Amenity entity in the text,what restaurant is expensive and has entertainment,entertainment
Extract all the Hours entity in the text,what restaurant is open till 9 pm,open till 9 pm
Extract all the Location entity in the text,what restaurant nearby are affordable,nearby
Extract all the Location entity in the text,what restaurant on the south side has the hottest sauce for their chicken wings,south side
Extract all the Location entity in the text,what restaurant sells crab close by,close by
Extract all the Dish entity in the text,what restaurant serves burritos 7 days per week,burritos
Extract all the Location entity in the text,what restaurant serves the largest portions of meat within 10 mile,within 10 mile
Extract all the Location entity in the text,what restaurant within 25 miles has the poorest quality food,within 25 miles
Extract all the Location entity in the text,what restaurants are close to the museum,museum
Extract all the Location entity in the text,what restaurants are nearby,nearby
Extract all the Location entity in the text,what restaurants are open in the downtown area,in the downtown area
Extract all the Hours entity in the text,what restaurants are open past midnight,open past midnight
Extract all the Hours entity in the text,what restaurants are still open this late,still open this late
Extract all the Location entity in the text,what restaurants are within 1 mile and have good prices,within 1 mile
Extract all the Location entity in the text,what restaurants around here have free wi fi,around here
Extract all the Location entity in the text,what restaurants downtown is open after 9 p,downtown
Extract all the Location entity in the text,what restaurants have a large beer menu and are close to a hotel,close to a hotel
Extract all the Amenity entity in the text,what restaurants have nice family friendly brunch on weekends,nice family friendly
Extract all the Location entity in the text,what restaurants nearby serve ribs and ice cream sundaes,nearby
Extract all the Location entity in the text,what restaurants stay open after 2 am within 5 miles,within 5 miles
Extract all the Location entity in the text,what route should i take in order to get to the closest fast food place,closest
Extract all the Location entity in the text,what seafood place around here has the biggest portions,around here
Extract all the Restaurant Name entity in the text,what time does is breakfast over at burger king,burger king
Extract all the Restaurant Name entity in the text,what time does jollibees open,jollibees
Extract all the Restaurant Name entity in the text,what time does kareems restaurant open,kareems
Extract all the Amenity entity in the text,what time does king palace serve dimsum until,serve
Extract all the Restaurant Name entity in the text,what time does little johns open on sunday,little johns
Extract all the Location entity in the text,what time does mcdonalds in main street open,main street
Extract all the Location entity in the text,what time does on the rocks on seminary stop serving food,seminary
Extract all the Restaurant Name entity in the text,what time does papa johns close,papa johns
Extract all the Restaurant Name entity in the text,what time does red robin close,red robin
Extract all the Restaurant Name entity in the text,what time does sonic burger open,sonic burger
Extract all the Restaurant Name entity in the text,what time does sonic open,sonic
Extract all the Restaurant Name entity in the text,what time does subway open,subway
Extract all the Location entity in the text,what time does the burger king on main street closes,main street
Extract all the Location entity in the text,what time does the nearest chipotle close,nearest
Extract all the Location entity in the text,what time does the pho place in reno close,reno
Extract all the Location entity in the text,what time does the sushi place near me open,near
Extract all the Amenity entity in the text,what time is happy hour at the juice shop,happy hour
Extract all the Location entity in the text,what time of the day does mcdonals start serving lunch the one near here,near here
Extract all the Restaurant Name entity in the text,what type of cusine does gates have,gates
