input,output,se_order,paradigm
"This place is incredibly tiny .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> tiny <extra_id_1> place,oa,extraction
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"This is a fun restaurant to go to .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"It is expensive but well worth the money .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> expensive <extra_id_1> NULL ; <extra_id_2> well worth <extra_id_3> NULL,oa,extraction
"Have eaten at Ginger House several times , and it ' s always good .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Ginger House <extra_id_1> positive,as,extraction
"It is one the nicest outdoor restaurants I have ever seen in NY - - I am from Italy and this place rivals the ones in my country .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> nicest <extra_id_1> outdoor restaurants,oa,extraction
"Our teenage kids love it , too .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"By the time we finished our dinner we still had not received one beverage NOR hooka !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"Great Atmosphere| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general,sc,extraction
"Hands down the best pizza on the planet .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> pizza <extra_id_1> positive,as,extraction
"It looked like shredded cheese partly done - still in strips .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> shredded cheese partly done <extra_id_1> NULL,oa,extraction
"If we were to move from the upper east side , we would genuinely miss this restaurant .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant <extra_id_1> positive,as,extraction
"We did tip , I guess the model / waitress just wanted more and complained to the manager .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> waitress <extra_id_1> negative,as,extraction
"After that she simply took our plates , walked away , came back another TWENTY minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"Drawbacks : service is slow and they do n ' t toast !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service <extra_id_1> negative,as,extraction
"And really large portions .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food style_options,sc,extraction
"We went around 9:30 on a Friday and it had died down a bit by then so the service was great !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> quality <extra_id_1> fish ; <extra_id_2> great <extra_id_3> service,oa,extraction
"We recently decided to try this location , and to our delight , they have outdoor seating , perfect since I had my yorkie with me .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> outdoor seating <extra_id_1> positive,as,extraction
"Me and my girls will definitely go back .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Gorgeous place ideal for a romantic dinner| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> restaurant miscellaneous,sc,extraction
"But that is highly forgivable .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant miscellaneous,sc,extraction
"Will comeback for sure , wish they have it here in LA . .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Great Indian Food !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Indian Food <extra_id_1> positive,as,extraction
"The place ' s decor and hidden bathrooms made for a good laugh .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general,sc,extraction
"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria ' s .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> pizza <extra_id_1> positive ; <extra_id_2> fresh mozzarella <extra_id_3> positive,as,extraction
"We paid a fixed pricce but got nothing ! !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> no way represents value <extra_id_1> NULL ; <extra_id_2> torture <extra_id_3> NULL,oa,extraction
"The decor is very simple but comfortable .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general,sc,extraction
"Went here last night - nice decor , good service , but the food was surprisingly excellent .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> positive <extra_id_5> food quality,sc,extraction
"honestly the worst sushi my husband and i had in our entire lives .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> sushi <extra_id_1> negative,as,extraction
"While finishing our meals which included a high - end bottle of wine , our son ' s fiance joined us for a glass of wine and dessert .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> bottle of wine <extra_id_1> positive,as,extraction
"Be sure to try the seasonal , and always delicious , specials .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> specials <extra_id_1> positive ; <extra_id_2> specials <extra_id_3> positive ; <extra_id_4> specials <extra_id_5> positive,as,extraction
"We thought the dessert would be better , Wrong !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Wrong <extra_id_1> dessert,oa,extraction
"There was a small wait , but shorter than I expected .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> positive <extra_id_3> service general,sc,extraction
"Who has room for Cheesesticks with the best pizza in NYC !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> pizza <extra_id_1> positive,as,extraction
"Truly the mark of an attentive waiter .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"The service was excellent - friendly and attentive .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
"Anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> negative ; <extra_id_4> NULL <extra_id_5> negative,as,extraction
"whoever the jazz duo was , they were on POINT .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> on POINT <extra_id_1> jazz duo,oa,extraction
"In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as,extraction
"The entree was bland and small , dessert was not inspired .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> entree <extra_id_1> negative ; <extra_id_2> entree <extra_id_3> negative ; <extra_id_4> dessert <extra_id_5> negative,as,extraction
"They have great rolls , the triple color and norwegetan rolls , are awesome and filling .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> rolls <extra_id_1> positive ; <extra_id_2> triple color and norwegetan rolls <extra_id_3> positive ; <extra_id_4> triple color and norwegetan rolls <extra_id_5> positive,as,extraction
"The service was the only thing good about this restaurant .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> service,oa,extraction
"peppers , onions , relish , chilli , cheeses , you NAME it .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"The price very reasonable .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant prices,sc,extraction
"Good spreads , great beverage selections and bagels really tasty .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Good <extra_id_1> spreads ; <extra_id_2> great <extra_id_3> beverage selections ; <extra_id_4> tasty <extra_id_5> bagels,oa,extraction
"The only beverage we did receive was water in dirty glasses !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> wine selection <extra_id_1> positive ; <extra_id_2> Gigondas <extra_id_3> positive ; <extra_id_4> house champagne <extra_id_5> positive,as,extraction
"The flavors are amazing and the value is phenomenal .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as,extraction
"Make sure you have the Spicy Scallop roll . . .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"The design and atmosphere is just as good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general,sc,extraction
"The staff is very good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"There was no tap beer that evening , which was a disappointment .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> beer <extra_id_1> negative,as,extraction
"Our family never expected such incredible entertainment in a restaurant .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> entertainment <extra_id_1> positive,as,extraction
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> best <extra_id_1> Lucky Strike,oa,extraction
"Saul is the best restaurant on Smith Street and in Brooklyn .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Try their chef ' s specials - - they are to die for .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> chef ' s specials <extra_id_1> positive ; <extra_id_2> chef ' s specials <extra_id_3> positive,as,extraction
"The food now is inconsistent .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality,sc,extraction
"Downstairs lounge is always a good attraction| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good attraction <extra_id_1> Downstairs lounge,oa,extraction
"Ca n ' t wait to go back .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"The combination of super - fresh ingredients in the dishes are unusual but really delicious .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> super - fresh <extra_id_1> ingredients ; <extra_id_2> delicious <extra_id_3> ingredients,oa,extraction
"We could have made a meal of the yummy dumplings from the dumpling menu .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"This place blew me away . . . by far my new favorite restaurant on the uppereast side .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Have frequented ' ino for several years and the food remains excellent .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> excellent <extra_id_1> food,oa,extraction
"$ 170 down the toilet . . .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant prices,sc,extraction
"With so many good restaurants on the UWS , I do n ' t need overpriced food , absurdly arrogant wait - staff who do n ' t recognize they work at a glorified diner , clumsy service , and management that does n ' t care .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food prices ; <extra_id_2> negative <extra_id_3> service general ; <extra_id_4> negative <extra_id_5> service general ; <extra_id_6> negative <extra_id_7> service general,sc,extraction
"Most importantly , food is excellent .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive,as,extraction
"A guaranteeed delight !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"too large for just two people but nothing was left .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> positive,as,extraction
"Service was just ok , it is not what you ' d expect for $ 500 .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general ; <extra_id_2> negative <extra_id_3> restaurant prices,sc,extraction
"A must try !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Kind , attentive wait staff .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Kind <extra_id_1> wait staff ; <extra_id_2> attentive <extra_id_3> wait staff,oa,extraction
"Definitely worth the trip to Battery Park City !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> worth <extra_id_1> NULL,oa,extraction
"I was pleasantly surprised to find this gem in Hoboken .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"I must say I am surprised by the bad reviews of the restaurant earlier in the year , though .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> bad <extra_id_1> restaurant,oa,extraction
"Guaranteed to be a tasty experience ! )| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"The portions are small but being that the food was so good makes up for that .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> portions <extra_id_1> negative ; <extra_id_2> food <extra_id_3> positive,as,extraction
"The best !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> best <extra_id_1> NULL,oa,extraction
"On a hot day it was fabulous to stop in and enjoy lunch .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as,extraction
"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"There was a small wait , but shorter than I expected .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> small <extra_id_1> wait ; <extra_id_2> shorter <extra_id_3> wait,oa,extraction
"To sum it up : Service varies from good to mediorce , depending on which waiter you get ; generally it is just average Ok .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Service <extra_id_1> neutral,as,extraction
"It ' s definately not a place to go if you want to impress someone .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant miscellaneous,sc,extraction
"Too bad the food was n ' t of the same heritage .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> negative,as,extraction
"I ' ve waited over one hour for food .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"I couldn ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food style_options,sc,extraction
"Calling the place Hampton Chutney Co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> unattractive <extra_id_1> place ; <extra_id_2> unattractive <extra_id_3> room ; <extra_id_4> unhelpful <extra_id_5> clerks,oa,extraction
"Love Al Di La| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Al Di La <extra_id_1> positive,as,extraction
"Try everything for that matter , it is all good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Of course , it is crowded but who cares .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> neutral <extra_id_1> ambience general,sc,extraction
"What a great place !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> place,oa,extraction
"The staff is no nonsense .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> staff <extra_id_1> positive,as,extraction
"They smell like they stuff them with old canned vegetables like the spinach mushroom calzone .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food style_options ; <extra_id_4> positive <extra_id_5> food quality ; <extra_id_6> positive <extra_id_7> service general ; <extra_id_8> positive <extra_id_9> service general,sc,extraction
"and yes Dal Bukhara is so dam good and so are all the kababs .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> kababs ; <extra_id_2> good <extra_id_3> Dal Bukhara,oa,extraction
"amazing fresh dogs but best of all endless toppings ! ! !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food style_options ; <extra_id_4> positive <extra_id_5> food style_options,sc,extraction
"We asked for sides which the waiter than admitted that he forgot to put in that part of our order .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> forgot <extra_id_1> waiter,oa,extraction
"The only fallback on this restaurant is the prices .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant prices,sc,extraction
"I highly recommend Cafe St . Bart ' s for their food , the ambience and wonderful service .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> recommend <extra_id_1> food ; <extra_id_2> recommend <extra_id_3> ambience ; <extra_id_4> recommend <extra_id_5> service ; <extra_id_6> wonderful <extra_id_7> service,oa,extraction
"You can get a table without a reservation if you get there early I they do n ' t make you by bottles .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"Great food and the prices are very reasonable .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> restaurant prices,sc,extraction
"The food was exceptional .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Amazing !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"You must try the shrimp appetizers .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> shrimp appetizers <extra_id_1> positive,as,extraction
"Can ' t wait to go back .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"My friend devoured her chicken and mashed potatos .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Go there once and oh yes . . . you will go back . . . you will . . .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> go back <extra_id_1> NULL,oa,extraction
"Thanks Bloom ' s for a lovely trip .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Thanks <extra_id_1> Bloom ' s ; <extra_id_2> lovely <extra_id_3> Bloom ' s,oa,extraction
"Two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> complaints <extra_id_1> appetizer selection,oa,extraction
"Someone else recommended the dessert - we also left that .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> dessert <extra_id_1> negative,as,extraction
"Always great service !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> service,oa,extraction
"As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
"It ' s simply the best meal in NYC .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> best <extra_id_1> meal,oa,extraction
"I ' m still mad that i had to pay for lousy food .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> lousy <extra_id_1> food,oa,extraction
"Everyone was more then happy with his choices .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> happy <extra_id_1> NULL,oa,extraction
"I read reviews that called the restaurant too expensive and I thought to myself , but may be it is worth it .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant <extra_id_1> negative ; <extra_id_2> restaurant <extra_id_3> negative,as,extraction
"Not because you are `` The Four Seasons `` . . . – you are allowed to charge an arm and a leg for a romatic dinner .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> charge an arm and a leg <extra_id_1> The Four Seasons,oa,extraction
"Average to good Thai food , but terrible delivery .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> service general,sc,extraction
"But the staff was so horrible to us .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"Love their drink menu .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> drink menu <extra_id_1> positive,as,extraction
"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general,sc,extraction
"And even with it ' s Pub atmosphere they were great to my kids too !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"It is simply amazing .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Their tuna tartar appetizer is to die for .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> tuna tartar appetizer <extra_id_1> positive,as,extraction
"I have been to Roth ' s twice and both times were very disappointing .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
"The food was actually aweful .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> aweful <extra_id_1> food,oa,extraction
"Wretched and retching| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general ; <extra_id_2> negative <extra_id_3> restaurant general,sc,extraction
"For those that go once and do n ' t enjoy it , all I can say is that they just do n ' t get it .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Do n ' t get me started on the margaritas , either .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> margaritas <extra_id_1> negative,as,extraction
"Always good drinks and service is pretty good ;| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> drinks quality ; <extra_id_2> positive <extra_id_3> service general,sc,extraction
"The duck confit is always amazing and the foie gras terrine with figs was out of this world .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> out of this world <extra_id_1> foie gras terrine with figs ; <extra_id_2> amazing <extra_id_3> duck confit,oa,extraction
"Conveniently located too , being right on Bedford ave .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Conveniently <extra_id_1> NULL,oa,extraction
"Nice view of river and NYC .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Nice <extra_id_1> view of river and NYC,oa,extraction
"I am actually offended to have spent so much money on such a bad experience .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> bad <extra_id_1> NULL ; <extra_id_2> so much money <extra_id_3> NULL,oa,extraction
"Even though its good seafood , the prices are too high .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> seafood ; <extra_id_2> high <extra_id_3> NULL,oa,extraction
"The scallion pancakes and fried dumplings were nothing out of the ordinary .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> neutral <extra_id_1> food quality ; <extra_id_2> neutral <extra_id_3> food quality,sc,extraction
"Great spot , whether looking for a couple of drinks or quiet dinner .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> spot <extra_id_1> positive ; <extra_id_2> spot <extra_id_3> positive,as,extraction
"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> neighborhood <extra_id_1> positive ; <extra_id_2> food <extra_id_3> positive,as,extraction
"I recently went to this restaurant with some co - workers for lunch and had an amazing time .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I absolutely love this place ! ! !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> negative ; <extra_id_4> NULL <extra_id_5> negative,as,extraction
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> particular <extra_id_1> sushi ; <extra_id_2> please <extra_id_3> ceviche mix ( special ) ; <extra_id_4> please <extra_id_5> crab dumplings ; <extra_id_6> please <extra_id_7> assorted sashimi ; <extra_id_8> particular <extra_id_9> sushi ; <extra_id_10> please <extra_id_11> rolls ; <extra_id_12> please <extra_id_13> two types of sake ; <extra_id_14> please <extra_id_15> banana tempura,oa,extraction
"It hits the spot every time| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"I found it on a cold night , the perfect spot to warm up .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant miscellaneous,sc,extraction
"Go hungry and enjoy .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"To top it all off . . the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"You ca n ' t go wrong here .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> ca n ' t go wrong <extra_id_1> NULL,oa,extraction
"After all that , they complained to me about the small tip .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"Excellent spot for holiday get togethers with co - workers or friends that you have n ' t seen in a while .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> spot <extra_id_1> positive,as,extraction
"Try sushimi cucumber roll .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> sushimi cucumber roll <extra_id_1> positive,as,extraction
