input,output,se_order,paradigm
I took one look at the chicken and I was appalled .,"( chicken , food style_options , appalled , negative )",acos,extraction
"Sometimes tables do n ' t understand his sense of humor but it ' s refreshing to have a server who has personality , professionalism , and respects the privacy of your dinner .","( server , service general , refreshing , positive ) ; ( server , service general , professionalism , positive ) ; ( server , service general , respects , positive )",acos,extraction
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .","( wait staff , service general , pleasant , positive ) ; ( wait staff , service general , fun , positive ) ; ( wait staff , service general , gorgeous , positive )",acos,extraction
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,"( NULL , service general , wait , negative )",acos,extraction
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food .,"( NULL , service general , helpful , positive ) ; ( dishes , food quality , good , positive )",acos,extraction
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .","( service , service general , excellent , positive ) ; ( decor , ambience general , great , positive ) ; ( food , food quality , delicious , positive ) ; ( portions , food style_options , large , positive )",acos,extraction
Warm and friendly in the winter and terrific outdoor seating in the warmer months .,"( NULL , ambience general , Warm , positive ) ; ( NULL , ambience general , friendly , positive ) ; ( outdoor seating , ambience general , terrific , positive )",acos,extraction
The rice to fish ration was also good - - they did n ' t try to overpack the rice .,"( rice to fish ration , food style_options , good , positive )",acos,extraction
In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !,"( NULL , restaurant prices , fair , positive ) ; ( NULL , restaurant general , GREAT , positive )",acos,extraction
Great Atmosphere,"( Atmosphere , ambience general , Great , positive )",acos,extraction
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,"( brioche and lollies , food quality , cute , positive ) ; ( brioche and lollies , food quality , sweet , positive )",acos,extraction
And really large portions .,"( portions , food style_options , large , positive )",acos,extraction
Everything on the menu is great .,"( menu , food quality , great , positive )",acos,extraction
Wine list selection is good and wine - by - the - glass was generously filled to the top .,"( Wine list selection , drinks style_options , good , positive ) ; ( wine - by - the - glass , drinks style_options , generously filled , positive )",acos,extraction
great food,"( food , food quality , great , positive )",acos,extraction
"Not much of a selection of bottled beer either , we went with Brahma .","( selection of bottled beer , drinks style_options , Not much , negative )",acos,extraction
The food was ok and fair nothing to go crazy .,"( food , food quality , ok , neutral )",acos,extraction
The tuna and wasabe potatoes are excellent .,"( tuna , food quality , excellent , positive ) ; ( wasabe potatoes , food quality , excellent , positive )",acos,extraction
"The mussles were the fishiest things I ' ve ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w / chicken had bones in it . . . It was disgusting .","( mussles , food quality , fishiest , negative ) ; ( seabass , food quality , bland , negative ) ; ( goat cheese salad , food quality , missing , negative ) ; ( penne w / chicken , food quality , disgusting , negative )",acos,extraction
"So close , but not good enough .","( NULL , restaurant general , not good enough , neutral )",acos,extraction
The sushi was awful !,"( sushi , food quality , awful , negative )",acos,extraction
They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,"( NULL , food quality , rip - off , negative ) ; ( NULL , food style_options , small , negative ) ; ( NULL , food prices , not worth , negative )",acos,extraction
i love margherita pizza – i looove east village pizza,"( east village pizza , restaurant general , love , positive ) ; ( margherita pizza , food quality , looove , positive )",acos,extraction
Our family never expected such incredible entertainment in a restaurant .,"( entertainment , ambience general , incredible , positive )",acos,extraction
"We liked it so much , that we will always make it a point to dine here when we visit New York .","( NULL , restaurant general , liked , positive )",acos,extraction
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .","( wine selection , drinks style_options , Great , positive ) ; ( Gigondas , drinks quality , worth the price , positive ) ; ( house champagne , drinks prices , great value , positive )",acos,extraction
"Yes , the prices are high , but I felt it was worth it .","( NULL , restaurant prices , high , negative ) ; ( NULL , restaurant general , worth , positive )",acos,extraction
Chennai Garden is my favorite Indian restaurant in the city .,"( Chennai Garden , restaurant general , favorite , positive )",acos,extraction
Thanks Bloom ' s for a lovely trip .,"( Bloom ' s , restaurant general , Thanks , positive ) ; ( Bloom ' s , restaurant general , lovely , positive )",acos,extraction
You must try the shrimp appetizers .,"( shrimp appetizers , food quality , try , positive )",acos,extraction
I did not try the caviar but I tried their salmon and crab salad ( they are all good ),"( salmon , food quality , good , positive ) ; ( crab salad , food quality , good , positive )",acos,extraction
The sushi is amazing ! ! !,"( sushi , food quality , amazing , positive )",acos,extraction
"Considering you will spend at least $ 60 a head , I expect better service .","( service , service general , expect better , negative )",acos,extraction
The food is great and they have a good selection of wines at reasonable prices .,"( food , food quality , great , positive ) ; ( wines , drinks style_options , good selection , positive ) ; ( wines , drinks prices , good selection , positive )",acos,extraction
The cream cheeses are out of this world and I love that coffee ! !,"( cream cheeses , food quality , out of this world , positive ) ; ( coffee , drinks quality , love , positive )",acos,extraction
"As BFC does n ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !","( BFC , restaurant miscellaneous , wait , negative ) ; ( front of house staff , service general , abused , negative ) ; ( NULL , service general , over an hour later , negative )",acos,extraction
Service was slow had to wait to order and get food although not crowded .,"( Service , service general , slow , negative )",acos,extraction
Great Shabu Shabu,"( Shabu Shabu , food quality , Great , positive )",acos,extraction
I highly recommend visiting this restaurant and having dinner and drinks !,"( restaurant , restaurant general , recommend , positive )",acos,extraction
This place blew me away . . . by far my new favorite restaurant on the uppereast side .,"( place , restaurant general , favorite , positive )",acos,extraction
I ' m not picky - but it was actually gross .,"( NULL , food quality , gross , negative )",acos,extraction
Noodle pudding is exactly the type of service and food I enjoy .,"( service , service general , enjoy , positive ) ; ( food , food quality , enjoy , positive )",acos,extraction
"The food is wonderful , tasty and filling , and the service is professional and friendly .","( food , food quality , wonderful , positive ) ; ( food , food quality , tasty , positive ) ; ( food , food style_options , filling , positive ) ; ( service , service general , professional , positive ) ; ( service , service general , friendly , positive )",acos,extraction
"If you are going for the food , it will not be worth it .","( food , food quality , worth , negative )",acos,extraction
It is so romantic .,"( NULL , ambience general , romantic , positive )",acos,extraction
Decor needs to be upgraded but the food is amazing !,"( Decor , ambience general , upgraded , negative ) ; ( food , food quality , amazing , positive )",acos,extraction
Slightly on the pricey side but worth it !,"( NULL , restaurant prices , pricey , negative ) ; ( NULL , restaurant general , worth , positive )",acos,extraction
"I found the food to be outstanding , particulary the salmon dish I had .","( food , food quality , outstanding , positive ) ; ( salmon dish , food quality , outstanding , positive )",acos,extraction
"Judging from previous posts this used to be a good place , but not any longer .","( place , restaurant general , used to be a good , negative )",acos,extraction
This is the BEST Shabu - Shabu Restaurant in the Try - State Area .,"( Shabu - Shabu Restaurant , restaurant general , BEST , positive )",acos,extraction
"Well , this place is so Ghetto its not even funny .","( place , ambience general , Ghetto , negative ) ; ( place , ambience general , not even funny , negative )",acos,extraction
Not what I would expect for the price and prestige of this location .,"( location , restaurant prices , expect , neutral ) ; ( location , restaurant miscellaneous , expect , neutral )",acos,extraction
They refuse to seat parties of 3 or more on weekends .,"( NULL , service general , refuse , negative )",acos,extraction
i love their chicken pasta cant remember the name but is sooo good,"( chicken pasta , food quality , love , positive )",acos,extraction
I would never recommend this place to anybody even for a casual dinner .,"( place , restaurant general , never recommend , negative ) ; ( place , restaurant miscellaneous , never recommend , negative )",acos,extraction
And evaluated on those terms Pastis is simply wonderful .,"( Pastis , restaurant general , wonderful , positive )",acos,extraction
"The food was great and tasty , but the sitting space was too small , I do n ' t like being cramp in a corner .","( food , food quality , great , positive ) ; ( food , food quality , tasty , positive ) ; ( sitting space , ambience general , too small , negative )",acos,extraction
I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .,"( Mizu , restaurant general , enjoy , positive )",acos,extraction
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )","( fit - out , ambience general , nice , positive ) ; ( furnishings , ambience general , attractive , positive ) ; ( wine list , drinks style_options , reasonable , positive )",acos,extraction
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,"( bagels , food quality , better , positive )",acos,extraction
"When the bill came , nothing was comped , so I told the manager very politely that we were willing to pay for the wine , but I didn ' t think I should have to pay for food with a maggot in it .","( NULL , service general , maggot , negative )",acos,extraction
This is my first time writing a review for a restaurant because the food and service was excellent .,"( food , food quality , excellent , positive ) ; ( service , service general , excellent , positive )",acos,extraction
Gorgeous place ideal for a romantic dinner,"( place , ambience general , Gorgeous , positive ) ; ( place , restaurant miscellaneous , ideal , positive )",acos,extraction
You should pass on the calamari .,"( calamari , food quality , pass , negative )",acos,extraction
There is a lot of variety even for people who eat vegetarian like me .,"( NULL , food style_options , a lot of variety , positive )",acos,extraction
We went around 9:30 on a Friday and it had died down a bit by then so the service was great !,"( service , service general , great , positive )",acos,extraction
"Once we finally got a table , despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed !","( NULL , service general , pushed , negative )",acos,extraction
"Nice atmosphere , the service was very pleasant and the desert was good .","( atmosphere , ambience general , Nice , positive ) ; ( service , service general , pleasant , positive ) ; ( desert , food quality , good , positive )",acos,extraction
It ' s a nice place to relax and have conversation .,"( place , ambience general , nice , positive )",acos,extraction
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,"( outdoor atmosphere , location general , wonderful , positive )",acos,extraction
Great place to relax and enjoy your dinner,"( place , ambience general , Great , positive )",acos,extraction
Everything we had was good or ok . . . but definitely nothing great .,"( NULL , food quality , nothing great , neutral )",acos,extraction
But too far east !,"( NULL , location general , too far , negative )",acos,extraction
The food was actually aweful .,"( food , food quality , aweful , negative )",acos,extraction
I do not recommend .,"( NULL , restaurant general , do not recommend , negative )",acos,extraction
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !","( crust , food quality , best , positive ) ; ( pizza , food quality , should not have additional toppings , positive )",acos,extraction
The staff is incredibly helpful and attentive .,"( staff , service general , helpful , positive ) ; ( staff , service general , attentive , positive )",acos,extraction
"The fish was really , really fresh .","( fish , food quality , fresh , positive )",acos,extraction
I really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,"( scallops , food quality , like , positive ) ; ( mahi mahi ( on saffron risotto , food quality , like , positive )",acos,extraction
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .,"( beef and noodle soup dishes , food quality , nothing we got was Thai , negative )",acos,extraction
"The wait staff is very freindly , they make it feel like you ' re eating in a freindly little european town .","( wait staff , service general , freindly , positive )",acos,extraction
"The dinner was ok , nothing I would have again .","( dinner , food quality , ok , negative )",acos,extraction
Faan is sooo good .,"( Faan , restaurant general , good , positive )",acos,extraction
"The portions are HUGE , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .","( portions , food style_options , HUGE , neutral )",acos,extraction
"Their sake list was extensive , but we were looking for Purple Haze , which was n ' t listed but made for us upon request !","( sake list , drinks style_options , extensive , positive ) ; ( NULL , service general , made for us upon request , positive )",acos,extraction
It is also extremely well priced .,"( NULL , food prices , well priced , positive )",acos,extraction
This place is a great bargain .,"( place , restaurant prices , great bargain , positive )",acos,extraction
"Place is open till late , no dress code .","( Place , restaurant miscellaneous , open till late , positive )",acos,extraction
In summer - eat outside on a terrace ( another great feature of Suan ) ! ! !,"( terrace , ambience general , great , positive )",acos,extraction
"Try the Pad Thai , or sample anything on the appetizer menu . . . they ' re all delicious .","( Pad Thai , food quality , Try , positive ) ; ( Pad Thai , food quality , delicious , positive ) ; ( appetizer menu , food quality , delicious , positive )",acos,extraction
"Be prepared to wait , because the place is pretty tiny .","( place , restaurant miscellaneous , tiny , negative ) ; ( place , ambience general , tiny , negative )",acos,extraction
Worth visiting the 1st Ave spot because it is the original store .,"( 1st Ave spot , restaurant miscellaneous , Worth visiting , positive )",acos,extraction
"The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .","( ceiling , ambience general , un - appetizing , negative ) ; ( vent , ambience general , un - appetizing , negative )",acos,extraction
Loved It,"( NULL , restaurant general , Loved , positive )",acos,extraction
We will go back every time we are in the City .,"( NULL , restaurant general , go back , positive )",acos,extraction
They should have called it mascarpone with chocolate chips - good but a far cry from what the name implies .,"( NULL , food quality , a far cry , negative )",acos,extraction
"One of the best , if not THE best , restaurants in Park Slope ( and NY in general )","( NULL , restaurant general , best , positive )",acos,extraction
The main entree was also very good .,"( main entree , food quality , good , positive )",acos,extraction
"( The asparagus , truffle oil , parmesan bruschetta is a winner ! )","( asparagus , truffle oil , parmesan bruschetta , food quality , winner , positive )",acos,extraction
The food is okay and the prices here are mediocre .,"( food , food quality , okay , neutral ) ; ( NULL , restaurant prices , mediocre , neutral )",acos,extraction
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,"( food , food quality , like being back in Japan , positive ) ; ( feel , ambience general , like being back in Japan , positive )",acos,extraction
Amazing food .,"( food , food quality , Amazing , positive )",acos,extraction
The pizza is overpriced and soggy .,"( pizza , food quality , soggy , negative ) ; ( pizza , food prices , overpriced , negative )",acos,extraction
"Our teenage kids love it , too .","( NULL , restaurant general , love , positive )",acos,extraction
"Love the scene first off - the place has a character and nice light to it . . very fortunate , location wise .","( scene , ambience general , Love , positive ) ; ( place , ambience general , nice , positive ) ; ( location , location general , fortunate , positive )",acos,extraction
Waitstaff are very friendly .,"( Waitstaff , service general , friendly , positive )",acos,extraction
"You would think they would make up for it with service , sadly , no .","( service , service general , sadly , negative )",acos,extraction
"My husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .","( NULL , food style_options , eaten several more , negative ) ; ( portion , food style_options , fine , positive ) ; ( french fries , food quality , best , positive )",acos,extraction
I go and eat out at many different restaurants and this is one place you have go and try .,"( place , restaurant general , have go and try , positive )",acos,extraction
"I am not a vegetarian but , almost all the dishes were great .","( dishes , food quality , great , positive )",acos,extraction
"It is terrific , as is the value .","( NULL , food quality , terrific , positive ) ; ( NULL , food prices , terrific , positive )",acos,extraction
Patroon features a nice cigar bar and has great staff .,"( cigar bar , ambience general , nice , positive ) ; ( staff , service general , great , positive )",acos,extraction
Amazing !,"( NULL , food quality , Amazing , positive )",acos,extraction
There is no excuse for such lousy service !,"( service , service general , lousy , negative )",acos,extraction
"Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .","( waitstaff , service general , comfortable , positive ) ; ( waitstaff , service general , relaxed , positive )",acos,extraction
"great food , great wine list , great service in a great neighborhood . . .","( food , food quality , great , positive ) ; ( wine list , drinks style_options , great , positive ) ; ( service , service general , great , positive ) ; ( neighborhood , location general , great , positive )",acos,extraction
"Overall , not worth the money .","( NULL , restaurant prices , not worth , negative )",acos,extraction
the food is decent .,"( food , food quality , decent , neutral )",acos,extraction
The only thing that strikes you is the decor ? ( not very pleasant ) .,"( decor , ambience general , not very pleasant , negative )",acos,extraction
"Even if the food was n ' t this good , the garden is a great place to sit outside and relax .","( garden , ambience general , great , positive ) ; ( food , food quality , was n ' t this good , positive )",acos,extraction
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian .,"( NULL , restaurant miscellaneous , pleasantly surprised , positive )",acos,extraction
Everyone was smiling so that made me feel welcome .,"( NULL , service general , welcome , positive )",acos,extraction
If you want something really different than try Jekyll and Hyde .,"( Jekyll and Hyde , restaurant general , different , positive )",acos,extraction
"I ' ve been to at Cafe Spice probably 5 - 8 times , it is probably still the best Indian restaurant around Union Square .","( Cafe Spice , restaurant general , best , positive )",acos,extraction
Service not the friendliest to our `` large party `` !,"( Service , service general , not the friendliest , negative )",acos,extraction
"We ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .","( back patio , ambience general , worth , positive ) ; ( back patio , ambience general , cool , positive ) ; ( music , ambience general , well , positive )",acos,extraction
"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","( somosas , food quality , like , positive ) ; ( chai , food quality , like , positive ) ; ( chole , food quality , like , positive ) ; ( dhosas , food quality , dissapointing , negative ) ; ( dhal , food quality , dissapointing , negative )",acos,extraction
The pizza was delivered cold and the cheese was n ' t even fully melted !,"( pizza , food quality , cold , negative ) ; ( cheese , food quality , was n ' t even fully melted , negative )",acos,extraction
The service was excellent and the food was delicious .,"( service , service general , excellent , positive ) ; ( food , food quality , delicious , positive )",acos,extraction
It just was n ' t Thai .,"( NULL , food quality , was n ' t Thai , negative )",acos,extraction
"When we threatened to leave , we were offered a meager discount even though half the order was missing .","( NULL , service general , missing , negative )",acos,extraction
I went there for lunch and it was not as good as I expected from the reviews I read .,"( lunch , food quality , not as good as I expected , negative )",acos,extraction
"They do n ' t concern much of customer ' s health , just want to make money .","( NULL , restaurant miscellaneous , do n ' t concern much , negative )",acos,extraction
"The atmosphere is nothing special , but it feels like a Sushi establishment in Tokyo .","( atmosphere , ambience general , nothing special , positive )",acos,extraction
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .","( anti - pasta , food quality , excellent , positive ) ; ( calamari , food quality , excellent , positive ) ; ( pasta mains , food quality , excellent , positive ) ; ( pasta mains , food style_options , excellent , positive )",acos,extraction
"The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .","( food , food quality , average to above - average , positive ) ; ( French Onion soup , food quality , not overly impressive , negative ) ; ( desserts , food quality , not brilliant , negative )",acos,extraction
This was a great surprise .,"( NULL , restaurant general , a great surprise , positive )",acos,extraction
"Its dark , and cozy . . there is always jazz music playing when we go .","( NULL , ambience general , cozy , positive )",acos,extraction
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . both very tasty .,"( Caesar Salad , food quality , Enjoyed , positive ) ; ( Caesar Salad , food quality , nice , positive ) ; ( arugula and goat cheese , food quality , tasty , positive )",acos,extraction
THIS STAFF SHOULD BE FIRED .,"( STAFF , service general , FIRED , negative )",acos,extraction
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .","( salmon , food quality , fishy , negative ) ; ( salmon , food quality , dry , negative ) ; ( salmon , food quality , bland , negative ) ; ( salmon , food prices , $ 24 , negative )",acos,extraction
and yes Dal Bukhara is so dam good and so are all the kababs .,"( kababs , food quality , good , positive ) ; ( Dal Bukhara , food quality , good , positive )",acos,extraction
"Great , original taste .","( NULL , food quality , Great , positive ) ; ( NULL , food quality , original , positive )",acos,extraction
I highly recommend the Sophia pizza .,"( Sophia pizza , food quality , recommend , positive )",acos,extraction
"This is a great place to take out - of - towners , and perfect for watching the sunset .","( place , location general , great , positive )",acos,extraction
"We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .","( chicken casserole , food quality , all dark meat and on the bone , negative ) ; ( chicken casserole , food style_options , small , negative )",acos,extraction
"We were worried we would have trouble getting in , but somehow managed to have a short wait .","( wait , service general , short , positive )",acos,extraction
The food was absolutely amazing ! !,"( food , food quality , amazing , positive )",acos,extraction
Not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring .,"( meals , food quality , edible , negative ) ; ( rosemary or orange flavoring , food quality , weird , negative )",acos,extraction
I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,"( lobster roll , food quality , recommend , positive ) ; ( lobster , food quality , fresh , positive )",acos,extraction
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,"( NULL , food quality , old canned vegetables , negative )",acos,extraction
The place was nice and calm .,"( place , ambience general , nice , positive ) ; ( place , ambience general , calm , positive )",acos,extraction
"The portion sizes here are huge , and the sushi is good .","( portion sizes , food style_options , huge , positive ) ; ( sushi , food quality , good , positive )",acos,extraction
The hostess is rude to the point of being offensive .,"( hostess , service general , rude , negative ) ; ( hostess , service general , offensive , negative )",acos,extraction
I would defiantly come back here again as one of my top choices .,"( NULL , restaurant general , top choices , positive )",acos,extraction
We thought that this place is using too much of MSG cooking in the foods .,"( foods , food quality , using too much of MSG , negative )",acos,extraction
"Over the years the host , Vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he ' s even able to remember a consistent but not - so - frequent visitor .","( host , service general , amazing , positive ) ; ( crew , service general , treated me as family , positive )",acos,extraction
I had never had Edamame pureed before but I thought it was innovative and tasty ( could ' ve used a bit more salt ) .,"( Edamame pureed , food quality , tasty , positive ) ; ( Edamame pureed , food style_options , innovative , positive )",acos,extraction
"As to my comment about the food , no apology or acknowledgment was made .","( NULL , service general , no apology or acknowledgment , negative )",acos,extraction
My husband and I have been sold on this from the first visit .,"( NULL , restaurant general , sold on , positive )",acos,extraction
"The lamb was tender so full of flavor , the dessert was divine ! !","( lamb , food quality , tender , positive ) ; ( dessert , food quality , divine , positive )",acos,extraction
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .,"( lobster sandwich , food quality , good , positive ) ; ( spaghetti with Scallops and Shrimp , food quality , great , positive )",acos,extraction
"The food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .","( food , food quality , delicious , positive ) ; ( dishes , food quality , never a disappointment , positive ) ; ( specials , food quality , delicious , positive ) ; ( regular menu - fare , food quality , delicious , positive )",acos,extraction
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .","( Lucky Strike , restaurant general , best , positive )",acos,extraction
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,"( service , service general , good , positive ) ; ( place , ambience general , relaxing , positive )",acos,extraction
Cheese plate is a varied delight and great bargain at $ 10 .,"( Cheese plate , food quality , varied delight , positive ) ; ( Cheese plate , food style_options , varied delight , positive ) ; ( Cheese plate , food prices , great bargain , positive )",acos,extraction
"I like the ambience , it ' s very dark and original .","( ambience , ambience general , like , positive ) ; ( ambience , ambience general , dark , positive ) ; ( ambience , ambience general , original , positive )",acos,extraction
The fish was not fresh and the rice tasted old and stale .,"( fish , food quality , not fresh , negative ) ; ( rice , food quality , old , negative ) ; ( rice , food quality , stale , negative )",acos,extraction
Our food was great too !,"( food , food quality , great , positive )",acos,extraction
"Best Indian Chinese in the city , by far !","( Indian Chinese , food quality , Best , positive )",acos,extraction
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I ' ve ever had ) .","( dishes , food quality , unique , positive ) ; ( dishes , food quality , tasty , positive ) ; ( dishes , food quality , fresh , positive ) ; ( pistachio ice cream , food quality , amazing , positive )",acos,extraction
He offers subpar service and has no personality .,"( service , service general , subpar , negative )",acos,extraction
I highly recommend it .,"( NULL , restaurant general , recommend , positive )",acos,extraction
"One would think we ' d get an apology or complimentary drinks - instead , we got a snobby waiter would n ' t even take our order for 15 minutes and gave us lip when we asked him to do so .","( waiter , service general , snobby , negative )",acos,extraction
I love it .,"( NULL , restaurant general , love , positive )",acos,extraction
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .","( in - house lady DJ , ambience general , good taste , positive )",acos,extraction
I ' ll be back for sure .,"( NULL , restaurant general , be back , positive )",acos,extraction
"I must say I am surprised by the bad reviews of the restaurant earlier in the year , though .","( restaurant , restaurant general , bad , positive )",acos,extraction
The portions are large and the servers always surprise us with a different starter .,"( portions , food style_options , large , positive )",acos,extraction
Dumbfoundingly Poor,"( NULL , restaurant general , Dumbfoundingly Poor , negative )",acos,extraction
The food is excellent !,"( food , food quality , excellent , positive )",acos,extraction
"When we sat , we got great and fast service .","( service , service general , great , positive ) ; ( service , service general , fast , positive )",acos,extraction
"They have great rolls , the triple color and norwegetan rolls , are awesome and filling .","( rolls , food quality , great , positive ) ; ( triple color and norwegetan rolls , food quality , awesome , positive ) ; ( triple color and norwegetan rolls , food style_options , filling , positive )",acos,extraction
"Do n ' t judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .","( place , restaurant general , try it to believe it , positive )",acos,extraction
"We arrived and were seated immediately , which made us both happy .","( NULL , service general , happy , positive )",acos,extraction
"Great place , great value .","( place , restaurant general , Great , positive ) ; ( place , restaurant prices , Great , positive )",acos,extraction
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,"( atmosphere , ambience general , noisy , negative ) ; ( waiters , service general , fast , positive )",acos,extraction
I plan on stopping by next week as well .,"( NULL , restaurant general , stopping by next week , positive )",acos,extraction
The wine the service was very good too .,"( wine , drinks quality , good , positive ) ; ( service , service general , good , positive )",acos,extraction
This tiny Williamsburg spot is always pleasantly surprising .,"( Williamsburg spot , restaurant general , surprising , positive )",acos,extraction
My Girlfriend and I stumbled onto this hopping place the other night and had a great time !,"( place , restaurant general , hopping , positive ) ; ( place , restaurant general , great time , positive )",acos,extraction
"Do not get the Go Go Hamburgers , no matter what the reviews say .","( Go Go Hamburgers , food quality , Do not get , negative )",acos,extraction
Best Pastrami I ever had and great portion without being ridiculous .,"( Pastrami , food quality , Best , positive ) ; ( portion , food style_options , great , positive )",acos,extraction
Had no flavor and the staff is rude and not attentive .,"( staff , service general , rude , negative ) ; ( staff , service general , not attentive , negative ) ; ( NULL , food quality , no flavor , negative )",acos,extraction
I ate here a week ago and found most dishes average at best and too expensive .,"( dishes , food quality , average , negative ) ; ( dishes , food prices , too expensive , negative )",acos,extraction
But that is highly forgivable .,"( NULL , restaurant miscellaneous , highly forgivable , positive )",acos,extraction
Go there once and oh yes . . . you will go back . . . you will . . .,"( NULL , restaurant general , go back , positive )",acos,extraction
delicious simple food in nice outdoor atmosphere .,"( food , food quality , delicious simple , positive ) ; ( food , food style_options , delicious simple , positive ) ; ( outdoor atmosphere , ambience general , nice , positive )",acos,extraction
"It was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive .","( restaurant , restaurant general , repulsive , negative )",acos,extraction
The design and atmosphere is just as good .,"( design , ambience general , good , positive ) ; ( atmosphere , ambience general , good , positive )",acos,extraction
Over all it was a very nice romantic place .,"( place , restaurant general , nice romantic , positive ) ; ( place , ambience general , nice romantic , positive )",acos,extraction
Delivery is fast too .,"( Delivery , service general , fast , positive )",acos,extraction
One of my favorite places in Manhattan .,"( NULL , restaurant general , favorite , positive )",acos,extraction
"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .","( fish , food quality , quality , positive ) ; ( service , service general , great , positive )",acos,extraction
Drawbacks : service is slow and they do n ' t toast !,"( service , service general , slow , negative )",acos,extraction
The service was attentive .,"( service , service general , attentive , positive )",acos,extraction
The scallion pancakes and fried dumplings were nothing out of the ordinary .,"( scallion pancakes , food quality , ordinary , neutral ) ; ( fried dumplings , food quality , ordinary , neutral )",acos,extraction
"Anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .","( NULL , food quality , greasy , negative ) ; ( NULL , food quality , dry , negative ) ; ( NULL , food quality , tasteless , negative )",acos,extraction
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible !,"( meal , food quality , inedible , negative ) ; ( NULL , restaurant prices , fought my bill , negative )",acos,extraction
"In any event , this is a place I ' ll be sure to stop by again when I ' m in this part of town .","( place , restaurant general , stop by again , positive )",acos,extraction
It ' s definately not a place to go if you want to impress someone .,"( place , restaurant miscellaneous , impress , negative )",acos,extraction
I / we will never go back to this place again .,"( place , restaurant general , never go back , negative )",acos,extraction
Gross food – Wow -,"( food , food quality , Gross , negative )",acos,extraction
but the service was a bit slow .,"( service , service general , slow , negative )",acos,extraction
"The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !","( svc , service general , rude , negative ) ; ( restaurant , restaurant general , must , positive )",acos,extraction
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing !,"( service , service general , spectacular , positive ) ; ( waiter , service general , amazing , positive )",acos,extraction
Impressed . . .,"( NULL , restaurant general , Impressed , positive )",acos,extraction
