text_a,text_b,label
"Ini sekaligus menandai comeback 2AM setelah terakhir merilis album studio Let ' s Talk Together pada 2014 . Adele menunda penampilan konser residensi nya di Las Vegas yang mesti nya mulai digelar Jumat ( 21 / 1 ) , karena separuh kru terinfeksi Covid - 19 .",kru-comeback,0
"Ini sekaligus menandai comeback 2AM setelah terakhir merilis album studio Let ' s Talk Together pada 2014 . Adele menunda penampilan konser residensi nya di Las Vegas yang mesti nya mulai digelar Jumat ( 21 / 1 ) , karena separuh kru terinfeksi Covid - 19 .",kru-terinfeksi covid - 19,1
Keputusan itu disampaikan Adele lewat unggahan di Instagram dengan berurai air mata pada Jumat ( 21 / 1 ) pagi waktu Indonesia .,adele-berurai air mata,1
""" Hai , dengar , saya minta maaf , acara saya belum siap . Kami sudah mencoba berbagai cara yang bisa kami lakukan untuk bisa melakukan nya sesuai jadwal dan membuat nya cukup bagus buat kalian , "" kata Adele dengan mata berkaca-kaca .",acara-belum siap,1
""" Hai , dengar , saya minta maaf , acara saya belum siap . Kami sudah mencoba berbagai cara yang bisa kami lakukan untuk bisa melakukan nya sesuai jadwal dan membuat nya cukup bagus buat kalian , "" kata Adele dengan mata berkaca-kaca .",acara-mata berkaca-kaca,0
""" Hai , dengar , saya minta maaf , acara saya belum siap . Kami sudah mencoba berbagai cara yang bisa kami lakukan untuk bisa melakukan nya sesuai jadwal dan membuat nya cukup bagus buat kalian , "" kata Adele dengan mata berkaca-kaca .",adele-belum siap,0
""" Hai , dengar , saya minta maaf , acara saya belum siap . Kami sudah mencoba berbagai cara yang bisa kami lakukan untuk bisa melakukan nya sesuai jadwal dan membuat nya cukup bagus buat kalian , "" kata Adele dengan mata berkaca-kaca .",adele-mata berkaca-kaca,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-terkena,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-mengalami keterlambatan pengiriman,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-mustahil untuk merampungkan,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-mendadak,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-terkena,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-mengalami keterlambatan pengiriman,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-mustahil untuk merampungkan,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-mendadak,1
""" Kami sudah bangun selama lebih dari 30 jam untuk mencari tahu dan kami kehabisan waktu . Saya sangat kesal , malu , dan sangat menyesal kepada semua orang yang akan datang [ ke pertunjukan ] . Saya benar-benar minta maaf , "" kata Adele .",adele-kehabisan waktu,1
""" Kami sudah bangun selama lebih dari 30 jam untuk mencari tahu dan kami kehabisan waktu . Saya sangat kesal , malu , dan sangat menyesal kepada semua orang yang akan datang [ ke pertunjukan ] . Saya benar-benar minta maaf , "" kata Adele .",adele-sangat kesal,1
""" Kami sudah bangun selama lebih dari 30 jam untuk mencari tahu dan kami kehabisan waktu . Saya sangat kesal , malu , dan sangat menyesal kepada semua orang yang akan datang [ ke pertunjukan ] . Saya benar-benar minta maaf , "" kata Adele .",adele-malu,1
""" Kami sudah bangun selama lebih dari 30 jam untuk mencari tahu dan kami kehabisan waktu . Saya sangat kesal , malu , dan sangat menyesal kepada semua orang yang akan datang [ ke pertunjukan ] . Saya benar-benar minta maaf , "" kata Adele .",adele-sangat menyesal,1
Album studio keempat nya ini berisi 12 lagu yang diawali Strangers by Nature dan lagu Easy On Me sebagai single andalan nya .,easy on me-single andalan,1
""" Merupakan kehormatan mutlak dalam hidup ku untuk memiliki mu di sini malam ini , sayang , "" ungkap Adele sambil tersenyum pada Angelo .",adele-kehormatan mutlak,1
""" Merupakan kehormatan mutlak dalam hidup ku untuk memiliki mu di sini malam ini , sayang , "" ungkap Adele sambil tersenyum pada Angelo .",adele-tersenyum,1
"Mengutip NK News , konser ini mempromosikan propaganda anti AS lewat lagu dan pertunjukan anak-anak dengan kostum tentara .",konser-mempromosikan propaganda anti as,1
Lagu lain yang ditampilkan mengisahkan kesempatan penebusan dosa bagi masyarakat yang sempat memiliki pikiran anti-sosialis .,masyarakat-memiliki pikiran anti-sosialis,1
Konser ini juga menampilkan gambar tentara yang menggunakan helm bertuliskan ' AS ' menginjak dan menyerang perempuan Korea .,tentara-menginjak,1
Konser ini juga menampilkan gambar tentara yang menggunakan helm bertuliskan ' AS ' menginjak dan menyerang perempuan Korea .,tentara-menyerang perempuan korea,1
Para anak-anak dalam kostum tentara dan senjata main memerankan warga yang bersedih karena perang .,warga-bersedih,1
"Mereka menggunakan masker dan seragam sekolah sembari menyerukan imbauan untuk menjaga "" ruang kelas tercinta Marshal ( Kim Jong - un ) bebas virus "" .",ruang kelas tercinta marshal ( kim jong - un )-bebas virus,1
"Selain itu , mereka mengucapkan terima kasih kepada partai yang berkuasa karena telah membuat rumah mereka terhindar dari sosialis .",partai yang berkuasa-mengucapkan terima kasih,1
"Selain itu , mereka mengucapkan terima kasih kepada partai yang berkuasa karena telah membuat rumah mereka terhindar dari sosialis .",partai yang berkuasa-membuat rumah mereka terhindar dari sosialis,1
"Namun , dalam wawancara bersama Forbes pada 2020 , West menilai menerima vaksin merupakan ' tanda binatang . ' Australia kini berhadapan dengan lonjakan kasus Covid - 19 yang disebabkan oleh varian Omicron .",vaksin-tanda binatang,1
"Namun , dalam wawancara bersama Forbes pada 2020 , West menilai menerima vaksin merupakan ' tanda binatang . ' Australia kini berhadapan dengan lonjakan kasus Covid - 19 yang disebabkan oleh varian Omicron .",vaksin-lonjakan,0
"Namun , dalam wawancara bersama Forbes pada 2020 , West menilai menerima vaksin merupakan ' tanda binatang . ' Australia kini berhadapan dengan lonjakan kasus Covid - 19 yang disebabkan oleh varian Omicron .",kasus covid - 19-tanda binatang,0
"Namun , dalam wawancara bersama Forbes pada 2020 , West menilai menerima vaksin merupakan ' tanda binatang . ' Australia kini berhadapan dengan lonjakan kasus Covid - 19 yang disebabkan oleh varian Omicron .",kasus covid - 19-lonjakan,1
"Pada Sabtu ( 29 / 1 ) , sebanyak 97 orang meninggal dunia akibat infeksi virus corona , dikutip dari Reuters .",infeksi virus corona-meninggal dunia,1
"Meski demikian , beberapa otoritas kesehatan di negara bagian Australia mengatakan penerimaan pasien rawat inap berkurang .",penerimaan pasien rawat inap-berkurang,1
"Hingga kemudian , sejumlah sebaran di media sosial berisi konser internasional disebut bakal digelar pada tahun ini , di tengah Indonesia dihantam varian omicron dan terancam memasuki gelombang tiga .",indonesia-terancam memasuki gelombang tiga,1
""" Yang saya pahami bahwa ke depan kita sudah bisa menjalankan konser dengan catatan mengikuti kondisi pada momen itu , "" kata Ketua Asosiasi Promotor Indonesia ( APMI ) , Dino Hamid kepada CNNIndonesia.com , Kamis ( 27 / 1 ) .",konser-sudah bisa,1
"Namun menimbang situasi dan pengetatan yang terus berganti seiring dengan perkembangan kasus Covid - 19 , kepastian izin keramaian pun menjadi tidak pasti di masa depan meski sejumlah acara memang sudah digelar sejak akhir tahun .",izin keramaian-tidak pasti,1
""" Kalau memang kondisi nya lagi PPKM level tinggi , kondisi nya tidak kondusif ya tidak bisa dilakukan , "" kata Dino .",ppkm-level tinggi,1
""" Kalau memang kondisi nya lagi PPKM level tinggi , kondisi nya tidak kondusif ya tidak bisa dilakukan , "" kata Dino .",ppkm-tidak kondusif,0
""" Kalau memang kondisi nya lagi PPKM level tinggi , kondisi nya tidak kondusif ya tidak bisa dilakukan , "" kata Dino .",kondisi-level tinggi,0
""" Kalau memang kondisi nya lagi PPKM level tinggi , kondisi nya tidak kondusif ya tidak bisa dilakukan , "" kata Dino .",kondisi-tidak kondusif,1
""" Kalau bicara reschedule , industri ini kan sudah dua tahun tidak berjalan , sekarang akhirnya bisa dilaksanakan . Harus nya ini harus dihadapi bersama-sama baik kami dari pelaku industri maupun calon penonton nya , "" kata Dino .",industri-tidak berjalan,1
Ia juga berterima kasih kepada penggemar yang telah memberikan nya semangat melalui media sosial .,penggemar-memberikan nya semangat,1
"Seperti diberitakan ET , Celine Dion sebelumnya menunda konser di Las Vegas karena kejang otot parah yang berlangsung secara terus menerus pada Oktober 2021 lalu .",celine dion-menunda konser,1
"Pada Maret 2021 , Celine Dion juga menunda dua konser setelah mengidap flu dan menjalani tes Covid - 19 .",celine dion-menunda dua konser,1
"Pada Maret 2021 , Celine Dion juga menunda dua konser setelah mengidap flu dan menjalani tes Covid - 19 .",celine dion-mengidap flu,1
Salah satu penggemar bahkan tidak menerima pengembalian penuh dari hotel penyedia tempat konser .,hotel penyedia tempat konser-penggemar bahkan tidak menerima pengembalian penuh,1
"Seperti diberitakan Ace Showbiz pada Minggu ( 22 / 1 ) , penggemar bernama Dawn Sinko tidak menerima pengembalian dari Caesars Palace selaku penyedia tempat konser .",dawn sinko-tidak menerima pengembalian,1
"Namun , Dawn Sinko mengatakan tidak mendapatkan pengembalian uang untuk malam pertama karena pembatalan dalam waktu 24 jam .",dawn sinko-tidak mendapatkan pengembalian uang,1
Ia menekankan padahal itu akibat pembatalan mendadak oleh Adele yang bakal menggelar acara di hotel tersebut .,pembatalan-mendadak,1
""" Ini sebuah kegilaan . Saya mengerti jika itu di hotel berbeda tetapi ini terjadi di tempat acara yang dibatalkan , "" kata Dawn Sinko .",hotel-kegilaan,1
""" Ini sebuah kegilaan . Saya mengerti jika itu di hotel berbeda tetapi ini terjadi di tempat acara yang dibatalkan , "" kata Dawn Sinko .",hotel-dibatalkan,0
""" Ini sebuah kegilaan . Saya mengerti jika itu di hotel berbeda tetapi ini terjadi di tempat acara yang dibatalkan , "" kata Dawn Sinko .",acara-kegilaan,0
""" Ini sebuah kegilaan . Saya mengerti jika itu di hotel berbeda tetapi ini terjadi di tempat acara yang dibatalkan , "" kata Dawn Sinko .",acara-dibatalkan,1
""" Jika Adele tahu akan membatalkan nya , mengapa menunggu sampai detik terakhir ? Itu sungguh mengerikan . Jika membatalkan nya dua atau tiga hari sebelumnya tentu berbeda , "" kritik Dawn .",adele-membatalkan,1
""" Jika Adele tahu akan membatalkan nya , mengapa menunggu sampai detik terakhir ? Itu sungguh mengerikan . Jika membatalkan nya dua atau tiga hari sebelumnya tentu berbeda , "" kritik Dawn .",adele-sungguh mengerikan,1
""" Jika Adele tahu akan membatalkan nya , mengapa menunggu sampai detik terakhir ? Itu sungguh mengerikan . Jika membatalkan nya dua atau tiga hari sebelumnya tentu berbeda , "" kritik Dawn .",adele-membatalkan,1
"Sebelumnya , Adele mengumumkan batal konser kurang dari 24 jam sebelum malam pembukaan .",adele-batal konser,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",pengiriman-keterlambatan,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",pengiriman-terkena,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",pengiriman-mustahil untuk merampungkan,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",pengiriman-begitu mendadak,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-keterlambatan,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-terkena,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-mustahil untuk merampungkan,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",kru-begitu mendadak,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-keterlambatan,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-terkena,0
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-mustahil untuk merampungkan,1
""" Namun kami benar-benar mengalami keterlambatan pengiriman dan Covid - 19 , separuh kru dan separuh tim saya terkena , dan mustahil untuk merampungkan acara nya . ... Saya minta maaf ini begitu mendadak , "" lanjut nya .",acara-begitu mendadak,1
Sejauh ini Warner Music belum menjelaskan lebih detail di mana persis nya lokasi properti yang dimaksud .,warner music-belum menjelaskan lebih detail,1
"Bagi The Sandbox kerja sama seperti ini bisa mengundang lebih banyak artis dari perusahaan lain , bereksperimen lebih lanjut di bidang hiburan , dan menyedot perhatian komunitas dunia .",the sandbox-bisa mengundang lebih banyak artis,1
"Bagi The Sandbox kerja sama seperti ini bisa mengundang lebih banyak artis dari perusahaan lain , bereksperimen lebih lanjut di bidang hiburan , dan menyedot perhatian komunitas dunia .",the sandbox-bereksperimen lebih lanjut di bidang hiburan,1
"Bagi The Sandbox kerja sama seperti ini bisa mengundang lebih banyak artis dari perusahaan lain , bereksperimen lebih lanjut di bidang hiburan , dan menyedot perhatian komunitas dunia .",the sandbox-menyedot perhatian komunitas dunia,1
"Sebastien Borget , pendiri dan COO The Sandbox , mengatakan bahwa jabat tangan dengan Warner Music bisa membuka metaverse mendekat ke status kepemilikan bersama yang desentralisasi .",warner music-bisa membuka metaverse,1
"Sebastien Borget , pendiri dan COO The Sandbox , mengatakan bahwa jabat tangan dengan Warner Music bisa membuka metaverse mendekat ke status kepemilikan bersama yang desentralisasi .",warner music-desentralisasi,1
"Hiburan di The Sandbox berteknologi blockchain dan NFT , ini arti nya lebih longgar soal identitas kepemilikan dan aset dapat ditransaksikan tanpa perantara di antara pemilik .",identitas kepemilikan-lebih longgar,1
"Hiburan di The Sandbox berteknologi blockchain dan NFT , ini arti nya lebih longgar soal identitas kepemilikan dan aset dapat ditransaksikan tanpa perantara di antara pemilik .",identitas kepemilikan-dapat ditransaksikan tanpa perantara,1
Hal itu kemudian membuat ia terpaksa menunda dua konser di Dallas yang awal nya direncanakan sebagai tur perpisahan .,konser-terpaksa menunda,1
""" Selalu kecewa ketika harus menunda acara . Saya sangat menyesal kepada semua orang yang tidak nyaman dengan keputusan ini , "" kata Elton John seperti dilansir AFP .",elton john-selalu kecewa,1
""" Selalu kecewa ketika harus menunda acara . Saya sangat menyesal kepada semua orang yang tidak nyaman dengan keputusan ini , "" kata Elton John seperti dilansir AFP .",elton john-menunda acara,1
""" Selalu kecewa ketika harus menunda acara . Saya sangat menyesal kepada semua orang yang tidak nyaman dengan keputusan ini , "" kata Elton John seperti dilansir AFP .",elton john-sangat menyesal,1
""" Selalu kecewa ketika harus menunda acara . Saya sangat menyesal kepada semua orang yang tidak nyaman dengan keputusan ini , "" kata Elton John seperti dilansir AFP .",elton john-tidak nyaman,1
""" Tapi saya ingin menjaga diri saya dan tim tetap aman , "" ia menegaskan mengenai penundaan konser di Dallas .",tim-aman,1
"Dalam kesempatan yang sama , Elton John juga mengungkapkan telah mendapat vaksinasi penuh sehingga tidak mendapatkan gejala berat ketika terpapar virus corona .",elton john-tidak mendapatkan gejala berat,1
"Dalam kesempatan yang sama , Elton John juga mengungkapkan telah mendapat vaksinasi penuh sehingga tidak mendapatkan gejala berat ketika terpapar virus corona .",elton john-terpapar virus corona,1
""" Untung nya saya sudah vaksinasi penuh dan mendapat booster , gejala saya ringan , "" ungkap Elton John .",gejala-ringan,1
""" Untung nya saya sudah vaksinasi penuh dan mendapat booster , gejala saya ringan , "" ungkap Elton John .",gejala-sudah vaksinasi penuh,0
""" Untung nya saya sudah vaksinasi penuh dan mendapat booster , gejala saya ringan , "" ungkap Elton John .",gejala-mendapat booster,0
""" Untung nya saya sudah vaksinasi penuh dan mendapat booster , gejala saya ringan , "" ungkap Elton John .",elton john-ringan,0
""" Untung nya saya sudah vaksinasi penuh dan mendapat booster , gejala saya ringan , "" ungkap Elton John .",elton john-sudah vaksinasi penuh,1
""" Untung nya saya sudah vaksinasi penuh dan mendapat booster , gejala saya ringan , "" ungkap Elton John .",elton john-mendapat booster,1
"Konser Elton John merupakan satu dari sejumlah acara yang batal terselenggara dalam beberapa bulan terakhir , seperti tur band KISS usai positif Covid - 19 .",konser elton john-batal terselenggara,1
"Konser Elton John merupakan satu dari sejumlah acara yang batal terselenggara dalam beberapa bulan terakhir , seperti tur band KISS usai positif Covid - 19 .",konser elton john-positif covid - 19,0
"Konser Elton John merupakan satu dari sejumlah acara yang batal terselenggara dalam beberapa bulan terakhir , seperti tur band KISS usai positif Covid - 19 .",band kiss-batal terselenggara,0
"Konser Elton John merupakan satu dari sejumlah acara yang batal terselenggara dalam beberapa bulan terakhir , seperti tur band KISS usai positif Covid - 19 .",band kiss-positif covid - 19,1
"Sebelumnya , Pihak Recording Academy bersama CBS , mitra televisi , mengonfirmasi Grammy Awards 2022 resmi diundur karena lonjakan kasus Covid - 19 dalam beberapa waktu terakhir .",grammy awards 2022-resmi diundur,1
"Sebelumnya , Pihak Recording Academy bersama CBS , mitra televisi , mengonfirmasi Grammy Awards 2022 resmi diundur karena lonjakan kasus Covid - 19 dalam beberapa waktu terakhir .",grammy awards 2022-lonjakan,0
"Sebelumnya , Pihak Recording Academy bersama CBS , mitra televisi , mengonfirmasi Grammy Awards 2022 resmi diundur karena lonjakan kasus Covid - 19 dalam beberapa waktu terakhir .",kasus covid - 19-resmi diundur,0
"Sebelumnya , Pihak Recording Academy bersama CBS , mitra televisi , mengonfirmasi Grammy Awards 2022 resmi diundur karena lonjakan kasus Covid - 19 dalam beberapa waktu terakhir .",kasus covid - 19-lonjakan,1
"Konser bertajuk SMTOWN 2022 : SMCU EXPRESS @KWANGYA tersebut mengalahkan rekor konser SM Entertainment sebelumnya , yakni SMTOWN Live Culture Humanity yang digelar tahun lalu .",smtown 2022 : smcu express @kwangya-mengalahkan rekor,1
Konser SMTOWN 2022 : SMCU EXPRESS @KWANGYA disiarkan secara gratis pada Sabtu ( 1 / 1 ) mulai pukul 1 siang waktu Korea .,smtown 2022 : smcu express @kwangya-disiarkan secara gratis,1
Kepala Bapas Kelas 1 Jaksel Ricky Dwi Biantoro menjelaskan selama masa CMB Angie diperbolehkan untuk keluar kota dengan catatan mengajukan izin kepada pihak nya .,angie-diperbolehkan untuk keluar kota,1
"Angie , yang juga mantan Putri Indonesia 2001 , divonis bersalah usai menerima suap dengan kode '' Apel Malang ' senilai Rp 2,5 miliar dan ' Apel Washington ' sebesar US$ 1,2 juta dari Grup Permai milik mantan Bendahara Umum Partai Demokrat M. Nazaruddin .",angie-divonis bersalah,1
"Reykjavik yang berada di Islandia telah menempati posisi teratas sebagai kota yang paling tidak stres di seluruh dunia , diikuti oleh Bern di Swiss , dan Helsinki di Finlandia .",reykjavik-paling tidak stres,1
"Dari situ , para peneliti kemudian membulatkan 10 kota teratas yang paling tidak menimbulkan stres yakni Wellington di Selandia Baru , Melbourne di Australia , Oslo di Norwegia , Kopenhagen di Denmark , Innsbruck di Austria , Hanover di Jerman , dan Graz di Australia .",wellington-paling tidak menimbulkan stres,1
"Dari situ , para peneliti kemudian membulatkan 10 kota teratas yang paling tidak menimbulkan stres yakni Wellington di Selandia Baru , Melbourne di Australia , Oslo di Norwegia , Kopenhagen di Denmark , Innsbruck di Austria , Hanover di Jerman , dan Graz di Australia .",oslo-paling tidak menimbulkan stres,1
"Dari situ , para peneliti kemudian membulatkan 10 kota teratas yang paling tidak menimbulkan stres yakni Wellington di Selandia Baru , Melbourne di Australia , Oslo di Norwegia , Kopenhagen di Denmark , Innsbruck di Austria , Hanover di Jerman , dan Graz di Australia .",innsbruck-paling tidak menimbulkan stres,1
"Dari situ , para peneliti kemudian membulatkan 10 kota teratas yang paling tidak menimbulkan stres yakni Wellington di Selandia Baru , Melbourne di Australia , Oslo di Norwegia , Kopenhagen di Denmark , Innsbruck di Austria , Hanover di Jerman , dan Graz di Australia .",graz-paling tidak menimbulkan stres,1
"Sementara di Amerika Serikat , kota yang paling tidak stres adalah Houston , dengan peringkat 25 , Seattle di 39 , Chicago di 40 , Boston di 43 , Miami di 44 , Los Angeles di 45 , dan Washington di 47 .",houston-paling tidak stres,1
"Sementara di Amerika Serikat , kota yang paling tidak stres adalah Houston , dengan peringkat 25 , Seattle di 39 , Chicago di 40 , Boston di 43 , Miami di 44 , Los Angeles di 45 , dan Washington di 47 .",chicago-paling tidak stres,1
"Sementara di Amerika Serikat , kota yang paling tidak stres adalah Houston , dengan peringkat 25 , Seattle di 39 , Chicago di 40 , Boston di 43 , Miami di 44 , Los Angeles di 45 , dan Washington di 47 .",miami-paling tidak stres,1
"Sementara di Amerika Serikat , kota yang paling tidak stres adalah Houston , dengan peringkat 25 , Seattle di 39 , Chicago di 40 , Boston di 43 , Miami di 44 , Los Angeles di 45 , dan Washington di 47 .",washington-paling tidak stres,1
"Mumbai yang berada di India menjadi kota paling stres di dunia diikuti Lagos yang berada di Nigeria , dan Manila di Filipina .",mumbai-paling stres,1
"Kota lainnya yang juga menjadi kota stres ada di New Delhi yang berada India , Baghdad di Irak , Kabul di Afganistan , Moskow di Rusia , Karachi di Pakistan , Jakarta di Indonesia , dan Kiev di Ukraina .",new delhi-stres,1
"Kota lainnya yang juga menjadi kota stres ada di New Delhi yang berada India , Baghdad di Irak , Kabul di Afganistan , Moskow di Rusia , Karachi di Pakistan , Jakarta di Indonesia , dan Kiev di Ukraina .",kabul-stres,1
"Kota lainnya yang juga menjadi kota stres ada di New Delhi yang berada India , Baghdad di Irak , Kabul di Afganistan , Moskow di Rusia , Karachi di Pakistan , Jakarta di Indonesia , dan Kiev di Ukraina .",karachi-stres,1
"Kota lainnya yang juga menjadi kota stres ada di New Delhi yang berada India , Baghdad di Irak , Kabul di Afganistan , Moskow di Rusia , Karachi di Pakistan , Jakarta di Indonesia , dan Kiev di Ukraina .",kiev-stres,1
Harga gas alam Eropa naik signifikan pada Rabu ( 2 / 3 ) .,harga gas alam eropa-naik signifikan,1
Harga gas acuan dari Belanda juga mencapai rekor tertinggi akibat sanksi yang dijatuhkan Uni Eropa kepada Rusia .,harga gas acuan-mencapai rekor tertinggi,1
"Harga gas bumi acuan milik Belanda yakni Title Transfer Facility ( TTF ) mencapai rekor tertinggi harian yakni 185 euro per ton atau melampaui rekor tertinggi sebelumnya yakni 184,95 euro pada Desember lalu .",harga gas bumi acuan-mencapai rekor tertinggi,1
"Harga gas bumi acuan milik Belanda yakni Title Transfer Facility ( TTF ) mencapai rekor tertinggi harian yakni 185 euro per ton atau melampaui rekor tertinggi sebelumnya yakni 184,95 euro pada Desember lalu .",harga gas bumi acuan-melampaui rekor tertinggi,1
Sementara negara di Uni Eropa akan mempertimbangkan untuk melarang kapal Rusia berlabuh di benua biru tersebut .,uni eropa-melarang kapal rusia berlabuh,1
"Pelaku pasar dan analis mengatakan ketika perang dan sanksi ekonomi meningkat , hal itulah yang menyebabkan kenaikan harga yang sangat besar .",kenaikan harga-sangat besar,1
Konsultan Senior di Cornwall Insight Craig Lowrey mengatakan potensi gangguan pasokan dari Rusia di seluruh pasar energi Eropa kemungkinan akan berlanjut di masa mendatang . Badan Nasional Penanggulangan Bencana ( BNPB ) mencatat bencana alam menewaskan 65 orang di Indonesia sejak awal tahun .,pasar energi eropa-potensi gangguan pasokan,1
Konsultan Senior di Cornwall Insight Craig Lowrey mengatakan potensi gangguan pasokan dari Rusia di seluruh pasar energi Eropa kemungkinan akan berlanjut di masa mendatang . Badan Nasional Penanggulangan Bencana ( BNPB ) mencatat bencana alam menewaskan 65 orang di Indonesia sejak awal tahun .,pasar energi eropa-menewaskan,0
Konsultan Senior di Cornwall Insight Craig Lowrey mengatakan potensi gangguan pasokan dari Rusia di seluruh pasar energi Eropa kemungkinan akan berlanjut di masa mendatang . Badan Nasional Penanggulangan Bencana ( BNPB ) mencatat bencana alam menewaskan 65 orang di Indonesia sejak awal tahun .,bencana alam-potensi gangguan pasokan,0
Konsultan Senior di Cornwall Insight Craig Lowrey mengatakan potensi gangguan pasokan dari Rusia di seluruh pasar energi Eropa kemungkinan akan berlanjut di masa mendatang . Badan Nasional Penanggulangan Bencana ( BNPB ) mencatat bencana alam menewaskan 65 orang di Indonesia sejak awal tahun .,bencana alam-menewaskan,1
"Selain menelan 65 korban jiwa , rangkaian bencana alam tersebut juga menyebabkan 572 orang luka-luka , 2 orang hilang dan 1.288.776 jiwa mengungsi .",rangkaian bencana alam-menelan 65 korban jiwa,1
"Selain menelan 65 korban jiwa , rangkaian bencana alam tersebut juga menyebabkan 572 orang luka-luka , 2 orang hilang dan 1.288.776 jiwa mengungsi .","rangkaian bencana alam-menyebabkan 572 orang luka-luka , 2 orang hilang dan 1.288.776 jiwa mengungsi",1
"[ Gambas : Twitter ] Tak hanya menimbulkan korban jiwa , bencana alam juga merusak 16.786 rumah .",bencana alam-menimbulkan korban jiwa,1
"[ Gambas : Twitter ] Tak hanya menimbulkan korban jiwa , bencana alam juga merusak 16.786 rumah .",bencana alam-merusak 16.786 rumah,1
"Bencana alam juga merusak 525 fasilitas umum yang terdiri dari 331 fasilitas pendidikan , 136 fasilitas pemerintahan , dan 58 fasilitas kesehatan .",bencana alam-merusak 525 fasilitas,1
